params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n=1048576,fp32,0.0024,0.0057,0.0026,0.42,0.92
n=2097152,fp32,0.0030,0.0084,0.0031,0.36,0.97
n=3145728,fp32,0.0047,0.0109,0.0047,0.43,1.00
n=4194304,fp32,0.0054,0.0133,0.0054,0.41,1.01
n=5242880,fp32,0.0068,0.0161,0.0068,0.42,1.00
n=6291456,fp32,0.0080,0.0172,0.0081,0.46,0.98
n=7340032,fp32,0.0094,0.0195,0.0093,0.48,1.01
n=8388608,fp32,0.0103,0.0211,0.0102,0.49,1.02
n=9437184,fp32,0.0118,0.0233,0.0117,0.51,1.01
n=10485760,fp32,0.0126,0.0252,0.0125,0.50,1.01
n=11534336,fp32,0.0132,0.0269,0.0133,0.49,0.99
n=12582912,fp32,0.0143,0.0289,0.0141,0.50,1.01
n=13631488,fp32,0.0156,0.0307,0.0153,0.51,1.02
n=14680064,fp32,0.0164,0.0327,0.0163,0.50,1.01
n=15728640,fp32,0.0169,0.0346,0.0168,0.49,1.01
n=16777216,fp32,0.0183,0.0365,0.0181,0.50,1.01
n=17825792,fp32,0.0189,0.0383,0.0186,0.49,1.01
n=18874368,fp32,0.0200,0.0403,0.0198,0.49,1.01
n=19922944,fp32,0.0209,0.0421,0.0206,0.50,1.01
n=20971520,fp32,0.0216,0.0439,0.0215,0.49,1.01
