params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
"m=1024, n=4096",fp16,0.0261,0.1128,0.5276,0.23,0.05
"m=1024, n=4096",bf16,0.0259,0.1126,0.5275,0.23,0.05
"m=1024, n=4096",fp32,0.6020,0.3660,0.5702,1.64,1.06
"m=1024, n=5120",fp16,0.0319,0.0995,0.7517,0.32,0.04
"m=1024, n=5120",bf16,0.0316,0.0996,1.7306,0.32,0.02
"m=1024, n=5120",fp32,0.7794,0.3998,1.4937,1.95,0.52
"m=1024, n=11008",fp16,0.0802,0.2423,1.1248,0.33,0.07
"m=1024, n=11008",bf16,0.0789,0.2424,1.1275,0.33,0.07
"m=1024, n=11008",fp32,1.5458,1.7205,1.3384,0.90,1.15
"m=1024, n=14336",fp16,0.0861,0.3010,1.3104,0.29,0.07
"m=1024, n=14336",bf16,0.0853,0.3043,1.3087,0.28,0.07
"m=1024, n=14336",fp32,2.0080,1.2498,1.4496,1.61,1.39
"m=1024, n=28672",fp16,0.1691,0.4803,2.2614,0.35,0.07
"m=1024, n=28672",bf16,0.1621,0.4816,2.2620,0.34,0.07
"m=1024, n=28672",fp32,3.8553,2.4859,2.5263,1.55,1.53
"m=2048, n=4096",fp16,0.0462,0.1260,0.8772,0.37,0.05
"m=2048, n=4096",bf16,0.0456,0.1258,0.8789,0.36,0.05
"m=2048, n=4096",fp32,1.2365,0.6226,1.0548,1.99,1.17
"m=2048, n=5120",fp16,0.0531,0.1418,1.0230,0.37,0.05
"m=2048, n=5120",bf16,0.0517,0.1416,1.0223,0.37,0.05
"m=2048, n=5120",fp32,1.3903,0.8953,1.1995,1.55,1.16
"m=2048, n=11008",fp16,0.1161,0.2901,1.8301,0.40,0.06
"m=2048, n=11008",bf16,0.1112,0.2893,1.8317,0.38,0.06
"m=2048, n=11008",fp32,2.9253,1.9102,2.0851,1.53,1.40
"m=2048, n=14336",fp16,0.1606,0.4756,2.2448,0.34,0.07
"m=2048, n=14336",bf16,0.1532,0.4720,2.2444,0.32,0.07
"m=2048, n=14336",fp32,3.8472,2.5387,2.5302,1.52,1.52
"m=2048, n=28672",fp16,0.3078,0.9184,4.0362,0.34,0.08
"m=2048, n=28672",bf16,0.2949,0.6916,4.0351,0.43,0.07
"m=2048, n=28672",fp32,7.8042,5.0633,4.5266,1.54,1.72
"m=4096, n=4096",fp16,0.0895,0.2926,1.3744,0.31,0.07
"m=4096, n=4096",bf16,0.0868,0.2918,1.3779,0.30,0.06
"m=4096, n=4096",fp32,2.1577,2.5614,1.7220,0.84,1.25
"m=4096, n=5120",fp16,0.1120,0.3423,1.6839,0.33,0.07
"m=4096, n=5120",bf16,0.1083,0.3428,1.6823,0.32,0.06
"m=4096, n=5120",fp32,2.7761,3.1687,1.9951,0.88,1.39
"m=4096, n=11008",fp16,0.2351,0.7513,3.2035,0.31,0.07
"m=4096, n=11008",bf16,0.2248,0.7066,3.2002,0.32,0.07
"m=4096, n=11008",fp32,5.8544,6.7760,3.6681,0.86,1.60
"m=4096, n=14336",fp16,0.3066,0.6763,4.0044,0.45,0.08
"m=4096, n=14336",bf16,0.2934,0.8882,4.0003,0.33,0.07
"m=4096, n=14336",fp32,7.5276,4.9587,4.5205,1.52,1.67
"m=4096, n=28672",fp16,0.6367,1.7755,7.5879,0.36,0.08
"m=4096, n=28672",bf16,0.6086,1.3647,7.5865,0.45,0.08
"m=4096, n=28672",fp32,14.8323,9.8957,8.4777,1.50,1.75
"m=8192, n=4096",fp16,0.1715,0.4814,2.2196,0.36,0.08
"m=8192, n=4096",bf16,0.1640,0.4769,2.2082,0.34,0.07
"m=8192, n=4096",fp32,4.3117,5.0599,2.8869,0.85,1.49
"m=8192, n=5120",fp16,0.2171,0.4885,2.8604,0.44,0.08
"m=8192, n=5120",bf16,0.2076,0.4860,2.8532,0.43,0.07
"m=8192, n=5120",fp32,5.3777,3.5449,3.3451,1.52,1.61
"m=8192, n=11008",fp16,0.4738,1.3963,5.8422,0.34,0.08
"m=8192, n=11008",bf16,0.4521,1.0330,5.8477,0.44,0.08
"m=8192, n=11008",fp32,11.3219,7.6038,6.6052,1.49,1.71
"m=8192, n=14336",fp16,0.6354,1.3500,7.5183,0.47,0.08
"m=8192, n=14336",bf16,0.5937,1.3756,7.5115,0.43,0.08
"m=8192, n=14336",fp32,14.7409,9.8996,8.4958,1.49,1.74
"m=8192, n=28672",fp16,1.2992,3.5002,14.6482,0.37,0.09
"m=8192, n=28672",bf16,1.2479,3.5033,14.6401,0.36,0.09
"m=8192, n=28672",fp32,29.1836,33.9305,16.3434,0.86,1.79
