params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n=1024,fp16,0.0206,0.0103,0.0040,2.00,5.08
n=1024,bf16,0.0206,0.0102,0.0043,2.01,4.76
n=1024,fp32,0.0212,0.0123,0.0072,1.72,2.96
n=1024,int8,0.0194,0.0080,0.0038,2.41,5.15
n=2048,fp16,0.0369,0.0159,0.0077,2.33,4.79
n=2048,bf16,0.0370,0.0157,0.0077,2.35,4.78
n=2048,fp32,0.0402,0.0208,0.0132,1.93,3.05
n=2048,int8,0.0348,0.0128,0.0061,2.73,5.66
n=3072,fp16,0.0557,0.0233,0.0106,2.38,5.27
n=3072,bf16,0.0557,0.0233,0.0106,2.39,5.25
n=3072,fp32,0.0605,0.0271,0.0181,2.23,3.34
n=3072,int8,0.0529,0.0172,0.0087,3.08,6.06
n=4096,fp16,0.0699,0.0282,0.0139,2.47,5.02
n=4096,bf16,0.0699,0.0282,0.0134,2.48,5.21
n=4096,fp32,0.0774,0.0343,0.0233,2.26,3.32
n=4096,int8,0.0663,0.0213,0.0105,3.12,6.29
n=5120,fp16,0.0918,0.0350,0.0160,2.62,5.73
n=5120,bf16,0.0918,0.0351,0.0160,2.62,5.74
n=5120,fp32,0.1020,0.0412,0.0283,2.47,3.60
n=5120,int8,0.0839,0.0251,0.0129,3.34,6.50
n=6144,fp16,0.1067,0.0399,0.0187,2.67,5.69
n=6144,bf16,0.1067,0.0400,0.0185,2.67,5.75
n=6144,fp32,0.1183,0.0480,0.0337,2.47,3.51
n=6144,int8,0.1018,0.0290,0.0154,3.51,6.59
n=7168,fp16,0.1229,0.0467,0.0212,2.63,5.80
n=7168,bf16,0.1230,0.0467,0.0211,2.63,5.82
n=7168,fp32,0.1337,0.0547,0.0385,2.45,3.47
n=7168,int8,0.1200,0.0328,0.0178,3.67,6.74
n=8192,fp16,0.1349,0.0518,0.0241,2.60,5.59
n=8192,bf16,0.1351,0.0517,0.0240,2.61,5.63
n=8192,fp32,0.1500,0.0610,0.0435,2.46,3.45
n=8192,int8,0.1290,0.0362,0.0194,3.56,6.65
n=9216,fp16,0.1550,0.0577,0.0266,2.69,5.83
n=9216,bf16,0.1552,0.0577,0.0267,2.69,5.81
n=9216,fp32,0.1708,0.0679,0.0486,2.52,3.51
n=9216,int8,0.1497,0.0403,0.0220,3.72,6.81
n=10240,fp16,0.1810,0.0634,0.0289,2.85,6.27
n=10240,bf16,0.1812,0.0633,0.0288,2.86,6.30
n=10240,fp32,0.1982,0.0746,0.0538,2.66,3.69
n=10240,int8,0.1726,0.0438,0.0243,3.94,7.10
n=11264,fp16,0.1863,0.0688,0.0320,2.71,5.82
n=11264,bf16,0.1864,0.0688,0.0321,2.71,5.80
n=11264,fp32,0.2095,0.0815,0.0588,2.57,3.56
n=11264,int8,0.1793,0.0477,0.0265,3.76,6.76
n=12288,fp16,0.2103,0.0747,0.0341,2.82,6.17
n=12288,bf16,0.2104,0.0748,0.0345,2.81,6.10
n=12288,fp32,0.2308,0.0879,0.0638,2.63,3.62
n=12288,int8,0.2000,0.0513,0.0279,3.90,7.16
n=13312,fp16,0.2220,0.0801,0.0368,2.77,6.04
n=13312,bf16,0.2227,0.0801,0.0369,2.78,6.03
n=13312,fp32,0.2443,0.0946,0.0688,2.58,3.55
n=13312,int8,0.2117,0.0552,0.0305,3.84,6.95
n=14336,fp16,0.2380,0.0860,0.0392,2.77,6.07
n=14336,bf16,0.2380,0.0859,0.0391,2.77,6.08
n=14336,fp32,0.2604,0.1011,0.0741,2.58,3.52
n=14336,int8,0.2317,0.0589,0.0326,3.93,7.11
n=15360,fp16,0.2613,0.0912,0.0418,2.87,6.26
n=15360,bf16,0.2611,0.0912,0.0416,2.86,6.27
n=15360,fp32,0.2898,0.1079,0.0799,2.69,3.63
n=15360,int8,0.2460,0.0627,0.0347,3.92,7.10
n=16384,fp16,0.2645,0.0970,0.0444,2.73,5.96
n=16384,bf16,0.2648,0.0969,0.0442,2.73,5.99
n=16384,fp32,0.2952,0.1145,0.0852,2.58,3.47
n=16384,int8,0.2551,0.0665,0.0363,3.84,7.03
n=17408,fp16,0.2981,0.1024,0.0467,2.91,6.39
n=17408,bf16,0.2981,0.1025,0.0465,2.91,6.41
n=17408,fp32,0.3287,0.1212,0.0889,2.71,3.70
n=17408,int8,0.2825,0.0702,0.0386,4.03,7.32
n=18432,fp16,0.3044,0.1082,0.0500,2.81,6.09
n=18432,bf16,0.3045,0.1082,0.0494,2.81,6.17
n=18432,fp32,0.3362,0.1277,0.0942,2.63,3.57
n=18432,int8,0.2937,0.0741,0.0407,3.97,7.21
n=19456,fp16,0.3241,0.1137,0.0520,2.85,6.24
n=19456,bf16,0.3240,0.1137,0.0522,2.85,6.21
n=19456,fp32,0.3584,0.1343,0.0988,2.67,3.63
n=19456,int8,0.3060,0.0777,0.0425,3.94,7.20
n=20480,fp16,0.3568,0.1194,0.0546,2.99,6.53
n=20480,bf16,0.3567,0.1194,0.0543,2.99,6.56
n=20480,fp32,0.3901,0.1410,0.1040,2.77,3.75
n=20480,int8,0.3458,0.0815,0.0445,4.24,7.76
