params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n=1048576,fp16,0.0023,0.0053,0.0023,0.43,0.99
n=1048576,bf16,0.0023,0.0053,0.0023,0.42,0.98
n=1048576,fp32,0.0026,0.0056,0.0026,0.46,0.98
n=1048576,int8,0.0020,0.0053,0.0021,0.38,0.98
n=2097152,fp16,0.0028,0.0078,0.0035,0.36,0.79
n=2097152,bf16,0.0029,0.0078,0.0036,0.37,0.79
n=2097152,fp32,0.0037,0.0088,0.0042,0.42,0.89
n=2097152,int8,0.0025,0.0075,0.0035,0.34,0.72
n=3145728,fp16,0.0033,0.0094,0.0033,0.35,0.99
n=3145728,bf16,0.0032,0.0093,0.0033,0.34,0.98
n=3145728,fp32,0.0054,0.0115,0.0054,0.47,1.00
n=3145728,int8,0.0029,0.0096,0.0033,0.31,0.91
n=4194304,fp16,0.0041,0.0118,0.0041,0.34,0.98
n=4194304,bf16,0.0040,0.0118,0.0040,0.34,0.99
n=4194304,fp32,0.0071,0.0134,0.0071,0.53,1.00
n=4194304,int8,0.0034,0.0111,0.0037,0.31,0.92
n=5242880,fp16,0.0048,0.0142,0.0048,0.34,1.00
n=5242880,bf16,0.0051,0.0144,0.0052,0.35,0.98
n=5242880,fp32,0.0088,0.0162,0.0086,0.54,1.02
n=5242880,int8,0.0042,0.0134,0.0037,0.31,1.15
n=6291456,fp16,0.0058,0.0165,0.0059,0.35,0.98
n=6291456,bf16,0.0057,0.0163,0.0057,0.35,0.99
n=6291456,fp32,0.0101,0.0186,0.0101,0.54,1.00
n=6291456,int8,0.0047,0.0152,0.0051,0.31,0.93
n=7340032,fp16,0.0066,0.0182,0.0067,0.36,0.99
n=7340032,bf16,0.0067,0.0185,0.0068,0.36,0.99
n=7340032,fp32,0.0116,0.0201,0.0114,0.58,1.02
n=7340032,int8,0.0052,0.0164,0.0055,0.32,0.95
n=8388608,fp16,0.0074,0.0207,0.0075,0.36,0.99
n=8388608,bf16,0.0074,0.0208,0.0075,0.35,0.99
n=8388608,fp32,0.0127,0.0218,0.0129,0.58,0.98
n=8388608,int8,0.0060,0.0192,0.0063,0.31,0.95
n=9437184,fp16,0.0082,0.0226,0.0083,0.37,0.99
n=9437184,bf16,0.0082,0.0225,0.0083,0.37,0.99
n=9437184,fp32,0.0139,0.0241,0.0139,0.58,1.00
n=9437184,int8,0.0067,0.0212,0.0051,0.31,1.30
n=10485760,fp16,0.0090,0.0233,0.0091,0.39,0.99
n=10485760,bf16,0.0093,0.0234,0.0094,0.40,1.00
n=10485760,fp32,0.0151,0.0261,0.0152,0.58,1.00
n=10485760,int8,0.0072,0.0223,0.0076,0.32,0.96
n=11534336,fp16,0.0099,0.0259,0.0100,0.38,0.99
n=11534336,bf16,0.0098,0.0261,0.0099,0.38,0.99
n=11534336,fp32,0.0163,0.0277,0.0164,0.59,1.00
n=11534336,int8,0.0075,0.0242,0.0078,0.31,0.96
n=12582912,fp16,0.0106,0.0280,0.0106,0.38,1.00
n=12582912,bf16,0.0105,0.0269,0.0105,0.39,1.00
n=12582912,fp32,0.0177,0.0301,0.0177,0.59,1.00
n=12582912,int8,0.0082,0.0249,0.0064,0.33,1.29
n=13631488,fp16,0.0112,0.0295,0.0111,0.38,1.01
n=13631488,bf16,0.0111,0.0294,0.0111,0.38,1.00
n=13631488,fp32,0.0188,0.0320,0.0190,0.59,0.99
n=13631488,int8,0.0090,0.0269,0.0068,0.34,1.32
n=14680064,fp16,0.0119,0.0311,0.0118,0.38,1.01
n=14680064,bf16,0.0119,0.0312,0.0118,0.38,1.01
n=14680064,fp32,0.0201,0.0340,0.0202,0.59,0.99
n=14680064,int8,0.0093,0.0285,0.0073,0.33,1.28
n=15728640,fp16,0.0124,0.0318,0.0126,0.39,0.98
n=15728640,bf16,0.0125,0.0319,0.0127,0.39,0.99
n=15728640,fp32,0.0213,0.0358,0.0213,0.60,1.00
n=15728640,int8,0.0098,0.0302,0.0103,0.33,0.96
n=16777216,fp16,0.0130,0.0346,0.0132,0.38,0.99
n=16777216,bf16,0.0132,0.0345,0.0131,0.38,1.01
n=16777216,fp32,0.0226,0.0372,0.0242,0.61,0.94
n=16777216,int8,0.0105,0.0331,0.0082,0.32,1.29
n=17825792,fp16,0.0139,0.0354,0.0141,0.39,0.99
n=17825792,bf16,0.0137,0.0365,0.0139,0.38,0.99
n=17825792,fp32,0.0238,0.0391,0.0240,0.61,0.99
n=17825792,int8,0.0111,0.0350,0.0116,0.32,0.96
n=18874368,fp16,0.0147,0.0372,0.0146,0.40,1.01
n=18874368,bf16,0.0144,0.0370,0.0143,0.39,1.01
n=18874368,fp32,0.0250,0.0417,0.0252,0.60,0.99
n=18874368,int8,0.0117,0.0367,0.0091,0.32,1.28
n=19922944,fp16,0.0152,0.0400,0.0152,0.38,1.00
n=19922944,bf16,0.0151,0.0399,0.0151,0.38,1.00
n=19922944,fp32,0.0264,0.0435,0.0264,0.61,1.00
n=19922944,int8,0.0121,0.0374,0.0095,0.33,1.27
n=20971520,fp16,0.0158,0.0405,0.0161,0.39,0.99
n=20971520,bf16,0.0160,0.0405,0.0162,0.39,0.99
n=20971520,fp32,0.0274,0.0450,0.0275,0.61,1.00
n=20971520,int8,0.0127,0.0391,0.0134,0.33,0.95
