params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
seq_len=2048,fp32,0.0347,0.0039,0.0066,8.99,5.30
seq_len=4096,fp32,0.0367,0.0054,0.0117,6.76,3.13
seq_len=6144,fp32,0.0374,0.0057,0.0138,6.54,2.71
seq_len=8192,fp32,0.0366,0.0066,0.0176,5.57,2.08
seq_len=10240,fp32,0.0375,0.0091,0.0244,4.13,1.54
seq_len=12288,fp32,0.0374,0.0086,0.0249,4.33,1.50
seq_len=14336,fp32,0.0381,0.0094,0.0289,4.06,1.32
seq_len=16384,fp32,0.0376,0.0106,0.0327,3.56,1.15
seq_len=18432,fp32,0.0389,0.0114,0.0370,3.42,1.05
seq_len=20480,fp32,0.0390,0.0124,0.0405,3.16,0.96
seq_len=22528,fp32,0.0404,0.0136,0.0455,2.97,0.89
seq_len=24576,fp32,0.0402,0.0144,0.0492,2.79,0.82
seq_len=26624,fp32,0.0416,0.0167,0.0587,2.49,0.71
seq_len=28672,fp32,0.0416,0.0163,0.0568,2.55,0.73
seq_len=30720,fp32,0.0432,0.0190,0.0687,2.27,0.63
seq_len=32768,fp32,0.0424,0.0185,0.0656,2.29,0.65
seq_len=34816,fp32,0.0440,0.0204,0.0739,2.16,0.60
seq_len=36864,fp32,0.0438,0.0203,0.0726,2.16,0.60
seq_len=38912,fp32,0.0448,0.0229,0.0810,1.96,0.55
seq_len=40960,fp32,0.0446,0.0223,0.0805,2.00,0.55
