params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
seq_len=1024,fp16,0.0394,0.0934,0.0139,0.42,2.85
seq_len=1024,fp32,0.0432,0.0942,0.0130,0.46,3.34
seq_len=2048,fp16,0.0648,0.1763,0.0245,0.37,2.65
seq_len=2048,fp32,0.0756,0.1788,0.0230,0.42,3.29
seq_len=3072,fp16,0.0878,0.2599,0.0351,0.34,2.50
seq_len=3072,fp32,0.1171,0.2684,0.0333,0.44,3.52
seq_len=4096,fp16,0.1147,0.3438,0.0456,0.33,2.51
seq_len=4096,fp32,0.1559,0.3673,0.0449,0.42,3.47
seq_len=5120,fp16,0.1461,0.4317,0.0564,0.34,2.59
seq_len=5120,fp32,0.1929,0.4653,0.0580,0.41,3.33
seq_len=6144,fp16,0.1767,0.5278,0.0675,0.33,2.62
seq_len=6144,fp32,0.2316,0.5623,0.0702,0.41,3.30
seq_len=7168,fp16,0.2044,0.6272,0.0786,0.33,2.60
seq_len=7168,fp32,0.2704,0.6570,0.0824,0.41,3.28
seq_len=8192,fp16,0.2332,0.7269,0.0903,0.32,2.58
seq_len=8192,fp32,0.3101,0.7518,0.0941,0.41,3.29
seq_len=9216,fp16,0.2632,0.8224,0.1029,0.32,2.56
seq_len=9216,fp32,0.3491,0.8459,0.1066,0.41,3.28
seq_len=10240,fp16,0.2921,0.9181,0.1148,0.32,2.55
seq_len=10240,fp32,0.3881,0.9409,0.1186,0.41,3.27
seq_len=11264,fp16,0.3198,1.0139,0.1265,0.32,2.53
seq_len=11264,fp32,0.4266,1.0338,0.1303,0.41,3.27
seq_len=12288,fp16,0.3489,1.1093,0.1381,0.31,2.53
seq_len=12288,fp32,0.4626,1.1285,0.1424,0.41,3.25
seq_len=13312,fp16,0.3762,1.2041,0.1497,0.31,2.51
seq_len=13312,fp32,0.5012,1.2223,0.1543,0.41,3.25
seq_len=14336,fp16,0.4040,1.2981,0.1614,0.31,2.50
seq_len=14336,fp32,0.5380,1.3158,0.1660,0.41,3.24
seq_len=15360,fp16,0.4316,1.3918,0.1729,0.31,2.50
seq_len=15360,fp32,0.5750,1.4094,0.1778,0.41,3.23
seq_len=16384,fp16,0.4587,1.4853,0.1836,0.31,2.50
seq_len=16384,fp32,0.6125,1.5032,0.1892,0.41,3.24
seq_len=17408,fp16,0.4865,1.5796,0.1960,0.31,2.48
seq_len=17408,fp32,0.6502,1.5967,0.2016,0.41,3.23
seq_len=18432,fp16,0.5135,1.6731,0.2077,0.31,2.47
seq_len=18432,fp32,0.6879,1.6907,0.2132,0.41,3.23
seq_len=19456,fp16,0.5418,1.7666,0.2193,0.31,2.47
seq_len=19456,fp32,0.7247,1.7847,0.2252,0.41,3.22
seq_len=20480,fp16,0.5689,1.8598,0.2306,0.31,2.47
seq_len=20480,fp32,0.7611,1.8793,0.2370,0.41,3.21
