params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n=1048576,fp16,0.0023,0.0079,0.0023,0.29,1.00
n=1048576,bf16,0.0022,0.0075,0.0023,0.30,0.96
n=1048576,fp32,0.0026,0.0077,0.0026,0.34,0.99
n=1048576,int8,0.0020,0.0072,0.0020,0.27,0.98
n=2097152,fp16,0.0030,0.0117,0.0031,0.26,0.98
n=2097152,bf16,0.0030,0.0118,0.0030,0.26,1.01
n=2097152,fp32,0.0042,0.0128,0.0042,0.33,0.99
n=2097152,int8,0.0025,0.0112,0.0027,0.22,0.91
n=3145728,fp16,0.0034,0.0151,0.0034,0.22,0.99
n=3145728,bf16,0.0036,0.0151,0.0036,0.24,1.00
n=3145728,fp32,0.0053,0.0165,0.0055,0.32,0.97
n=3145728,int8,0.0029,0.0147,0.0032,0.20,0.90
n=4194304,fp16,0.0042,0.0182,0.0042,0.23,1.00
n=4194304,bf16,0.0040,0.0181,0.0040,0.22,0.99
n=4194304,fp32,0.0070,0.0201,0.0071,0.35,1.00
n=4194304,int8,0.0034,0.0178,0.0038,0.19,0.91
n=5242880,fp16,0.0048,0.0221,0.0049,0.22,0.98
n=5242880,bf16,0.0049,0.0223,0.0050,0.22,0.98
n=5242880,fp32,0.0087,0.0245,0.0087,0.36,1.01
n=5242880,int8,0.0041,0.0210,0.0044,0.19,0.93
n=6291456,fp16,0.0058,0.0260,0.0058,0.22,1.00
n=6291456,bf16,0.0058,0.0261,0.0058,0.22,0.99
n=6291456,fp32,0.0100,0.0281,0.0101,0.36,0.99
n=6291456,int8,0.0047,0.0248,0.0050,0.19,0.93
n=7340032,fp16,0.0065,0.0298,0.0066,0.22,0.98
n=7340032,bf16,0.0068,0.0298,0.0069,0.23,0.99
n=7340032,fp32,0.0113,0.0318,0.0115,0.36,0.99
n=7340032,int8,0.0053,0.0276,0.0056,0.19,0.94
n=8388608,fp16,0.0075,0.0335,0.0075,0.22,0.99
n=8388608,bf16,0.0075,0.0336,0.0075,0.22,0.99
n=8388608,fp32,0.0125,0.0355,0.0126,0.35,0.99
n=8388608,int8,0.0059,0.0318,0.0063,0.19,0.94
n=9437184,fp16,0.0084,0.0371,0.0085,0.23,0.99
n=9437184,bf16,0.0082,0.0371,0.0083,0.22,0.99
n=9437184,fp32,0.0140,0.0393,0.0141,0.36,1.00
n=9437184,int8,0.0063,0.0346,0.0066,0.18,0.95
n=10485760,fp16,0.0091,0.0408,0.0092,0.22,0.99
n=10485760,bf16,0.0091,0.0407,0.0092,0.22,0.99
n=10485760,fp32,0.0151,0.0429,0.0151,0.35,1.00
n=10485760,int8,0.0070,0.0381,0.0072,0.18,0.96
n=11534336,fp16,0.0098,0.0443,0.0098,0.22,0.99
n=11534336,bf16,0.0098,0.0444,0.0098,0.22,1.00
n=11534336,fp32,0.0164,0.0467,0.0164,0.35,1.00
n=11534336,int8,0.0075,0.0418,0.0079,0.18,0.95
n=12582912,fp16,0.0105,0.0478,0.0106,0.22,0.98
n=12582912,bf16,0.0105,0.0479,0.0106,0.22,0.99
n=12582912,fp32,0.0176,0.0503,0.0175,0.35,1.00
n=12582912,int8,0.0081,0.0453,0.0084,0.18,0.95
n=13631488,fp16,0.0111,0.0515,0.0113,0.22,0.99
n=13631488,bf16,0.0112,0.0515,0.0113,0.22,0.99
n=13631488,fp32,0.0189,0.0539,0.0189,0.35,1.00
n=13631488,int8,0.0087,0.0487,0.0091,0.18,0.96
n=14680064,fp16,0.0118,0.0550,0.0119,0.21,0.99
n=14680064,bf16,0.0118,0.0549,0.0119,0.21,0.99
n=14680064,fp32,0.0201,0.0577,0.0202,0.35,1.00
n=14680064,int8,0.0093,0.0522,0.0097,0.18,0.96
n=15728640,fp16,0.0123,0.0584,0.0125,0.21,0.99
n=15728640,bf16,0.0125,0.0585,0.0127,0.21,0.99
n=15728640,fp32,0.0212,0.0614,0.0213,0.35,1.00
n=15728640,int8,0.0098,0.0559,0.0103,0.18,0.96
n=16777216,fp16,0.0132,0.0620,0.0133,0.21,0.99
n=16777216,bf16,0.0133,0.0620,0.0134,0.21,0.99
n=16777216,fp32,0.0225,0.0651,0.0225,0.35,1.00
n=16777216,int8,0.0105,0.0595,0.0110,0.18,0.96
n=17825792,fp16,0.0138,0.0655,0.0139,0.21,0.99
n=17825792,bf16,0.0138,0.0656,0.0139,0.21,0.99
n=17825792,fp32,0.0238,0.0687,0.0237,0.35,1.00
n=17825792,int8,0.0111,0.0628,0.0117,0.18,0.95
n=18874368,fp16,0.0143,0.0691,0.0146,0.21,0.99
n=18874368,bf16,0.0145,0.0690,0.0147,0.21,0.99
n=18874368,fp32,0.0249,0.0724,0.0249,0.34,1.00
n=18874368,int8,0.0116,0.0663,0.0122,0.18,0.96
n=19922944,fp16,0.0151,0.0726,0.0153,0.21,0.99
n=19922944,bf16,0.0151,0.0727,0.0154,0.21,0.98
n=19922944,fp32,0.0262,0.0761,0.0262,0.34,1.00
n=19922944,int8,0.0122,0.0696,0.0128,0.18,0.95
n=20971520,fp16,0.0158,0.0760,0.0160,0.21,0.99
n=20971520,bf16,0.0159,0.0762,0.0161,0.21,0.99
n=20971520,fp32,0.0274,0.0797,0.0274,0.34,1.00
n=20971520,int8,0.0127,0.0730,0.0133,0.17,0.95
