params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n_cols=512,fp16,0.0050,0.0116,0.0050,0.43,0.99
n_cols=512,fp32,0.0037,0.0119,0.0052,0.31,0.72
n_cols=1024,fp16,0.0086,0.0124,0.0062,0.69,1.38
n_cols=1024,fp32,0.0056,0.0134,0.0067,0.42,0.84
n_cols=1536,fp16,0.0172,0.0136,0.0091,1.26,1.89
n_cols=1536,fp32,0.0117,0.0150,0.0097,0.78,1.21
n_cols=2048,fp16,0.0221,0.0138,0.0090,1.60,2.45
n_cols=2048,fp32,0.0141,0.0162,0.0104,0.87,1.36
n_cols=2560,fp16,0.0219,0.0169,0.0137,1.29,1.59
n_cols=2560,fp32,0.0238,0.0196,0.0154,1.21,1.55
n_cols=3072,fp16,0.0240,0.0169,0.0141,1.42,1.71
n_cols=3072,fp32,0.0255,0.0198,0.0164,1.29,1.56
n_cols=3584,fp16,0.0271,0.0169,0.0171,1.60,1.59
n_cols=3584,fp32,0.0278,0.0218,0.0190,1.28,1.47
n_cols=4096,fp16,0.0286,0.0171,0.0173,1.67,1.65
n_cols=4096,fp32,0.0294,0.0226,0.0198,1.30,1.49
n_cols=4608,fp16,0.0453,0.0213,0.0217,2.13,2.09
n_cols=4608,fp32,0.0475,0.0271,0.0255,1.75,1.87
n_cols=5120,fp16,0.0470,0.0214,0.0218,2.19,2.15
n_cols=5120,fp32,0.0492,0.0280,0.0262,1.75,1.88
n_cols=5632,fp16,0.0510,0.0215,0.0237,2.37,2.15
n_cols=5632,fp32,0.0533,0.0289,0.0278,1.85,1.92
n_cols=6144,fp16,0.0524,0.0217,0.0240,2.41,2.18
n_cols=6144,fp32,0.0546,0.0298,0.0291,1.83,1.87
n_cols=6656,fp16,0.0556,0.0256,0.0293,2.17,1.90
n_cols=6656,fp32,0.0587,0.0351,0.0345,1.67,1.70
n_cols=7168,fp16,0.0570,0.0257,0.0298,2.22,1.91
n_cols=7168,fp32,0.0596,0.0367,0.0347,1.62,1.72
n_cols=7680,fp16,0.0651,0.0258,0.0321,2.53,2.03
n_cols=7680,fp32,0.0641,0.0377,0.0349,1.70,1.84
n_cols=8192,fp16,0.0664,0.0259,0.0324,2.57,2.05
n_cols=8192,fp32,0.0656,0.0391,0.0352,1.68,1.87
n_cols=8704,fp16,0.0653,0.0301,0.0383,2.17,1.70
n_cols=8704,fp32,0.0688,0.0451,0.0440,1.53,1.56
n_cols=9216,fp16,0.0666,0.0301,0.0383,2.21,1.74
n_cols=9216,fp32,0.0708,0.0454,0.0442,1.56,1.60
n_cols=9728,fp16,0.0443,0.0303,0.0414,1.46,1.07
n_cols=9728,fp32,0.0497,0.0458,0.0438,1.09,1.14
n_cols=10240,fp16,0.0452,0.0303,0.0413,1.49,1.09
n_cols=10240,fp32,0.0500,0.0471,0.0442,1.06,1.13
