params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
K=1024,fp32,0.5615,0.3976,0.0725,1.41,7.75
K=1024,fp16,0.0261,0.0558,0.0447,0.47,0.58
K=1024,fp8_e4m3fn,0.6063,0.0437,0.0225,13.88,26.89
K=1024,fp8_e5m2,0.6062,0.0434,0.0227,13.96,26.67
K=2048,fp32,1.0951,0.7468,0.1144,1.47,9.57
K=2048,fp16,0.0458,0.0823,0.0657,0.56,0.70
K=2048,fp8_e4m3fn,1.1661,0.0623,0.0331,18.72,35.22
K=2048,fp8_e5m2,1.1643,0.0628,0.0334,18.54,34.90
K=3072,fp32,1.6302,1.0968,0.1616,1.49,10.09
K=3072,fp16,0.0668,0.1104,0.0873,0.61,0.77
K=3072,fp8_e4m3fn,1.7217,0.0830,0.0429,20.74,40.10
K=3072,fp8_e5m2,1.7207,0.0823,0.0433,20.90,39.73
K=4096,fp32,2.1670,1.4473,0.2115,1.50,10.25
K=4096,fp16,0.0903,0.1415,0.1121,0.64,0.81
K=4096,fp8_e4m3fn,2.2812,0.1031,0.0527,22.14,43.30
K=4096,fp8_e5m2,2.2790,0.1038,0.0534,21.97,42.70
K=5120,fp32,2.7017,1.8000,0.2636,1.50,10.25
K=5120,fp16,0.1150,0.1793,0.1384,0.64,0.83
K=5120,fp8_e4m3fn,2.8402,0.1237,0.0629,22.97,45.16
K=5120,fp8_e5m2,2.8395,0.1238,0.0638,22.93,44.53
K=6144,fp32,3.2350,2.1510,0.3148,1.50,10.28
K=6144,fp16,0.1409,0.2178,0.1659,0.65,0.85
K=6144,fp8_e4m3fn,3.3998,0.1445,0.0731,23.52,46.53
K=6144,fp8_e5m2,3.3958,0.1459,0.0749,23.27,45.33
K=7168,fp32,3.7704,2.5012,0.3654,1.51,10.32
K=7168,fp16,0.1682,0.2523,0.1931,0.67,0.87
K=7168,fp8_e4m3fn,3.9583,0.1667,0.0836,23.74,47.34
K=7168,fp8_e5m2,3.9555,0.1677,0.0859,23.58,46.04
K=8192,fp32,4.3053,2.8511,0.4150,1.51,10.37
K=8192,fp16,0.1955,0.2868,0.2213,0.68,0.88
K=8192,fp8_e4m3fn,4.5167,0.1907,0.0941,23.69,48.02
K=8192,fp8_e5m2,4.5129,0.1952,0.0978,23.12,46.16
K=9216,fp32,4.8413,3.2009,0.4656,1.51,10.40
K=9216,fp16,0.2210,0.3182,0.2488,0.69,0.89
K=9216,fp8_e4m3fn,5.0741,0.2245,0.1046,22.60,48.52
K=9216,fp8_e5m2,5.0700,0.2245,0.1099,22.58,46.14
K=10240,fp32,5.3723,3.5508,0.5359,1.51,10.03
K=10240,fp16,0.2556,0.3507,0.2788,0.73,0.92
K=10240,fp8_e4m3fn,5.6322,0.2640,0.1152,21.33,48.90
K=10240,fp8_e5m2,5.6271,0.2693,0.1230,20.89,45.73
K=11264,fp32,5.9086,3.9014,0.5886,1.51,10.04
K=11264,fp16,0.2791,0.3894,0.3082,0.72,0.91
K=11264,fp8_e4m3fn,6.1912,0.3058,0.1263,20.25,49.03
K=11264,fp8_e5m2,6.1854,0.3054,0.1354,20.25,45.68
K=12288,fp32,6.4440,4.2514,0.6544,1.52,9.85
K=12288,fp16,0.2736,0.4184,0.3361,0.65,0.81
K=12288,fp8_e4m3fn,6.7488,0.3389,0.1368,19.92,49.32
K=12288,fp8_e5m2,6.7432,0.3388,0.1484,19.90,45.45
K=13312,fp32,6.9764,4.6008,0.7259,1.52,9.61
K=13312,fp16,0.3351,0.4643,0.3679,0.72,0.91
K=13312,fp8_e4m3fn,7.3068,0.3719,0.1475,19.65,49.52
K=13312,fp8_e5m2,7.3010,0.3731,0.1615,19.57,45.20
K=14336,fp32,7.5109,4.9512,0.7481,1.52,10.04
K=14336,fp16,0.3548,0.4911,0.3964,0.72,0.90
K=14336,fp8_e4m3fn,7.8650,0.4037,0.1583,19.48,49.67
K=14336,fp8_e5m2,7.8596,0.4047,0.1738,19.42,45.23
K=15360,fp32,8.0444,5.3005,0.7990,1.52,10.07
K=15360,fp16,0.3403,0.5170,0.4163,0.66,0.82
K=15360,fp8_e4m3fn,8.4234,0.4354,0.1691,19.35,49.80
K=15360,fp8_e5m2,8.4159,0.4368,0.1868,19.27,45.05
K=16384,fp32,8.5765,5.6506,0.8997,1.52,9.53
K=16384,fp16,0.3708,0.5631,0.4555,0.66,0.81
K=16384,fp8_e4m3fn,8.9795,0.4658,0.1800,19.28,49.88
K=16384,fp8_e5m2,8.9721,0.4657,0.1993,19.27,45.02
K=17408,fp32,9.1124,6.0013,0.9621,1.52,9.47
K=17408,fp16,0.3874,0.6022,0.4858,0.64,0.80
