params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
N=256,fp16,0.0015,0.0037,0.0014,0.40,1.04
N=256,bf16,0.0015,0.0037,0.0014,0.40,1.03
N=256,fp32,0.0015,0.0039,0.0015,0.39,0.99
N=256,int8,0.0014,0.0036,0.0014,0.38,1.00
N=512,fp16,0.0017,0.0042,0.0016,0.41,1.03
N=512,bf16,0.0016,0.0042,0.0016,0.40,1.03
N=512,fp32,0.0021,0.0045,0.0020,0.46,1.01
N=512,int8,0.0016,0.0041,0.0015,0.38,1.01
N=768,fp16,0.0021,0.0056,0.0021,0.38,1.00
N=768,bf16,0.0021,0.0055,0.0021,0.38,1.01
N=768,fp32,0.0024,0.0058,0.0024,0.41,1.01
N=768,int8,0.0017,0.0051,0.0017,0.34,1.01
N=1024,fp16,0.0023,0.0073,0.0023,0.32,1.00
N=1024,bf16,0.0022,0.0073,0.0022,0.30,1.00
N=1024,fp32,0.0027,0.0077,0.0028,0.34,0.95
N=1024,int8,0.0022,0.0078,0.0020,0.28,1.07
N=1280,fp16,0.0026,0.0095,0.0026,0.27,1.01
N=1280,bf16,0.0027,0.0095,0.0027,0.28,1.01
N=1280,fp32,0.0034,0.0102,0.0034,0.33,1.00
N=1280,int8,0.0022,0.0093,0.0022,0.24,1.01
N=1536,fp16,0.0030,0.0127,0.0030,0.24,1.01
N=1536,bf16,0.0030,0.0127,0.0030,0.24,1.00
N=1536,fp32,0.0042,0.0137,0.0043,0.31,0.98
N=1536,int8,0.0026,0.0124,0.0026,0.21,0.99
N=1792,fp16,0.0035,0.0152,0.0035,0.23,1.00
N=1792,bf16,0.0037,0.0152,0.0037,0.25,1.00
N=1792,fp32,0.0053,0.0162,0.0054,0.33,0.99
N=1792,int8,0.0029,0.0146,0.0029,0.20,1.00
N=2048,fp16,0.0042,0.0179,0.0042,0.24,1.00
N=2048,bf16,0.0041,0.0180,0.0041,0.23,1.00
N=2048,fp32,0.0071,0.0201,0.0071,0.36,1.00
N=2048,int8,0.0037,0.0174,0.0034,0.21,1.08
N=2304,fp16,0.0051,0.0218,0.0051,0.23,1.00
N=2304,bf16,0.0049,0.0218,0.0048,0.22,1.00
N=2304,fp32,0.0086,0.0239,0.0086,0.36,1.00
N=2304,int8,0.0041,0.0210,0.0041,0.20,1.01
N=2560,fp16,0.0058,0.0253,0.0058,0.23,1.00
N=2560,bf16,0.0058,0.0255,0.0058,0.23,1.00
N=2560,fp32,0.0102,0.0285,0.0102,0.36,1.00
N=2560,int8,0.0048,0.0246,0.0047,0.19,1.01
N=2816,fp16,0.0070,0.0299,0.0070,0.23,1.00
N=2816,bf16,0.0069,0.0299,0.0068,0.23,1.01
N=2816,fp32,0.0122,0.0328,0.0121,0.37,1.00
N=2816,int8,0.0055,0.0281,0.0054,0.20,1.02
N=3072,fp16,0.0082,0.0347,0.0082,0.24,1.00
N=3072,bf16,0.0083,0.0347,0.0082,0.24,1.00
N=3072,fp32,0.0143,0.0378,0.0140,0.38,1.03
N=3072,int8,0.0065,0.0331,0.0063,0.20,1.02
N=3328,fp16,0.0095,0.0397,0.0095,0.24,1.00
N=3328,bf16,0.0095,0.0397,0.0095,0.24,1.00
N=3328,fp32,0.0158,0.0433,0.0158,0.37,1.00
N=3328,int8,0.0072,0.0380,0.0072,0.19,1.01
N=3584,fp16,0.0106,0.0451,0.0106,0.24,1.00
N=3584,bf16,0.0107,0.0451,0.0106,0.24,1.01
N=3584,fp32,0.0179,0.0490,0.0178,0.37,1.00
N=3584,int8,0.0082,0.0431,0.0081,0.19,1.01
N=3840,fp16,0.0117,0.0508,0.0118,0.23,1.00
N=3840,bf16,0.0120,0.0508,0.0119,0.24,1.01
N=3840,fp32,0.0201,0.0553,0.0201,0.36,1.00
N=3840,int8,0.0093,0.0489,0.0093,0.19,1.00
N=4096,fp16,0.0132,0.0570,0.0131,0.23,1.01
N=4096,bf16,0.0132,0.0572,0.0131,0.23,1.00
N=4096,fp32,0.0225,0.0619,0.0225,0.36,1.00
N=4096,int8,0.0106,0.0552,0.0106,0.19,1.00
N=4352,fp16,0.0145,0.0636,0.0145,0.23,1.00
N=4352,bf16,0.0146,0.0636,0.0146,0.23,1.00
N=4352,fp32,0.0250,0.0690,0.0250,0.36,1.00
N=4352,int8,0.0116,0.0614,0.0116,0.19,1.00
N=4608,fp16,0.0160,0.0707,0.0160,0.23,1.00
N=4608,bf16,0.0161,0.0706,0.0160,0.23,1.01
N=4608,fp32,0.0277,0.0767,0.0277,0.36,1.00
N=4608,int8,0.0129,0.0682,0.0129,0.19,1.00
N=4864,fp16,0.0175,0.0780,0.0175,0.22,1.00
N=4864,bf16,0.0177,0.0781,0.0177,0.23,1.00
N=4864,fp32,0.0305,0.0844,0.0304,0.36,1.00
N=4864,int8,0.0142,0.0752,0.0141,0.19,1.00
N=5120,fp16,0.0191,0.0860,0.0191,0.22,1.00
N=5120,bf16,0.0191,0.0860,0.0191,0.22,1.00
N=5120,fp32,0.0334,0.0929,0.0334,0.36,1.00
N=5120,int8,0.0155,0.0829,0.0154,0.19,1.00
