params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
"cols=1024, rows=512",fp32,0.0118,0.0063,0.0032,1.89,3.74
"cols=2048, rows=512",fp32,0.0145,0.0078,0.0047,1.87,3.11
"cols=4096, rows=512",fp32,0.0226,0.0114,0.0077,1.99,2.95
"cols=8192, rows=512",fp32,0.0239,0.0203,0.0148,1.18,1.61
"cols=16384, rows=512",fp32,0.0431,0.0378,0.0290,1.14,1.49
"cols=1024, rows=1024",fp32,0.0131,0.0088,0.0041,1.49,3.21
"cols=2048, rows=1024",fp32,0.0188,0.0109,0.0060,1.72,3.16
"cols=4096, rows=1024",fp32,0.0308,0.0159,0.0107,1.93,2.89
"cols=8192, rows=1024",fp32,0.0445,0.0269,0.0203,1.65,2.19
"cols=16384, rows=1024",fp32,0.0921,0.0472,0.0375,1.95,2.46
"cols=1024, rows=2048",fp32,0.0171,0.0128,0.0065,1.34,2.64
"cols=2048, rows=2048",fp32,0.0264,0.0166,0.0112,1.59,2.36
"cols=4096, rows=2048",fp32,0.0531,0.0245,0.0205,2.16,2.58
"cols=8192, rows=2048",fp32,0.0965,0.0393,0.0373,2.46,2.59
"cols=16384, rows=2048",fp32,0.1984,0.0659,0.0698,3.01,2.84
"cols=1024, rows=4096",fp32,0.0248,0.0200,0.0126,1.24,1.97
"cols=2048, rows=4096",fp32,0.0456,0.0279,0.0201,1.64,2.27
"cols=4096, rows=4096",fp32,0.0988,0.0415,0.0343,2.38,2.88
"cols=8192, rows=4096",fp32,0.2009,0.0681,0.0609,2.95,3.30
"cols=16384, rows=4096",fp32,0.3752,0.1149,0.1113,3.27,3.37
