params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n=1000000,fp16,0.0087,0.0105,0.0026,0.83,3.31
n=1000000,bf16,0.0086,0.0104,0.0026,0.83,3.38
n=1000000,fp32,0.0089,0.0113,0.0039,0.78,2.28
n=1000000,int8,0.0078,0.0100,0.0022,0.78,3.53
n=2000000,fp16,0.0128,0.0173,0.0038,0.74,3.36
n=2000000,bf16,0.0126,0.0170,0.0037,0.74,3.43
n=2000000,fp32,0.0147,0.0188,0.0071,0.78,2.06
n=2000000,int8,0.0117,0.0149,0.0029,0.78,3.99
n=3000000,fp16,0.0164,0.0227,0.0053,0.72,3.07
n=3000000,bf16,0.0166,0.0226,0.0054,0.73,3.09
n=3000000,fp32,0.0218,0.0244,0.0107,0.89,2.03
n=3000000,int8,0.0145,0.0211,0.0036,0.68,4.04
n=4000000,fp16,0.0217,0.0281,0.0066,0.77,3.32
n=4000000,bf16,0.0214,0.0281,0.0069,0.76,3.12
n=4000000,fp32,0.0305,0.0302,0.0135,1.01,2.26
n=4000000,int8,0.0187,0.0263,0.0044,0.71,4.22
n=5000000,fp16,0.0267,0.0340,0.0084,0.78,3.18
n=5000000,bf16,0.0268,0.0342,0.0086,0.78,3.11
n=5000000,fp32,0.0371,0.0365,0.0164,1.02,2.26
n=5000000,int8,0.0224,0.0314,0.0051,0.71,4.41
n=6000000,fp16,0.0322,0.0392,0.0097,0.82,3.32
n=6000000,bf16,0.0323,0.0392,0.0098,0.82,3.29
n=6000000,fp32,0.0436,0.0417,0.0192,1.05,2.27
n=6000000,int8,0.0257,0.0367,0.0057,0.70,4.47
n=7000000,fp16,0.0374,0.0445,0.0112,0.84,3.33
n=7000000,bf16,0.0372,0.0447,0.0110,0.83,3.37
n=7000000,fp32,0.0494,0.0475,0.0220,1.04,2.25
n=7000000,int8,0.0300,0.0415,0.0067,0.72,4.50
n=8000000,fp16,0.0418,0.0497,0.0123,0.84,3.39
n=8000000,bf16,0.0426,0.0497,0.0123,0.86,3.47
n=8000000,fp32,0.0562,0.0527,0.0246,1.06,2.28
n=8000000,int8,0.0352,0.0475,0.0076,0.74,4.62
n=9000000,fp16,0.0474,0.0549,0.0133,0.86,3.55
n=9000000,bf16,0.0472,0.0551,0.0135,0.86,3.51
n=9000000,fp32,0.0618,0.0584,0.0276,1.06,2.24
n=9000000,int8,0.0397,0.0525,0.0083,0.76,4.77
n=10000000,fp16,0.0513,0.0603,0.0147,0.85,3.49
n=10000000,bf16,0.0515,0.0603,0.0149,0.85,3.45
n=10000000,fp32,0.0692,0.0639,0.0302,1.08,2.29
n=10000000,int8,0.0447,0.0572,0.0090,0.78,4.95
n=11000000,fp16,0.0559,0.0656,0.0158,0.85,3.53
n=11000000,bf16,0.0564,0.0655,0.0159,0.86,3.55
n=11000000,fp32,0.0795,0.0694,0.0328,1.15,2.42
n=11000000,int8,0.0495,0.0623,0.0099,0.79,5.02
n=12000000,fp16,0.0608,0.0707,0.0170,0.86,3.57
n=12000000,bf16,0.0607,0.0707,0.0169,0.86,3.60
n=12000000,fp32,0.0883,0.0749,0.0355,1.18,2.49
n=12000000,int8,0.0543,0.0672,0.0107,0.81,5.06
n=13000000,fp16,0.0653,0.0762,0.0181,0.86,3.61
n=13000000,bf16,0.0651,0.0759,0.0182,0.86,3.58
n=13000000,fp32,0.0954,0.0805,0.0381,1.18,2.51
n=13000000,int8,0.0586,0.0723,0.0113,0.81,5.20
n=14000000,fp16,0.0699,0.0811,0.0193,0.86,3.61
n=14000000,bf16,0.0698,0.0811,0.0193,0.86,3.62
n=14000000,fp32,0.1018,0.0859,0.0407,1.19,2.50
n=14000000,int8,0.0631,0.0772,0.0119,0.82,5.31
n=15000000,fp16,0.0746,0.0865,0.0206,0.86,3.62
n=15000000,bf16,0.0744,0.0866,0.0205,0.86,3.62
n=15000000,fp32,0.1085,0.0915,0.0434,1.18,2.50
n=15000000,int8,0.0674,0.0822,0.0127,0.82,5.33
n=16000000,fp16,0.0790,0.0918,0.0217,0.86,3.64
n=16000000,bf16,0.0791,0.0917,0.0217,0.86,3.64
n=16000000,fp32,0.1152,0.0973,0.0460,1.18,2.50
n=16000000,int8,0.0717,0.0874,0.0133,0.82,5.38
n=17000000,fp16,0.0832,0.0969,0.0231,0.86,3.60
n=17000000,bf16,0.0837,0.0969,0.0230,0.86,3.63
n=17000000,fp32,0.1216,0.1027,0.0486,1.18,2.50
n=17000000,int8,0.0760,0.0922,0.0138,0.82,5.49
n=18000000,fp16,0.0881,0.1021,0.0242,0.86,3.65
n=18000000,bf16,0.0882,0.1022,0.0241,0.86,3.65
n=18000000,fp32,0.1281,0.1079,0.0512,1.19,2.50
n=18000000,int8,0.0801,0.0975,0.0145,0.82,5.54
n=19000000,fp16,0.0931,0.1074,0.0252,0.87,3.69
n=19000000,bf16,0.0938,0.1074,0.0253,0.87,3.71
n=19000000,fp32,0.1343,0.1137,0.0538,1.18,2.49
n=19000000,int8,0.0842,0.1021,0.0153,0.82,5.50
n=20000000,fp16,0.0987,0.1126,0.0263,0.88,3.75
n=20000000,bf16,0.0985,0.1125,0.0265,0.88,3.71
n=20000000,fp32,0.1412,0.1190,0.0565,1.19,2.50
n=20000000,int8,0.0886,0.1072,0.0160,0.83,5.54
