params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
M=32,fp16,0.0111,0.0052,0.0020,2.15,5.58
M=32,bf16,0.0104,0.0050,0.0020,2.07,5.25
M=32,fp32,0.0033,0.0051,0.0061,0.65,0.53
M=64,fp16,0.0143,0.0052,0.0025,2.73,5.71
M=64,bf16,0.0135,0.0053,0.0025,2.53,5.44
M=64,fp32,0.0046,0.0057,0.0173,0.81,0.27
M=96,fp16,0.0156,0.0057,0.0027,2.74,5.69
M=96,bf16,0.0161,0.0058,0.0030,2.78,5.45
M=96,fp32,0.0057,0.0071,0.0420,0.80,0.14
M=128,fp16,0.0172,0.0059,0.0037,2.92,4.67
M=128,bf16,0.0173,0.0058,0.0037,2.97,4.72
M=128,fp32,0.0067,0.0073,0.1021,0.92,0.07
M=160,fp16,0.0225,0.0078,0.0046,2.89,4.90
M=160,bf16,0.0226,0.0077,0.0047,2.94,4.80
M=160,fp32,0.0112,0.0111,0.4916,1.01,0.02
M=192,fp16,0.0250,0.0077,0.0047,3.26,5.32
M=192,bf16,0.0254,0.0076,0.0047,3.35,5.39
M=192,fp32,0.0133,0.0118,0.4931,1.13,0.03
M=224,fp16,0.0390,0.0098,0.0049,3.99,7.97
M=224,bf16,0.0387,0.0100,0.0048,3.88,8.13
M=224,fp32,0.0231,0.0141,0.5532,1.63,0.04
M=256,fp16,0.0440,0.0097,0.0052,4.53,8.40
M=256,bf16,0.0438,0.0098,0.0052,4.46,8.42
M=256,fp32,0.0255,0.0150,0.6356,1.70,0.04
M=288,fp16,0.0625,0.0114,0.0091,5.48,6.87
M=288,bf16,0.0621,0.0115,0.0088,5.41,7.09
M=288,fp32,0.0401,0.0244,1.4713,1.64,0.03
M=320,fp16,0.0765,0.0118,0.0091,6.51,8.37
M=320,bf16,0.0762,0.0116,0.0089,6.56,8.59
M=320,fp32,0.0521,0.0308,3.0051,1.69,0.02
M=352,fp16,0.1015,0.0121,0.0105,8.41,9.63
M=352,bf16,0.1014,0.0123,0.0102,8.27,9.90
M=352,fp32,0.0723,0.0334,3.8811,2.16,0.02
M=384,fp16,0.1015,0.0124,0.0106,8.16,9.58
M=384,bf16,0.1016,0.0124,0.0108,8.17,9.39
M=384,fp32,0.0687,0.0353,3.8827,1.94,0.02
M=416,fp16,0.1419,0.0221,0.0145,6.42,9.80
M=416,bf16,0.1423,0.0220,0.0144,6.47,9.88
M=416,fp32,0.1033,0.0550,3.9214,1.88,0.03
M=448,fp16,0.1620,0.0230,0.0149,7.04,10.90
M=448,bf16,0.1623,0.0231,0.0150,7.02,10.85
M=448,fp32,0.1177,0.0665,8.8025,1.77,0.01
M=480,fp16,0.2107,0.0249,0.0164,8.47,12.81
M=480,bf16,0.2115,0.0247,0.0165,8.55,12.85
M=480,fp32,0.1615,0.0735,4.6264,2.20,0.03
M=512,fp16,0.2278,0.0251,0.0173,9.08,13.20
M=512,bf16,0.2277,0.0249,0.0172,9.14,13.24
M=512,fp32,0.1713,0.0771,4.7642,2.22,0.04
M=544,fp16,0.2819,0.0312,0.0282,9.04,10.01
M=544,bf16,0.2824,0.0311,0.0280,9.08,10.10
M=544,fp32,0.2180,0.1019,17.3147,2.14,0.01
M=576,fp16,0.3056,0.0318,0.0286,9.61,10.68
M=576,bf16,0.3064,0.0318,0.0286,9.65,10.70
M=576,fp32,0.2358,0.1060,17.3351,2.22,0.01
M=608,fp16,0.3751,0.0340,0.0317,11.02,11.83
M=608,bf16,0.3747,0.0341,0.0316,10.99,11.85
M=608,fp32,0.2966,0.1244,19.2594,2.38,0.02
M=640,fp16,0.3963,0.0347,0.0317,11.41,12.49
M=640,bf16,0.3977,0.0344,0.0316,11.55,12.59
M=640,fp32,0.3117,0.1328,19.2915,2.35,0.02
