params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
N=1024,fp16,0.0123,0.0062,0.0032,1.99,3.86
N=1024,bf16,0.0126,0.0064,0.0032,1.99,3.95
N=1024,fp32,0.0069,0.0067,0.0032,1.03,2.17
N=2048,fp16,0.0203,0.0071,0.0034,2.85,5.90
N=2048,bf16,0.0201,0.0071,0.0036,2.85,5.60
N=2048,fp32,0.0100,0.0076,0.0038,1.31,2.65
N=3072,fp16,0.0292,0.0079,0.0042,3.68,6.87
N=3072,bf16,0.0293,0.0081,0.0041,3.63,7.09
N=3072,fp32,0.0154,0.0090,0.0056,1.70,2.76
N=4096,fp16,0.0361,0.0081,0.0046,4.48,7.79
N=4096,bf16,0.0362,0.0082,0.0046,4.43,7.84
N=4096,fp32,0.0198,0.0099,0.0081,2.01,2.44
N=5120,fp16,0.0446,0.0095,0.0055,4.71,8.17
N=5120,bf16,0.0446,0.0096,0.0056,4.64,7.91
N=5120,fp32,0.0253,0.0126,0.0107,2.01,2.36
N=6144,fp16,0.0533,0.0099,0.0066,5.38,8.03
N=6144,bf16,0.0537,0.0099,0.0067,5.42,8.06
N=6144,fp32,0.0297,0.0144,0.0127,2.06,2.33
N=7168,fp16,0.0698,0.0111,0.0077,6.31,9.01
N=7168,bf16,0.0679,0.0113,0.0078,6.00,8.74
N=7168,fp32,0.0348,0.0168,0.0146,2.06,2.39
N=8192,fp16,0.0617,0.0117,0.0093,5.29,6.63
N=8192,bf16,0.0623,0.0118,0.0095,5.30,6.59
N=8192,fp32,0.0232,0.0185,0.0160,1.25,1.45
N=9216,fp16,0.0706,0.0132,0.0107,5.36,6.58
N=9216,bf16,0.0720,0.0133,0.0107,5.42,6.76
N=9216,fp32,0.0259,0.0204,0.0178,1.27,1.46
N=10240,fp16,0.0805,0.0138,0.0118,5.85,6.82
N=10240,bf16,0.0814,0.0139,0.0119,5.87,6.87
N=10240,fp32,0.0272,0.0215,0.0197,1.27,1.38
N=11264,fp16,0.0898,0.0154,0.0134,5.85,6.70
N=11264,bf16,0.0909,0.0156,0.0135,5.84,6.71
N=11264,fp32,0.0297,0.0235,0.0217,1.26,1.37
N=12288,fp16,0.0979,0.0157,0.0142,6.23,6.88
N=12288,bf16,0.0988,0.0159,0.0142,6.22,6.95
N=12288,fp32,0.0312,0.0247,0.0231,1.26,1.35
N=13312,fp16,0.1066,0.0173,0.0154,6.18,6.91
N=13312,bf16,0.1073,0.0173,0.0155,6.19,6.94
N=13312,fp32,0.0337,0.0265,0.0247,1.27,1.36
N=14336,fp16,0.1140,0.0179,0.0164,6.35,6.93
N=14336,bf16,0.1150,0.0180,0.0165,6.38,6.97
N=14336,fp32,0.0350,0.0278,0.0262,1.26,1.34
N=15360,fp16,0.1221,0.0192,0.0176,6.37,6.95
N=15360,bf16,0.1232,0.0194,0.0175,6.37,7.06
N=15360,fp32,0.0375,0.0321,0.0308,1.17,1.22
N=16384,fp16,0.1289,0.0196,0.0184,6.57,6.99
N=16384,bf16,0.1301,0.0197,0.0184,6.61,7.06
N=16384,fp32,0.0387,0.0322,0.0319,1.20,1.21
N=17408,fp16,0.1360,0.0210,0.0197,6.49,6.91
N=17408,bf16,0.1373,0.0211,0.0197,6.49,6.97
N=17408,fp32,0.0405,0.0332,0.0317,1.22,1.28
N=18432,fp16,0.1425,0.0214,0.0206,6.66,6.91
N=18432,bf16,0.1438,0.0217,0.0208,6.64,6.93
N=18432,fp32,0.0416,0.0342,0.0330,1.22,1.26
N=19456,fp16,0.1499,0.0228,0.0216,6.56,6.92
N=19456,bf16,0.1513,0.0229,0.0217,6.62,6.98
N=19456,fp32,0.0435,0.0361,0.0344,1.20,1.27
N=20480,fp16,0.1562,0.0231,0.0206,6.76,7.58
N=20480,bf16,0.1576,0.0232,0.0295,6.80,5.35
N=20480,fp32,0.0445,0.0372,0.0391,1.20,1.14
