params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
N=1000,fp16,0.1144,0.0138,0.0124,8.30,9.22
N=1000,bf16,0.1163,0.0137,0.0118,8.48,9.85
N=1000,fp32,0.0840,0.0138,0.0119,6.09,7.08
N=2000,fp16,0.0710,0.0204,0.0183,3.48,3.89
N=2000,bf16,0.0691,0.0205,0.0182,3.36,3.80
N=2000,fp32,0.0409,0.0216,0.0185,1.90,2.21
N=3000,fp16,0.0831,0.0273,0.0247,3.04,3.37
N=3000,bf16,0.0870,0.0273,0.0249,3.19,3.50
N=3000,fp32,0.0496,0.0284,0.0255,1.74,1.95
N=4000,fp16,0.1040,0.0329,0.0313,3.17,3.32
N=4000,bf16,0.1026,0.0332,0.0308,3.09,3.34
N=4000,fp32,0.0602,0.0346,0.0321,1.74,1.87
N=5000,fp16,0.1342,0.0394,0.0378,3.41,3.55
N=5000,bf16,0.1367,0.0399,0.0373,3.43,3.66
N=5000,fp32,0.0855,0.0412,0.0385,2.08,2.22
N=6000,fp16,0.1396,0.0454,0.0439,3.08,3.18
N=6000,bf16,0.1379,0.0455,0.0437,3.03,3.16
N=6000,fp32,0.0843,0.0476,0.0444,1.77,1.90
N=7000,fp16,0.1541,0.0512,0.0501,3.01,3.08
N=7000,bf16,0.1459,0.0509,0.0494,2.87,2.95
N=7000,fp32,0.0932,0.0528,0.0508,1.76,1.84
N=8000,fp16,0.1714,0.0577,0.0562,2.97,3.05
N=8000,bf16,0.1691,0.0578,0.0558,2.93,3.03
N=8000,fp32,0.0902,0.0598,0.0570,1.51,1.58
N=9000,fp16,0.1884,0.0631,0.0623,2.99,3.03
N=9000,bf16,0.1920,0.0631,0.0622,3.04,3.09
N=9000,fp32,0.1456,0.0654,0.0630,2.22,2.31
N=10000,fp16,0.1909,0.0691,0.0683,2.76,2.80
N=10000,bf16,0.1900,0.0695,0.0683,2.73,2.78
N=10000,fp32,0.1320,0.0721,0.0693,1.83,1.90
N=11000,fp16,0.2009,0.0752,0.0747,2.67,2.69
N=11000,bf16,0.2099,0.0752,0.0742,2.79,2.83
N=11000,fp32,0.1524,0.0778,0.0755,1.96,2.02
N=12000,fp16,0.2217,0.0808,0.0811,2.74,2.73
N=12000,bf16,0.2272,0.0808,0.0806,2.81,2.82
N=12000,fp32,0.1524,0.0845,0.0816,1.80,1.87
N=13000,fp16,0.2365,0.0866,0.0868,2.73,2.72
N=13000,bf16,0.2443,0.0867,0.0868,2.82,2.82
N=13000,fp32,0.1622,0.0909,0.0879,1.78,1.85
N=14000,fp16,0.2595,0.0928,0.0935,2.80,2.78
N=14000,bf16,0.2624,0.0926,0.0928,2.83,2.83
N=14000,fp32,0.1456,0.0972,0.0941,1.50,1.55
N=15000,fp16,0.2957,0.0990,0.0997,2.99,2.97
N=15000,bf16,0.2906,0.0994,0.0990,2.92,2.93
N=15000,fp32,0.1515,0.1037,0.1004,1.46,1.51
N=16000,fp16,0.3224,0.1047,0.1059,3.08,3.04
N=16000,bf16,0.3264,0.1047,0.1047,3.12,3.12
N=16000,fp32,0.1904,0.1094,0.1065,1.74,1.79
N=17000,fp16,0.3821,0.1113,0.1115,3.43,3.43
N=17000,bf16,0.3977,0.1109,0.1109,3.59,3.59
N=17000,fp32,0.2259,0.1163,0.1125,1.94,2.01
N=18000,fp16,0.4151,0.1167,0.1181,3.56,3.51
N=18000,bf16,0.4052,0.1167,0.1174,3.47,3.45
N=18000,fp32,0.2487,0.1229,0.1189,2.02,2.09
N=19000,fp16,0.4180,0.1227,0.1240,3.41,3.37
N=19000,bf16,0.4079,0.1226,0.1236,3.33,3.30
N=19000,fp32,0.2340,0.1293,0.1253,1.81,1.87
N=20000,fp16,0.4360,0.1286,0.1304,3.39,3.34
N=20000,bf16,0.4306,0.1285,0.1296,3.35,3.32
N=20000,fp32,0.2444,0.1354,0.1314,1.80,1.86
