params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n=1048576,fp32,0.0024,0.0057,0.0024,0.42,0.98
n=2097152,fp32,0.0030,0.0057,0.0031,0.53,0.98
n=3145728,fp32,0.0041,0.0071,0.0045,0.58,0.90
n=4194304,fp32,0.0054,0.0079,0.0051,0.69,1.06
n=5242880,fp32,0.0065,0.0091,0.0063,0.71,1.02
n=6291456,fp32,0.0080,0.0114,0.0080,0.70,1.01
n=7340032,fp32,0.0094,0.0127,0.0091,0.74,1.03
n=8388608,fp32,0.0108,0.0142,0.0103,0.76,1.05
n=9437184,fp32,0.0113,0.0152,0.0111,0.74,1.01
n=10485760,fp32,0.0125,0.0164,0.0121,0.76,1.03
n=11534336,fp32,0.0140,0.0176,0.0132,0.79,1.06
n=12582912,fp32,0.0144,0.0185,0.0141,0.78,1.03
n=13631488,fp32,0.0153,0.0197,0.0148,0.78,1.04
n=14680064,fp32,0.0157,0.0206,0.0162,0.76,0.97
n=15728640,fp32,0.0170,0.0216,0.0167,0.79,1.02
n=16777216,fp32,0.0185,0.0227,0.0181,0.81,1.02
n=17825792,fp32,0.0186,0.0238,0.0183,0.78,1.01
n=18874368,fp32,0.0199,0.0247,0.0197,0.80,1.01
n=19922944,fp32,0.0209,0.0256,0.0207,0.82,1.01
n=20971520,fp32,0.0217,0.0270,0.0211,0.80,1.03
