params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n=1048576,fp16,0.0024,0.0071,0.0028,0.34,0.86
n=1048576,bf16,0.0024,0.0070,0.0027,0.35,0.89
n=1048576,fp32,0.0030,0.0076,0.0031,0.39,0.94
n=1048576,int8,0.0021,0.0072,0.0026,0.30,0.81
n=2097152,fp16,0.0032,0.0102,0.0030,0.31,1.06
n=2097152,bf16,0.0031,0.0102,0.0030,0.30,1.03
n=2097152,fp32,0.0053,0.0115,0.0053,0.46,0.99
n=2097152,int8,0.0027,0.0098,0.0027,0.27,0.99
n=3145728,fp16,0.0043,0.0137,0.0039,0.31,1.09
n=3145728,bf16,0.0043,0.0137,0.0040,0.31,1.05
n=3145728,fp32,0.0081,0.0153,0.0081,0.53,0.99
n=3145728,int8,0.0031,0.0126,0.0031,0.24,0.98
n=4194304,fp16,0.0056,0.0162,0.0051,0.35,1.11
n=4194304,bf16,0.0056,0.0160,0.0052,0.35,1.08
n=4194304,fp32,0.0104,0.0180,0.0104,0.58,1.00
n=4194304,int8,0.0038,0.0155,0.0037,0.24,1.02
n=5242880,fp16,0.0071,0.0190,0.0071,0.37,1.00
n=5242880,bf16,0.0072,0.0189,0.0070,0.38,1.03
n=5242880,fp32,0.0124,0.0209,0.0123,0.59,1.01
n=5242880,int8,0.0044,0.0172,0.0051,0.26,0.88
n=6291456,fp16,0.0083,0.0223,0.0080,0.37,1.04
n=6291456,bf16,0.0083,0.0217,0.0079,0.38,1.05
n=6291456,fp32,0.0144,0.0254,0.0142,0.57,1.01
n=6291456,int8,0.0050,0.0199,0.0048,0.25,1.05
n=7340032,fp16,0.0097,0.0248,0.0096,0.39,1.01
n=7340032,bf16,0.0096,0.0251,0.0093,0.38,1.03
n=7340032,fp32,0.0161,0.0284,0.0164,0.57,0.98
n=7340032,int8,0.0057,0.0233,0.0052,0.24,1.08
n=8388608,fp16,0.0108,0.0284,0.0104,0.38,1.04
n=8388608,bf16,0.0109,0.0285,0.0105,0.38,1.04
n=8388608,fp32,0.0181,0.0308,0.0191,0.59,0.95
n=8388608,int8,0.0064,0.0265,0.0057,0.24,1.12
n=9437184,fp16,0.0118,0.0306,0.0116,0.38,1.01
n=9437184,bf16,0.0121,0.0307,0.0120,0.39,1.01
n=9437184,fp32,0.0199,0.0339,0.0201,0.59,0.99
n=9437184,int8,0.0072,0.0296,0.0080,0.24,0.91
n=10485760,fp16,0.0131,0.0333,0.0125,0.39,1.05
n=10485760,bf16,0.0128,0.0334,0.0124,0.38,1.03
n=10485760,fp32,0.0216,0.0368,0.0216,0.59,1.00
n=10485760,int8,0.0080,0.0325,0.0075,0.25,1.07
n=11534336,fp16,0.0142,0.0359,0.0135,0.40,1.05
n=11534336,bf16,0.0139,0.0359,0.0133,0.39,1.05
n=11534336,fp32,0.0235,0.0394,0.0235,0.60,1.00
n=11534336,int8,0.0086,0.0349,0.0081,0.25,1.05
n=12582912,fp16,0.0150,0.0387,0.0147,0.39,1.02
n=12582912,bf16,0.0149,0.0385,0.0145,0.39,1.03
n=12582912,fp32,0.0253,0.0424,0.0252,0.60,1.00
n=12582912,int8,0.0094,0.0378,0.0089,0.25,1.06
n=13631488,fp16,0.0158,0.0414,0.0152,0.38,1.04
n=13631488,bf16,0.0161,0.0413,0.0156,0.39,1.03
n=13631488,fp32,0.0273,0.0451,0.0276,0.60,0.99
n=13631488,int8,0.0101,0.0402,0.0110,0.25,0.92
n=14680064,fp16,0.0172,0.0440,0.0164,0.39,1.05
n=14680064,bf16,0.0171,0.0438,0.0165,0.39,1.03
n=14680064,fp32,0.0290,0.0478,0.0291,0.61,1.00
n=14680064,int8,0.0109,0.0431,0.0118,0.25,0.93
n=15728640,fp16,0.0179,0.0461,0.0172,0.39,1.04
n=15728640,bf16,0.0179,0.0461,0.0172,0.39,1.05
n=15728640,fp32,0.0312,0.0507,0.0326,0.62,0.96
n=15728640,int8,0.0115,0.0455,0.0102,0.25,1.13
n=16777216,fp16,0.0190,0.0486,0.0185,0.39,1.03
n=16777216,bf16,0.0191,0.0486,0.0182,0.39,1.05
n=16777216,fp32,0.0328,0.0532,0.0332,0.62,0.99
n=16777216,int8,0.0121,0.0483,0.0133,0.25,0.91
n=17825792,fp16,0.0199,0.0510,0.0193,0.39,1.03
n=17825792,bf16,0.0202,0.0510,0.0188,0.40,1.07
n=17825792,fp32,0.0348,0.0560,0.0348,0.62,1.00
n=17825792,int8,0.0127,0.0508,0.0120,0.25,1.06
n=18874368,fp16,0.0210,0.0534,0.0201,0.39,1.04
n=18874368,bf16,0.0212,0.0535,0.0199,0.40,1.06
n=18874368,fp32,0.0365,0.0590,0.0362,0.62,1.01
n=18874368,int8,0.0134,0.0532,0.0127,0.25,1.06
n=19922944,fp16,0.0221,0.0561,0.0212,0.39,1.04
n=19922944,bf16,0.0220,0.0560,0.0207,0.39,1.06
n=19922944,fp32,0.0384,0.0618,0.0388,0.62,0.99
n=19922944,int8,0.0140,0.0555,0.0155,0.25,0.91
n=20971520,fp16,0.0228,0.0583,0.0220,0.39,1.04
n=20971520,bf16,0.0232,0.0584,0.0228,0.40,1.02
n=20971520,fp32,0.0402,0.0644,0.0402,0.62,1.00
n=20971520,int8,0.0146,0.0578,0.0159,0.25,0.92
