params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
batch_size=512,fp16,0.0092,0.0040,0.0023,2.29,4.04
batch_size=512,fp32,0.0057,0.0041,0.0023,1.40,2.44
batch_size=1024,fp16,0.0098,0.0052,0.0026,1.88,3.83
batch_size=1024,fp32,0.0062,0.0052,0.0027,1.19,2.33
batch_size=1536,fp16,0.0108,0.0067,0.0033,1.62,3.33
batch_size=1536,fp32,0.0064,0.0066,0.0030,0.97,2.11
batch_size=2048,fp16,0.0113,0.0078,0.0037,1.45,3.01
batch_size=2048,fp32,0.0071,0.0077,0.0035,0.92,2.03
batch_size=2560,fp16,0.0120,0.0089,0.0042,1.34,2.87
batch_size=2560,fp32,0.0071,0.0090,0.0040,0.79,1.77
batch_size=3072,fp16,0.0116,0.0101,0.0047,1.14,2.47
batch_size=3072,fp32,0.0072,0.0103,0.0045,0.70,1.61
batch_size=3584,fp16,0.0122,0.0113,0.0052,1.07,2.34
batch_size=3584,fp32,0.0077,0.0114,0.0049,0.67,1.57
batch_size=4096,fp16,0.0120,0.0126,0.0058,0.96,2.09
batch_size=4096,fp32,0.0082,0.0129,0.0055,0.63,1.49
batch_size=4608,fp16,0.0123,0.0136,0.0061,0.90,2.01
batch_size=4608,fp32,0.0083,0.0143,0.0059,0.58,1.41
batch_size=5120,fp16,0.0119,0.0149,0.0067,0.79,1.78
batch_size=5120,fp32,0.0089,0.0153,0.0061,0.58,1.46
batch_size=5632,fp16,0.0122,0.0164,0.0072,0.75,1.71
batch_size=5632,fp32,0.0092,0.0166,0.0067,0.56,1.38
batch_size=6144,fp16,0.0128,0.0176,0.0077,0.73,1.66
batch_size=6144,fp32,0.0102,0.0178,0.0072,0.57,1.41
batch_size=6656,fp16,0.0129,0.0185,0.0082,0.70,1.57
batch_size=6656,fp32,0.0102,0.0193,0.0077,0.53,1.33
batch_size=7168,fp16,0.0149,0.0202,0.0087,0.74,1.70
batch_size=7168,fp32,0.0109,0.0208,0.0081,0.52,1.34
batch_size=7680,fp16,0.0154,0.0214,0.0092,0.72,1.68
batch_size=7680,fp32,0.0113,0.0220,0.0086,0.51,1.32
batch_size=8192,fp16,0.0160,0.0226,0.0096,0.71,1.66
batch_size=8192,fp32,0.0114,0.0237,0.0091,0.48,1.25
batch_size=8704,fp16,0.0159,0.0237,0.0101,0.67,1.57
batch_size=8704,fp32,0.0121,0.0246,0.0095,0.49,1.27
batch_size=9216,fp16,0.0164,0.0248,0.0105,0.66,1.56
batch_size=9216,fp32,0.0125,0.0261,0.0101,0.48,1.24
batch_size=9728,fp16,0.0166,0.0262,0.0112,0.64,1.48
batch_size=9728,fp32,0.0127,0.0277,0.0104,0.46,1.22
batch_size=10240,fp16,0.0175,0.0277,0.0118,0.63,1.48
batch_size=10240,fp32,0.0127,0.0292,0.0109,0.43,1.16
