params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n=1048576,fp32,0.0097,0.0135,0.0044,0.71,2.22
n=2097152,fp32,0.0144,0.0230,0.0075,0.62,1.91
n=3145728,fp32,0.0181,0.0311,0.0110,0.58,1.65
n=4194304,fp32,0.0223,0.0378,0.0139,0.59,1.61
n=5242880,fp32,0.0264,0.0449,0.0167,0.59,1.58
n=6291456,fp32,0.0301,0.0513,0.0184,0.59,1.64
n=7340032,fp32,0.0345,0.0582,0.0209,0.59,1.65
n=8388608,fp32,0.0388,0.0650,0.0236,0.60,1.65
n=9437184,fp32,0.0438,0.0718,0.0257,0.61,1.70
n=10485760,fp32,0.0484,0.0787,0.0283,0.62,1.71
n=11534336,fp32,0.0536,0.0855,0.0305,0.63,1.76
n=12582912,fp32,0.0583,0.0923,0.0332,0.63,1.76
n=13631488,fp32,0.0641,0.0994,0.0355,0.64,1.80
n=14680064,fp32,0.0682,0.1064,0.0378,0.64,1.80
n=15728640,fp32,0.0732,0.1130,0.0403,0.65,1.81
n=16777216,fp32,0.0798,0.1201,0.0427,0.66,1.87
n=17825792,fp32,0.0863,0.1265,0.0447,0.68,1.93
n=18874368,fp32,0.0915,0.1334,0.0476,0.69,1.92
n=19922944,fp32,0.0970,0.1400,0.0495,0.69,1.96
n=20971520,fp32,0.1031,0.1471,0.0517,0.70,1.99
