params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
K=512,fp16,0.0064,0.0163,0.0036,0.39,1.80
K=512,bf16,0.0063,0.0163,0.0036,0.39,1.76
K=512,fp32,0.0065,0.0166,0.0036,0.39,1.82
K=1024,fp16,0.0085,0.0188,0.0041,0.46,2.08
K=1024,bf16,0.0086,0.0187,0.0041,0.46,2.08
K=1024,fp32,0.0095,0.0193,0.0046,0.49,2.07
K=1536,fp16,0.0100,0.0235,0.0063,0.43,1.60
K=1536,bf16,0.0100,0.0232,0.0062,0.43,1.62
K=1536,fp32,0.0115,0.0241,0.0062,0.48,1.85
K=2048,fp16,0.0121,0.0232,0.0066,0.52,1.85
K=2048,bf16,0.0118,0.0233,0.0066,0.51,1.81
K=2048,fp32,0.0159,0.0251,0.0085,0.63,1.87
K=2560,fp16,0.0136,0.0273,0.0094,0.50,1.44
K=2560,bf16,0.0138,0.0277,0.0097,0.50,1.43
K=2560,fp32,0.0185,0.0296,0.0100,0.63,1.86
K=3072,fp16,0.0160,0.0276,0.0101,0.58,1.58
K=3072,bf16,0.0166,0.0278,0.0102,0.60,1.63
K=3072,fp32,0.0220,0.0303,0.0116,0.73,1.89
K=3584,fp16,0.0180,0.0305,0.0122,0.59,1.47
K=3584,bf16,0.0183,0.0311,0.0124,0.59,1.47
K=3584,fp32,0.0243,0.0355,0.0156,0.68,1.55
K=4096,fp16,0.0205,0.0317,0.0127,0.65,1.61
K=4096,bf16,0.0208,0.0317,0.0130,0.66,1.60
K=4096,fp32,0.0280,0.0359,0.0157,0.78,1.78
K=4608,fp16,0.0228,0.0363,0.0147,0.63,1.55
K=4608,bf16,0.0225,0.0373,0.0147,0.60,1.53
K=4608,fp32,0.0300,0.0415,0.0179,0.72,1.68
K=5120,fp16,0.0250,0.0366,0.0152,0.68,1.64
K=5120,bf16,0.0253,0.0368,0.0154,0.69,1.64
K=5120,fp32,0.0334,0.0424,0.0196,0.79,1.70
K=5632,fp16,0.0273,0.0381,0.0179,0.72,1.52
K=5632,bf16,0.0277,0.0375,0.0281,0.74,0.99
K=5632,fp32,0.0365,0.0433,0.0248,0.84,1.47
K=6144,fp16,0.0302,0.0376,0.0178,0.81,1.69
K=6144,bf16,0.0298,0.0376,0.0180,0.79,1.66
K=6144,fp32,0.0398,0.0439,0.0255,0.91,1.56
K=6656,fp16,0.0325,0.0435,0.0193,0.75,1.68
K=6656,bf16,0.0325,0.0437,0.0246,0.74,1.33
K=6656,fp32,0.0436,0.0518,0.0261,0.84,1.67
K=7168,fp16,0.0348,0.0431,0.0198,0.81,1.75
K=7168,bf16,0.0350,0.0439,0.0249,0.80,1.41
K=7168,fp32,0.0470,0.0521,0.0285,0.90,1.65
K=7680,fp16,0.0368,0.0439,0.0246,0.84,1.49
K=7680,bf16,0.0378,0.0441,0.0276,0.86,1.37
K=7680,fp32,0.0501,0.0529,0.0289,0.95,1.73
K=8192,fp16,0.0392,0.0440,0.0252,0.89,1.56
K=8192,bf16,0.0400,0.0443,0.0283,0.90,1.41
K=8192,fp32,0.0546,0.0531,0.0318,1.03,1.72
K=8704,fp16,0.0425,0.0485,0.0305,0.88,1.40
K=8704,bf16,0.0438,0.0487,0.0316,0.90,1.38
K=8704,fp32,0.0565,0.0592,0.0316,0.95,1.79
K=9216,fp16,0.0468,0.0486,0.0315,0.96,1.49
K=9216,bf16,0.0457,0.0487,0.0310,0.94,1.47
K=9216,fp32,0.0596,0.0600,0.0332,0.99,1.80
K=9728,fp16,0.0488,0.0490,0.0336,0.99,1.45
K=9728,bf16,0.0484,0.0491,0.0341,0.99,1.42
K=9728,fp32,0.0619,0.0615,0.0489,1.01,1.27
K=10240,fp16,0.0506,0.0490,0.0346,1.03,1.46
K=10240,bf16,0.0510,0.0490,0.0351,1.04,1.45
K=10240,fp32,0.0654,0.0635,0.0506,1.03,1.29
