params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
input_rows=512,fp16,0.1490,0.0049,0.0059,30.28,25.18,1.2026,0.0102,14.60,0.7476,0.0373,20.02
input_rows=512,fp32,0.0427,0.0057,0.0054,7.55,7.92,0.9532,0.0063,6.76,1.4673,0.0466,31.46
input_rows=1024,fp16,0.1661,0.0131,0.0182,12.68,9.15,1.3856,0.0398,4.17,2.9131,0.0490,59.41
input_rows=1024,fp32,0.1599,0.0155,0.0155,10.29,10.33,0.9959,0.0232,6.90,5.7764,0.0864,66.86
input_rows=1536,fp16,0.3688,0.0259,0.0366,14.25,10.07,1.4146,0.0893,4.13,8.6309,0.0649,132.98
input_rows=1536,fp32,0.3555,0.0318,0.0319,11.17,11.13,1.0037,0.0500,7.11,12.0732,0.1347,89.60
input_rows=2048,fp16,0.6526,0.0437,0.0629,14.92,10.37,1.4386,0.1704,3.83,11.5146,0.0891,129.20
input_rows=2048,fp32,0.6288,0.0539,0.0548,11.68,11.48,1.0168,0.0944,6.66,13.7324,0.2061,66.63
input_rows=2560,fp16,1.0175,0.0662,0.0965,15.36,10.54,1.4569,0.2590,3.93,26.2498,0.1172,223.98
input_rows=2560,fp32,0.9803,0.0820,0.0834,11.96,11.75,1.0178,0.1493,6.57,25.8294,0.3018,85.60
input_rows=3072,fp16,1.4633,0.0940,0.1375,15.56,10.64,1.4619,0.3977,3.68,20.6706,0.1583,130.59
input_rows=3072,fp32,1.4100,0.1162,0.1185,12.13,11.90,1.0195,0.2151,6.55,24.0886,0.5087,47.35
input_rows=3584,fp16,1.9902,0.1261,0.1857,15.79,10.72,1.4732,0.5450,3.65,45.4458,0.1928,235.76
input_rows=3584,fp32,1.9179,0.1568,0.1596,12.23,12.02,1.0180,0.2935,6.53,45.4651,0.6673,68.13
input_rows=4096,fp16,2.5980,0.1639,0.2413,15.85,10.77,1.4719,0.7134,3.64,27.4006,0.2410,113.72
input_rows=4096,fp32,2.5036,0.2031,0.2068,12.33,12.11,1.0179,0.3846,6.51,37.0642,0.7822,47.39
input_rows=4608,fp16,3.2869,0.2057,0.3045,15.98,10.80,1.4800,0.9008,3.65,35.9925,0.2928,122.93
input_rows=4608,fp32,3.1675,0.2563,0.2609,12.36,12.14,1.0180,0.4853,6.53,50.1564,1.0127,49.53
input_rows=5120,fp16,4.0568,0.2538,0.3750,15.98,10.82,1.4774,1.1192,3.62,85.6873,0.3518,243.60
input_rows=5120,fp32,3.9096,0.3152,0.3211,12.40,12.18,1.0186,0.5992,6.52,53.4189,1.2626,42.31
input_rows=5632,fp16,4.9079,0.3053,0.4529,16.08,10.84,1.4833,1.3561,3.62,54.0059,0.4325,124.86
input_rows=5632,fp32,4.7296,0.3806,0.3874,12.43,12.21,1.0180,0.7208,6.56,91.5080,1.4890,61.46
input_rows=6144,fp16,5.8405,0.3635,0.5384,16.07,10.85,1.4810,1.6158,3.61,54.6033,0.5053,108.07
input_rows=6144,fp32,5.6276,0.4521,0.4604,12.45,12.22,1.0183,0.8483,6.63,74.3902,1.8551,40.10
input_rows=6656,fp16,6.8555,0.4251,0.6312,16.13,10.86,1.4847,1.8901,3.63,66.7461,0.5839,114.30
input_rows=6656,fp32,6.6033,0.5302,0.5396,12.45,12.24,1.0177,1.0053,6.57,122.5343,2.1545,56.87
input_rows=7168,fp16,7.9511,0.4931,0.7314,16.12,10.87,1.4831,2.1908,3.63,160.5475,0.6689,240.03
input_rows=7168,fp32,7.6573,0.6137,0.6248,12.48,12.26,1.0181,1.1685,6.55,98.7750,2.4682,40.02
input_rows=7680,fp16,9.1268,0.5640,0.8390,16.18,10.88,1.4875,2.5091,3.64,76.4577,0.7600,100.61
input_rows=7680,fp32,8.7895,0.7040,0.7168,12.48,12.26,1.0181,1.3489,6.52,161.3193,2.8721,56.17
input_rows=8192,fp16,10.3837,0.6427,0.9536,16.16,10.89,1.4838,2.8540,3.64,72.7736,0.8781,82.87
input_rows=8192,fp32,9.9995,0.8002,0.8147,12.50,12.27,1.0181,1.5355,6.51,126.7240,3.2852,38.57
input_rows=8704,fp16,11.7217,0.7232,1.0765,16.21,10.89,1.4885,3.2277,3.63,113.7177,0.9809,115.94
input_rows=8704,fp32,11.2879,0.9032,0.9193,12.50,12.28,1.0178,1.7314,6.52,149.1833,3.9378,37.88
input_rows=9216,fp16,13.1407,0.8123,1.2066,16.18,10.89,1.4854,3.6170,3.63,105.2707,1.0712,98.27
input_rows=9216,fp32,12.6545,1.0124,1.0304,12.50,12.28,1.0177,1.9242,6.58,158.1680,4.6114,34.30
input_rows=9728,fp16,14.6410,0.9028,1.3439,16.22,10.89,1.4887,4.0416,3.62,116.9672,1.1870,98.54
input_rows=9728,fp32,14.0990,1.1279,1.1476,12.50,12.29,1.0174,2.1476,6.56,183.7730,4.7145,38.98
input_rows=10240,fp16,16.2226,1.0018,1.4887,16.19,10.90,1.4861,4.4698,3.63,105.0674,1.3067,80.41
input_rows=10240,fp32,15.6217,1.2486,1.2712,12.51,12.29,1.0181,2.3714,6.59,192.8672,5.2960,36.42
