params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile
H=16,fp16,0.0159,0.0513,0.1412,0.31,0.11,2.7514
H=16,fp32,0.0196,0.0692,0.1526,0.28,0.13,2.2064
H=32,fp16,0.0264,0.1722,0.4101,0.15,0.06,2.3811
H=32,fp32,0.0351,0.2315,0.4532,0.15,0.08,1.9572
H=48,fp16,0.0441,0.3408,0.8843,0.13,0.05,2.5945
H=48,fp32,0.0598,0.4465,0.9842,0.13,0.06,2.2045
H=64,fp16,0.0681,0.6156,1.5155,0.11,0.04,2.4617
H=64,fp32,0.0959,0.7682,1.6937,0.12,0.06,2.2047
H=80,fp16,0.0970,0.9239,2.3559,0.11,0.04,2.5499
H=80,fp32,0.1488,1.1996,2.6348,0.12,0.06,2.1965
H=96,fp16,0.1334,1.3190,3.3561,0.10,0.04,2.5444
H=96,fp32,0.2069,1.7012,3.7552,0.12,0.06,2.2074
H=112,fp16,0.1796,1.7754,4.5185,0.10,0.04,2.5450
H=112,fp32,0.2757,2.3043,5.0609,0.12,0.05,2.1962
H=128,fp16,0.2343,2.2676,5.8446,0.10,0.04,2.5775
H=128,fp32,0.3001,2.9780,5.4617,0.10,0.05,1.8340
H=144,fp16,0.2943,2.8713,7.3485,0.10,0.04,2.5593
H=144,fp32,0.5236,3.7476,6.8499,0.14,0.08,1.8278
H=160,fp16,0.3602,3.5229,9.0395,0.10,0.04,2.5659
H=160,fp32,0.6005,4.5984,8.4589,0.13,0.07,1.8395
H=176,fp16,0.4340,4.2416,10.9135,0.10,0.04,2.5730
H=176,fp32,0.6847,5.5549,10.1727,0.12,0.07,1.8313
H=192,fp16,0.5130,5.0403,12.9601,0.10,0.04,2.5713
H=192,fp32,0.7908,6.5769,12.0676,0.12,0.07,1.8348
H=208,fp16,0.6024,5.8993,15.1792,0.10,0.04,2.5731
H=208,fp32,0.8889,7.7258,14.1010,0.12,0.06,1.8252
H=224,fp16,0.6978,6.8220,17.5853,0.10,0.04,2.5778
H=224,fp32,0.9851,8.9290,16.3367,0.11,0.06,1.8296
H=240,fp16,0.7959,7.8217,20.1762,0.10,0.04,2.5795
H=240,fp32,1.1000,10.2678,18.7090,0.11,0.06,1.8221
H=256,fp16,0.9227,8.8914,22.9460,0.10,0.04,2.5807
H=256,fp32,1.2103,11.6502,21.3067,0.10,0.06,1.8289
H=272,fp16,1.0993,10.0315,25.8722,0.11,0.04,2.5791
H=272,fp32,1.6453,13.1746,24.0077,0.12,0.07,1.8223
H=288,fp16,1.1953,11.2515,29.0405,0.11,0.04,2.5810
H=288,fp32,1.7828,14.7338,26.9136,0.12,0.07,1.8267
H=304,fp16,1.3030,12.5185,32.3090,0.10,0.04,2.5809
H=304,fp32,1.9317,16.4697,29.9511,0.12,0.06,1.8186
H=320,fp16,1.4217,13.8831,35.8464,0.10,0.04,2.5820
H=320,fp32,2.0816,18.2222,33.1941,0.11,0.06,1.8216
