params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=1048576,fp16,0.0023,0.0023,0.0024,1.01,0.97,1.0424,0.0022,1.03,0.0217,0.0201,1.08
n=1048576,bf16,0.0023,0.0023,0.0024,1.00,0.95,1.0588,0.0022,1.05,0.0217,0.0201,1.08
n=1048576,fp32,0.0027,0.0026,0.0027,1.04,1.02,1.0205,0.0026,1.05,0.0267,0.0252,1.06
n=1048576,int8,0.0020,0.0019,0.0020,1.04,1.00,1.0474,0.0019,1.04,0.0208,0.0188,1.11
n=2097152,fp16,0.0032,0.0030,0.0030,1.08,1.05,1.0192,0.0030,1.06,0.0267,0.0261,1.03
n=2097152,bf16,0.0029,0.0031,0.0031,0.96,0.96,0.9991,0.0029,1.00,0.0268,0.0261,1.03
n=2097152,fp32,0.0044,0.0043,0.0044,1.01,1.00,1.0171,0.0043,1.01,0.0386,0.0379,1.02
n=2097152,int8,0.0025,0.0026,0.0029,0.98,0.89,1.1056,0.0026,0.97,0.0254,0.0233,1.09
n=3145728,fp16,0.0038,0.0033,0.0034,1.13,1.10,1.0265,0.0033,1.15,0.0321,0.0321,1.00
n=3145728,bf16,0.0037,0.0036,0.0037,1.01,1.00,1.0096,0.0035,1.06,0.0321,0.0321,1.00
n=3145728,fp32,0.0052,0.0051,0.0053,1.03,0.97,1.0518,0.0051,1.01,0.0518,0.0495,1.05
n=3145728,int8,0.0032,0.0031,0.0036,1.04,0.91,1.1432,0.0030,1.07,0.0299,0.0287,1.04
n=4194304,fp16,0.0046,0.0041,0.0042,1.14,1.10,1.0322,0.0042,1.10,0.0387,0.0384,1.01
n=4194304,bf16,0.0044,0.0040,0.0042,1.09,1.06,1.0333,0.0041,1.07,0.0386,0.0384,1.01
n=4194304,fp32,0.0071,0.0071,0.0071,1.00,1.00,1.0054,0.0070,1.01,0.0657,0.0617,1.06
n=4194304,int8,0.0039,0.0037,0.0043,1.05,0.91,1.1563,0.0036,1.10,0.0325,0.0345,0.94
n=5242880,fp16,0.0054,0.0048,0.0050,1.12,1.09,1.0317,0.0047,1.14,0.0444,0.0442,1.00
n=5242880,bf16,0.0052,0.0048,0.0050,1.07,1.04,1.0285,0.0049,1.07,0.0444,0.0441,1.01
n=5242880,fp32,0.0088,0.0087,0.0087,1.01,1.00,1.0065,0.0087,1.01,0.0763,0.0732,1.04
n=5242880,int8,0.0045,0.0043,0.0049,1.03,0.91,1.1403,0.0042,1.08,0.0372,0.0396,0.94
n=6291456,fp16,0.0066,0.0059,0.0060,1.12,1.11,1.0118,0.0059,1.11,0.0520,0.0502,1.04
n=6291456,bf16,0.0061,0.0058,0.0059,1.05,1.02,1.0284,0.0058,1.06,0.0520,0.0502,1.04
n=6291456,fp32,0.0101,0.0101,0.0101,1.01,1.00,1.0060,0.0103,0.98,0.0912,0.0851,1.07
n=6291456,int8,0.0051,0.0049,0.0057,1.04,0.89,1.1689,0.0048,1.07,0.0412,0.0455,0.91
n=7340032,fp16,0.0072,0.0064,0.0066,1.12,1.09,1.0237,0.0065,1.11,0.0598,0.0558,1.07
n=7340032,bf16,0.0068,0.0064,0.0066,1.05,1.03,1.0245,0.0065,1.04,0.0600,0.0558,1.08
n=7340032,fp32,0.0114,0.0113,0.0113,1.01,1.00,1.0017,0.0115,1.00,0.1036,0.0971,1.07
n=7340032,int8,0.0058,0.0056,0.0064,1.04,0.90,1.1572,0.0055,1.06,0.0460,0.0506,0.91
n=8388608,fp16,0.0083,0.0076,0.0077,1.10,1.09,1.0103,0.0074,1.13,0.0656,0.0667,0.98
n=8388608,bf16,0.0078,0.0074,0.0076,1.05,1.03,1.0187,0.0075,1.04,0.0656,0.0667,0.98
n=8388608,fp32,0.0126,0.0124,0.0125,1.01,1.01,1.0064,0.0126,1.00,0.1157,0.1120,1.03
n=8388608,int8,0.0062,0.0064,0.0072,0.96,0.87,1.1123,0.0059,1.05,0.0502,0.0565,0.89
n=9437184,fp16,0.0095,0.0086,0.0086,1.10,1.10,1.0055,0.0085,1.12,0.0716,0.0731,0.98
n=9437184,bf16,0.0087,0.0084,0.0085,1.03,1.02,1.0104,0.0084,1.04,0.0715,0.0730,0.98
n=9437184,fp32,0.0140,0.0139,0.0139,1.01,1.00,1.0050,0.0141,0.99,0.1303,0.1248,1.04
n=9437184,int8,0.0070,0.0068,0.0079,1.02,0.89,1.1528,0.0067,1.04,0.0535,0.0615,0.87
n=10485760,fp16,0.0103,0.0091,0.0092,1.13,1.12,1.0132,0.0094,1.10,0.0762,0.0793,0.96
n=10485760,bf16,0.0095,0.0092,0.0092,1.04,1.03,1.0096,0.0091,1.05,0.0762,0.0794,0.96
n=10485760,fp32,0.0151,0.0150,0.0151,1.00,1.00,1.0021,0.0151,1.00,0.1422,0.1378,1.03
n=10485760,int8,0.0073,0.0072,0.0085,1.02,0.87,1.1771,0.0070,1.04,0.0579,0.0675,0.86
n=11534336,fp16,0.0111,0.0098,0.0099,1.13,1.12,1.0128,0.0097,1.14,0.0833,0.0850,0.98
n=11534336,bf16,0.0103,0.0098,0.0100,1.05,1.03,1.0159,0.0098,1.05,0.0834,0.0850,0.98
n=11534336,fp32,0.0164,0.0163,0.0163,1.00,1.00,1.0019,0.0164,1.00,0.1542,0.1492,1.03
n=11534336,int8,0.0079,0.0077,0.0090,1.03,0.88,1.1667,0.0076,1.04,0.0601,0.0725,0.83
n=12582912,fp16,0.0119,0.0103,0.0105,1.15,1.12,1.0197,0.0105,1.13,0.0913,0.0911,1.00
n=12582912,bf16,0.0110,0.0106,0.0107,1.05,1.03,1.0122,0.0104,1.05,0.0913,0.0913,1.00
n=12582912,fp32,0.0176,0.0175,0.0176,1.01,1.00,1.0046,0.0177,1.00,0.1708,0.1617,1.06
n=12582912,int8,0.0085,0.0082,0.0097,1.03,0.87,1.1769,0.0081,1.05,0.0635,0.0786,0.81
n=13631488,fp16,0.0127,0.0110,0.0113,1.15,1.12,1.0228,0.0112,1.13,0.0966,0.0970,1.00
n=13631488,bf16,0.0117,0.0112,0.0113,1.05,1.03,1.0153,0.0112,1.04,0.0967,0.0969,1.00
n=13631488,fp32,0.0190,0.0190,0.0190,1.00,1.00,1.0021,0.0190,1.00,0.1803,0.1733,1.04
n=13631488,int8,0.0093,0.0091,0.0106,1.02,0.87,1.1752,0.0087,1.07,0.0719,0.0839,0.86
n=14680064,fp16,0.0135,0.0118,0.0120,1.15,1.13,1.0161,0.0119,1.14,0.1034,0.1031,1.00
n=14680064,bf16,0.0123,0.0117,0.0120,1.05,1.02,1.0251,0.0120,1.03,0.1035,0.1031,1.00
n=14680064,fp32,0.0202,0.0201,0.0201,1.00,1.00,1.0011,0.0202,1.00,0.1947,0.1861,1.05
n=14680064,int8,0.0099,0.0095,0.0113,1.04,0.88,1.1852,0.0094,1.05,0.0740,0.0900,0.82
n=15728640,fp16,0.0142,0.0123,0.0126,1.15,1.13,1.0186,0.0125,1.13,0.1120,0.1114,1.01
n=15728640,bf16,0.0131,0.0125,0.0127,1.05,1.03,1.0164,0.0125,1.04,0.1122,0.1110,1.01
n=15728640,fp32,0.0213,0.0212,0.0213,1.01,1.00,1.0036,0.0213,1.00,0.2062,0.1999,1.03
n=15728640,int8,0.0104,0.0101,0.0119,1.03,0.87,1.1801,0.0098,1.06,0.0745,0.0952,0.78
n=16777216,fp16,0.0151,0.0132,0.0134,1.15,1.13,1.0161,0.0131,1.16,0.1156,0.1216,0.95
n=16777216,bf16,0.0138,0.0132,0.0135,1.04,1.03,1.0176,0.0133,1.04,0.1157,0.1216,0.95
n=16777216,fp32,0.0225,0.0224,0.0225,1.00,1.00,1.0023,0.0225,1.00,0.2220,0.2128,1.04
n=16777216,int8,0.0112,0.0108,0.0128,1.04,0.88,1.1842,0.0106,1.06,0.0765,0.1017,0.75
n=17825792,fp16,0.0160,0.0137,0.0140,1.16,1.14,1.0178,0.0140,1.14,0.1251,0.1287,0.97
n=17825792,bf16,0.0144,0.0137,0.0140,1.05,1.03,1.0196,0.0137,1.05,0.1251,0.1288,0.97
n=17825792,fp32,0.0238,0.0237,0.0238,1.00,1.00,1.0018,0.0238,1.00,0.2329,0.2291,1.02
n=17825792,int8,0.0119,0.0115,0.0136,1.03,0.88,1.1784,0.0111,1.07,0.0792,0.1065,0.74
n=18874368,fp16,0.0166,0.0144,0.0146,1.15,1.13,1.0164,0.0144,1.15,0.1304,0.1356,0.96
n=18874368,bf16,0.0152,0.0145,0.0147,1.05,1.03,1.0168,0.0145,1.05,0.1302,0.1358,0.96
n=18874368,fp32,0.0250,0.0249,0.0249,1.00,1.00,1.0000,0.0250,1.00,0.2457,0.2370,1.04
n=18874368,int8,0.0126,0.0120,0.0143,1.05,0.88,1.1880,0.0117,1.07,0.0829,0.1128,0.73
n=19922944,fp16,0.0174,0.0151,0.0154,1.15,1.13,1.0189,0.0150,1.16,0.1356,0.1409,0.96
n=19922944,bf16,0.0158,0.0151,0.0154,1.05,1.03,1.0184,0.0151,1.05,0.1359,0.1409,0.96
n=19922944,fp32,0.0262,0.0261,0.0262,1.00,1.00,1.0027,0.0262,1.00,0.2595,0.2486,1.04
n=19922944,int8,0.0132,0.0126,0.0149,1.05,0.89,1.1867,0.0123,1.07,0.0863,0.1181,0.73
n=20971520,fp16,0.0183,0.0158,0.0161,1.16,1.14,1.0179,0.0158,1.16,0.1422,0.1473,0.97
n=20971520,bf16,0.0166,0.0158,0.0160,1.05,1.03,1.0172,0.0158,1.05,0.1422,0.1473,0.97
n=20971520,fp32,0.0274,0.0274,0.0274,1.00,1.00,1.0009,0.0274,1.00,0.2757,0.2651,1.04
n=20971520,int8,0.0138,0.0132,0.0157,1.04,0.88,1.1847,0.0129,1.07,0.0852,0.1240,0.69
