params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
seq_len=1024,fp16,0.0507,0.1532,0.1549,0.33,0.33
seq_len=2048,fp16,0.1422,0.4982,0.4889,0.29,0.29
seq_len=3072,fp16,0.3039,1.0470,1.0045,0.29,0.30
seq_len=4096,fp16,0.5229,1.7849,1.7006,0.29,0.31
seq_len=5120,fp16,0.9095,2.7207,2.5794,0.33,0.35
seq_len=6144,fp16,1.2922,3.8500,3.6356,0.34,0.36
seq_len=7168,fp16,1.6919,5.1783,4.8780,0.33,0.35
seq_len=8192,fp16,2.3079,6.7004,6.2999,0.34,0.37
seq_len=9216,fp16,2.9264,8.4214,7.9029,0.35,0.37
seq_len=10240,fp16,3.6116,10.3316,9.6899,0.35,0.37
seq_len=11264,fp16,4.4511,12.4564,11.6595,0.36,0.38
seq_len=12288,fp16,5.3082,14.7511,13.8088,0.36,0.38
seq_len=13312,fp16,6.2719,17.2550,16.1387,0.36,0.39
seq_len=14336,fp16,7.3039,19.9547,18.6500,0.37,0.39
seq_len=15360,fp16,8.2721,22.8494,21.3445,0.36,0.39
seq_len=16384,fp16,9.5616,25.9261,24.2149,0.37,0.39
seq_len=17408,fp16,10.7587,29.2163,27.2706,0.37,0.39
seq_len=18432,fp16,12.1079,32.6694,30.5049,0.37,0.40
seq_len=19456,fp16,13.5089,36.3481,33.9272,0.37,0.40
seq_len=20480,fp16,14.9108,40.2137,37.5338,0.37,0.40
