params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
M=512,fp16,0.4131,0.0078,0.0168,52.69,24.54
M=1024,fp16,1.0189,0.0105,0.0323,97.28,31.50
M=1536,fp16,1.8991,0.0164,0.0478,115.69,39.74
M=2048,fp16,2.8351,0.0182,0.0631,155.98,44.92
M=2560,fp16,4.1023,0.0243,0.0780,168.97,52.61
M=3072,fp16,5.4142,0.0265,0.0910,204.59,59.48
M=3584,fp16,6.9644,0.0296,0.1032,235.20,67.48
M=4096,fp16,8.6231,0.0341,0.1135,253.03,75.98
M=4608,fp16,11.0465,0.0361,0.1279,305.67,86.35
M=5120,fp16,13.0962,0.0422,0.1422,310.28,92.08
M=5632,fp16,15.6196,0.0435,0.1562,358.73,99.99
M=6144,fp16,17.2739,0.0488,0.1703,353.74,101.41
M=6656,fp16,19.8747,0.0513,0.1850,387.53,107.41
M=7168,fp16,22.5143,0.0546,0.1960,412.65,114.87
M=7680,fp16,25.2830,0.0583,0.2094,433.41,120.72
M=8192,fp16,27.9274,0.0607,0.2235,459.74,124.97
M=8704,fp16,31.1813,0.0654,0.2355,476.49,132.41
M=9216,fp16,34.4030,0.0690,0.2492,498.42,138.06
M=9728,fp16,35.6625,0.0729,0.2629,488.94,135.65
M=10240,fp16,39.0251,0.0757,0.2796,515.66,139.57
