params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
M=32,fp16,0.0024,0.0022,0.0022,1.11,1.11,0.9941,0.0025,0.95
M=32,bf16,0.0024,0.0021,0.0023,1.14,1.05,1.0779,0.0026,0.91
M=32,fp32,0.0027,0.0021,0.0021,1.26,1.26,0.9967,0.0017,1.61
M=64,fp16,0.0025,0.0025,0.0025,1.02,1.02,0.9986,0.0030,0.84
M=64,bf16,0.0023,0.0023,0.0023,1.03,1.01,1.0180,0.0027,0.87
M=64,fp32,0.0035,0.0027,0.0030,1.27,1.14,1.1112,0.0022,1.59
M=96,fp16,0.0027,0.0029,0.0027,0.94,0.99,0.9515,0.0033,0.82
M=96,bf16,0.0027,0.0028,0.0033,0.97,0.83,1.1741,0.0030,0.90
M=96,fp32,0.0039,0.0034,0.0039,1.14,1.00,1.1366,0.0029,1.35
M=128,fp16,0.0028,0.0040,0.0031,0.69,0.88,0.7914,0.0035,0.81
M=128,bf16,0.0029,0.0033,0.0035,0.88,0.82,1.0671,0.0036,0.80
M=128,fp32,0.0042,0.0039,0.0047,1.05,0.88,1.1967,0.0033,1.26
M=160,fp16,0.0034,0.0044,0.0042,0.77,0.80,0.9508,0.0046,0.74
M=160,bf16,0.0038,0.0045,0.0044,0.84,0.85,0.9940,0.0050,0.76
M=160,fp32,0.0061,0.0059,0.0078,1.02,0.78,1.3206,0.0062,0.99
M=192,fp16,0.0040,0.0047,0.0048,0.86,0.83,1.0347,0.0058,0.69
M=192,bf16,0.0038,0.0058,0.0047,0.65,0.81,0.8032,0.0053,0.72
M=192,fp32,0.0069,0.0063,0.0096,1.10,0.72,1.5235,0.0074,0.93
M=224,fp16,0.0042,0.0060,0.0058,0.70,0.72,0.9662,0.0052,0.81
M=224,bf16,0.0042,0.0058,0.0060,0.72,0.71,1.0241,0.0055,0.77
M=224,fp32,0.0073,0.0078,0.0133,0.94,0.55,1.7045,0.0097,0.75
M=256,fp16,0.0043,0.0063,0.0047,0.68,0.91,0.7454,0.0061,0.71
M=256,bf16,0.0044,0.0062,0.0060,0.70,0.73,0.9618,0.0063,0.70
M=256,fp32,0.0085,0.0094,0.0151,0.91,0.56,1.6083,0.0104,0.82
M=288,fp16,0.0062,0.0083,0.0087,0.76,0.72,1.0492,0.0106,0.58
M=288,bf16,0.0062,0.0082,0.0087,0.75,0.72,1.0496,0.0120,0.52
M=288,fp32,0.0119,0.0125,0.0207,0.95,0.58,1.6538,0.0187,0.64
M=320,fp16,0.0072,0.0099,0.0088,0.72,0.82,0.8834,0.0123,0.59
M=320,bf16,0.0069,0.0100,0.0088,0.69,0.79,0.8769,0.0118,0.59
M=320,fp32,0.0130,0.0137,0.0226,0.95,0.58,1.6531,0.0210,0.62
M=352,fp16,0.0080,0.0097,0.0104,0.82,0.77,1.0700,0.0128,0.62
M=352,bf16,0.0081,0.0096,0.0105,0.84,0.77,1.0976,0.0130,0.62
M=352,fp32,0.0143,0.0149,0.0252,0.96,0.57,1.6991,0.0217,0.66
M=384,fp16,0.0081,0.0104,0.0107,0.77,0.75,1.0306,0.0137,0.59
M=384,bf16,0.0080,0.0100,0.0107,0.80,0.74,1.0777,0.0137,0.58
M=384,fp32,0.0160,0.0166,0.0252,0.97,0.63,1.5234,0.0253,0.63
M=416,fp16,0.0097,0.0170,0.0148,0.57,0.65,0.8692,0.0243,0.40
M=416,bf16,0.0101,0.0170,0.0147,0.60,0.69,0.8632,0.0257,0.39
M=416,fp32,0.0199,0.0278,0.0454,0.71,0.44,1.6325,0.0426,0.47
M=448,fp16,0.0113,0.0187,0.0149,0.61,0.76,0.7973,0.0269,0.42
M=448,bf16,0.0115,0.0187,0.0149,0.61,0.77,0.7979,0.0271,0.42
M=448,fp32,0.0214,0.0299,0.0488,0.71,0.44,1.6314,0.0472,0.45
M=480,fp16,0.0122,0.0197,0.0167,0.62,0.73,0.8499,0.0283,0.43
M=480,bf16,0.0119,0.0196,0.0168,0.61,0.71,0.8556,0.0282,0.42
M=480,fp32,0.0230,0.0323,0.0537,0.71,0.43,1.6595,0.0501,0.46
M=512,fp16,0.0134,0.0201,0.0170,0.66,0.79,0.8436,0.0308,0.44
M=512,bf16,0.0134,0.0202,0.0173,0.66,0.77,0.8595,0.0310,0.43
M=512,fp32,0.0249,0.0346,0.0567,0.72,0.44,1.6387,0.0535,0.47
M=544,fp16,0.0177,0.0250,0.0281,0.71,0.63,1.1236,0.0435,0.41
M=544,bf16,0.0178,0.0249,0.0295,0.71,0.60,1.1841,0.0438,0.41
M=544,fp32,0.0344,0.0479,0.0827,0.72,0.42,1.7253,0.0777,0.44
M=576,fp16,0.0203,0.0261,0.0287,0.78,0.71,1.0973,0.0465,0.44
M=576,bf16,0.0202,0.0260,0.0288,0.78,0.70,1.1076,0.0463,0.44
M=576,fp32,0.0364,0.0499,0.0864,0.73,0.42,1.7320,0.0829,0.44
M=608,fp16,0.0234,0.0280,0.0317,0.84,0.74,1.1324,0.0491,0.48
M=608,bf16,0.0232,0.0280,0.0316,0.83,0.73,1.1320,0.0489,0.47
M=608,fp32,0.0385,0.0523,0.0965,0.74,0.40,1.8442,0.0892,0.43
M=640,fp16,0.0233,0.0293,0.0318,0.80,0.73,1.0869,0.0515,0.45
M=640,bf16,0.0229,0.0291,0.0318,0.79,0.72,1.0907,0.0510,0.45
M=640,fp32,0.0407,0.0546,0.0963,0.74,0.42,1.7636,0.0956,0.43
