params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n=1048576,fp16,0.0024,0.0025,0.0026,0.97,0.96
n=1048576,bf16,0.0024,0.0030,0.0024,0.82,1.00
n=1048576,fp32,0.0030,0.0029,0.0031,1.04,0.98
n=1048576,int8,0.0022,0.0021,0.0022,1.06,0.98
n=2097152,fp16,0.0031,0.0029,0.0031,1.06,1.01
n=2097152,bf16,0.0030,0.0036,0.0031,0.84,0.99
n=2097152,fp32,0.0054,0.0053,0.0053,1.01,1.01
n=2097152,int8,0.0027,0.0035,0.0027,0.79,1.00
n=3145728,fp16,0.0043,0.0051,0.0054,0.84,0.79
n=3145728,bf16,0.0043,0.0052,0.0055,0.84,0.79
n=3145728,fp32,0.0081,0.0080,0.0085,1.02,0.96
n=3145728,int8,0.0031,0.0031,0.0051,0.99,0.61
n=4194304,fp16,0.0057,0.0050,0.0052,1.13,1.09
n=4194304,bf16,0.0056,0.0061,0.0053,0.92,1.06
n=4194304,fp32,0.0104,0.0109,0.0110,0.95,0.94
n=4194304,int8,0.0038,0.0035,0.0037,1.07,1.03
n=5242880,fp16,0.0072,0.0077,0.0071,0.93,1.01
n=5242880,bf16,0.0074,0.0079,0.0071,0.93,1.04
n=5242880,fp32,0.0124,0.0126,0.0123,0.98,1.00
n=5242880,int8,0.0044,0.0042,0.0051,1.06,0.87
n=6291456,fp16,0.0085,0.0079,0.0080,1.07,1.06
n=6291456,bf16,0.0084,0.0079,0.0078,1.05,1.08
n=6291456,fp32,0.0144,0.0146,0.0159,0.99,0.90
n=6291456,int8,0.0050,0.0051,0.0047,0.99,1.06
n=7340032,fp16,0.0099,0.0107,0.0100,0.93,0.99
n=7340032,bf16,0.0097,0.0090,0.0101,1.08,0.96
n=7340032,fp32,0.0162,0.0163,0.0173,1.00,0.94
n=7340032,int8,0.0056,0.0056,0.0051,1.02,1.11
n=8388608,fp16,0.0109,0.0106,0.0104,1.03,1.05
n=8388608,bf16,0.0111,0.0105,0.0105,1.06,1.06
n=8388608,fp32,0.0181,0.0180,0.0180,1.00,1.01
n=8388608,int8,0.0066,0.0052,0.0061,1.27,1.08
n=9437184,fp16,0.0119,0.0114,0.0114,1.05,1.04
n=9437184,bf16,0.0119,0.0113,0.0114,1.05,1.04
n=9437184,fp32,0.0198,0.0198,0.0198,1.00,1.00
n=9437184,int8,0.0072,0.0059,0.0068,1.22,1.06
n=10485760,fp16,0.0134,0.0131,0.0131,1.02,1.02
n=10485760,bf16,0.0132,0.0128,0.0129,1.03,1.02
n=10485760,fp32,0.0216,0.0222,0.0216,0.97,1.00
n=10485760,int8,0.0080,0.0069,0.0088,1.16,0.90
n=11534336,fp16,0.0142,0.0135,0.0135,1.06,1.05
n=11534336,bf16,0.0139,0.0132,0.0133,1.05,1.04
n=11534336,fp32,0.0235,0.0231,0.0250,1.02,0.94
n=11534336,int8,0.0088,0.0086,0.0078,1.02,1.12
n=12582912,fp16,0.0150,0.0146,0.0144,1.03,1.04
n=12582912,bf16,0.0149,0.0142,0.0142,1.05,1.05
n=12582912,fp32,0.0253,0.0251,0.0252,1.01,1.00
n=12582912,int8,0.0094,0.0082,0.0088,1.15,1.07
n=13631488,fp16,0.0162,0.0154,0.0154,1.05,1.05
n=13631488,bf16,0.0161,0.0153,0.0154,1.05,1.05
n=13631488,fp32,0.0271,0.0271,0.0285,1.00,0.95
n=13631488,int8,0.0102,0.0090,0.0091,1.13,1.12
n=14680064,fp16,0.0170,0.0162,0.0166,1.05,1.02
n=14680064,bf16,0.0169,0.0164,0.0162,1.03,1.04
n=14680064,fp32,0.0292,0.0291,0.0292,1.00,1.00
n=14680064,int8,0.0107,0.0106,0.0117,1.01,0.92
n=15728640,fp16,0.0179,0.0171,0.0172,1.04,1.04
n=15728640,bf16,0.0180,0.0172,0.0173,1.05,1.04
n=15728640,fp32,0.0308,0.0307,0.0315,1.00,0.98
n=15728640,int8,0.0115,0.0103,0.0126,1.11,0.91
n=16777216,fp16,0.0189,0.0179,0.0183,1.05,1.03
n=16777216,bf16,0.0189,0.0185,0.0182,1.02,1.04
n=16777216,fp32,0.0330,0.0329,0.0330,1.00,1.00
n=16777216,int8,0.0123,0.0109,0.0132,1.13,0.93
n=17825792,fp16,0.0198,0.0189,0.0190,1.05,1.04
n=17825792,bf16,0.0199,0.0188,0.0189,1.06,1.05
n=17825792,fp32,0.0345,0.0344,0.0346,1.00,1.00
n=17825792,int8,0.0127,0.0108,0.0121,1.18,1.05
n=18874368,fp16,0.0208,0.0199,0.0200,1.05,1.04
n=18874368,bf16,0.0209,0.0199,0.0199,1.05,1.05
n=18874368,fp32,0.0364,0.0366,0.0365,1.00,1.00
n=18874368,int8,0.0134,0.0112,0.0145,1.19,0.92
n=19922944,fp16,0.0220,0.0208,0.0209,1.06,1.06
n=19922944,bf16,0.0222,0.0210,0.0211,1.06,1.05
n=19922944,fp32,0.0381,0.0378,0.0383,1.01,1.00
n=19922944,int8,0.0141,0.0126,0.0153,1.12,0.92
n=20971520,fp16,0.0230,0.0220,0.0221,1.04,1.04
n=20971520,bf16,0.0231,0.0220,0.0220,1.05,1.05
n=20971520,fp32,0.0403,0.0396,0.0406,1.02,0.99
n=20971520,int8,0.0147,0.0127,0.0162,1.16,0.91
