params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
"N=4096, k=16",fp32,0.0224,0.0054,0.0107,4.15,2.10,1.9739,0.0086,2.60,0.0277,0.0662,0.42
"N=4096, k=64",fp32,0.0280,0.0068,0.0110,4.10,2.54,1.6125,0.0094,2.99,0.0816,0.0988,0.83
"N=4096, k=256",fp32,0.0418,0.0091,0.0110,4.57,3.81,1.1996,0.0103,4.06,0.2972,0.1386,2.14
"N=4096, k=1024",fp32,0.0368,0.0262,0.0185,1.41,1.99,0.7061,0.0173,2.13,1.1594,0.1857,6.24
"N=16384, k=16",fp32,0.0654,0.0057,0.0109,11.49,6.01,1.9117,0.0118,5.56,0.0685,0.0818,0.84
"N=16384, k=64",fp32,0.0769,0.0068,0.0109,11.23,7.06,1.5895,0.0112,6.84,0.2760,0.1193,2.31
"N=16384, k=256",fp32,0.0799,0.0140,0.0163,5.69,4.89,1.1643,0.0135,5.90,1.1060,0.2247,4.92
"N=16384, k=1024",fp32,0.0928,0.0529,0.0366,1.75,2.53,0.6921,0.0400,2.32,4.4258,0.5045,8.77
"N=65536, k=16",fp32,0.0540,0.0059,0.0112,9.18,4.83,1.9023,0.0102,5.31,0.2246,0.0824,2.73
"N=65536, k=64",fp32,0.0555,0.0120,0.0166,4.62,3.34,1.3836,0.0151,3.67,1.0604,0.1700,6.24
"N=65536, k=256",fp32,0.0666,0.0307,0.0228,2.17,2.93,0.7421,0.0193,3.45,4.4512,0.2956,15.06
"N=65536, k=1024",fp32,0.0677,0.0789,0.0556,0.86,1.22,0.7054,0.0528,1.28,18.7825,0.8264,22.73
"N=262144, k=16",fp32,0.0830,0.0084,0.0168,9.92,4.96,2.0008,0.0188,4.42,0.8455,0.1150,7.35
"N=262144, k=64",fp32,0.0773,0.0123,0.0169,6.28,4.56,1.3780,0.0164,4.70,4.1870,0.1697,24.67
"N=262144, k=256",fp32,0.0926,0.0402,0.0286,2.30,3.24,0.7100,0.0272,3.40,17.7121,0.3654,48.47
"N=262144, k=1024",fp32,0.0914,0.1062,0.0748,0.86,1.22,0.7038,0.0678,1.35,74.8529,1.1511,65.03
"N=1048576, k=16",fp32,0.1564,0.0188,0.0279,8.32,5.60,1.4861,0.0329,4.76,3.4437,0.1926,17.88
"N=1048576, k=64",fp32,0.1584,0.0288,0.0351,5.50,4.51,1.2195,0.0381,4.16,16.7459,0.3458,48.42
"N=1048576, k=256",fp32,0.1733,0.0613,0.0479,2.83,3.62,0.7809,0.0502,3.45,70.8646,0.6137,115.47
"N=1048576, k=1024",fp32,0.1772,0.1719,0.1087,1.03,1.63,0.6322,0.1146,1.55,300.5655,1.5763,190.68
