params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
"cols=512, rows=512",int8,0.0083,0.0019,0.0020,4.38,4.04,1.0526,0.0019,4.40,0.0191,0.0176,1.08
"cols=1024, rows=512",int8,0.0080,0.0019,0.0020,4.28,3.98,1.0526,0.0018,4.33,0.0213,0.0194,1.10
"cols=2048, rows=512",int8,0.0103,0.0025,0.0028,4.14,3.71,1.1200,0.0024,4.30,0.0237,0.0222,1.07
"cols=4096, rows=512",int8,0.0153,0.0036,0.0040,4.20,3.81,1.1111,0.0036,4.26,0.0306,0.0277,1.10
"cols=8192, rows=512",int8,0.0248,0.0059,0.0063,4.22,3.96,1.0678,0.0059,4.18,0.0449,0.0423,1.06
"cols=512, rows=1024",int8,0.0084,0.0020,0.0022,4.15,3.87,1.1000,0.0017,4.90,0.0218,0.0200,1.09
"cols=1024, rows=1024",int8,0.0102,0.0026,0.0028,4.00,3.60,1.0769,0.0024,4.19,0.0244,0.0237,1.03
"cols=2048, rows=1024",int8,0.0156,0.0035,0.0038,4.43,4.07,1.0857,0.0037,4.25,0.0294,0.0282,1.04
"cols=4096, rows=1024",int8,0.0252,0.0059,0.0062,4.30,4.05,1.0508,0.0059,4.25,0.0442,0.0401,1.10
"cols=8192, rows=1024",int8,0.0439,0.0102,0.0107,4.29,4.11,1.0490,0.0105,4.17,0.0664,0.0582,1.14
"cols=512, rows=2048",int8,0.0099,0.0025,0.0028,3.94,3.60,1.1200,0.0023,4.33,0.0245,0.0240,1.02
"cols=1024, rows=2048",int8,0.0152,0.0035,0.0037,4.39,4.12,1.0571,0.0035,4.37,0.0280,0.0321,0.87
"cols=2048, rows=2048",int8,0.0252,0.0057,0.0060,4.40,4.17,1.0526,0.0060,4.18,0.0349,0.0403,0.87
"cols=4096, rows=2048",int8,0.0439,0.0105,0.0109,4.20,4.03,1.0381,0.0106,4.13,0.0618,0.0589,1.05
"cols=8192, rows=2048",int8,0.0882,0.0191,0.0196,4.62,4.50,1.0262,0.0194,4.55,0.1083,0.1024,1.06
"cols=512, rows=4096",int8,0.0156,0.0035,0.0037,4.46,4.20,1.0571,0.0035,4.49,0.0291,0.0331,0.88
"cols=1024, rows=4096",int8,0.0252,0.0058,0.0063,4.34,4.01,1.0862,0.0058,4.38,0.0362,0.0466,0.78
"cols=2048, rows=4096",int8,0.0442,0.0104,0.0108,4.26,4.08,1.0385,0.0107,4.15,0.0569,0.0631,0.90
"cols=4096, rows=4096",int8,0.0868,0.0191,0.0196,4.55,4.43,1.0262,0.0190,4.56,0.1057,0.0993,1.06
"cols=8192, rows=4096",int8,0.1850,0.0359,0.0367,5.15,5.04,1.0223,0.0357,5.18,0.1981,0.1889,1.05
