params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile
seq_len=2048,fp16,0.0193,0.0184,0.0174,1.05,1.11,0.9415
seq_len=2048,bf16,0.0182,0.0180,0.0172,1.01,1.06,0.9540
seq_len=2048,fp32,0.0206,0.0208,0.0174,0.99,1.18,0.8371
seq_len=2048,int8,0.0177,0.0169,0.0167,1.05,1.06,0.9857
seq_len=4096,fp16,0.0289,0.0363,0.0312,0.80,0.93,0.8594
seq_len=4096,bf16,0.0285,0.0364,0.0309,0.78,0.92,0.8491
seq_len=4096,fp32,0.0299,0.0385,0.0312,0.78,0.96,0.8108
seq_len=4096,int8,0.0262,0.0310,0.0306,0.85,0.86,0.9873
seq_len=6144,fp16,0.0374,0.0535,0.0447,0.70,0.84,0.8348
seq_len=6144,bf16,0.0377,0.0534,0.0449,0.71,0.84,0.8413
seq_len=6144,fp32,0.0385,0.0552,0.0451,0.70,0.85,0.8182
seq_len=6144,int8,0.0360,0.0455,0.0447,0.79,0.81,0.9818
seq_len=8192,fp16,0.0460,0.0702,0.0584,0.66,0.79,0.8315
seq_len=8192,bf16,0.0464,0.0703,0.0587,0.66,0.79,0.8351
seq_len=8192,fp32,0.0485,0.0733,0.0590,0.66,0.82,0.8050
seq_len=8192,int8,0.0436,0.0595,0.0584,0.73,0.75,0.9820
seq_len=10240,fp16,0.0546,0.0869,0.0721,0.63,0.76,0.8295
seq_len=10240,bf16,0.0552,0.0870,0.0721,0.63,0.76,0.8291
seq_len=10240,fp32,0.0583,0.0908,0.0727,0.64,0.80,0.8011
seq_len=10240,int8,0.0523,0.0734,0.0722,0.71,0.72,0.9839
seq_len=12288,fp16,0.0633,0.1040,0.0857,0.61,0.74,0.8248
seq_len=12288,bf16,0.0630,0.1039,0.0858,0.61,0.73,0.8257
seq_len=12288,fp32,0.0684,0.1080,0.0864,0.63,0.79,0.8003
seq_len=12288,int8,0.0608,0.0876,0.0855,0.69,0.71,0.9761
seq_len=14336,fp16,0.0725,0.1211,0.1000,0.60,0.72,0.8257
seq_len=14336,bf16,0.0719,0.1209,0.0996,0.59,0.72,0.8235
seq_len=14336,fp32,0.0778,0.1256,0.1004,0.62,0.77,0.7996
seq_len=14336,int8,0.0691,0.1013,0.0995,0.68,0.69,0.9822
seq_len=16384,fp16,0.0809,0.1382,0.1138,0.59,0.71,0.8231
seq_len=16384,bf16,0.0814,0.1381,0.1137,0.59,0.72,0.8230
seq_len=16384,fp32,0.0881,0.1431,0.1141,0.62,0.77,0.7977
seq_len=16384,int8,0.0770,0.1158,0.1132,0.67,0.68,0.9779
seq_len=18432,fp16,0.0905,0.1549,0.1275,0.58,0.71,0.8233
seq_len=18432,bf16,0.0901,0.1554,0.1272,0.58,0.71,0.8183
seq_len=18432,fp32,0.0971,0.1605,0.1278,0.61,0.76,0.7964
seq_len=18432,int8,0.0851,0.1294,0.1265,0.66,0.67,0.9779
seq_len=20480,fp16,0.1013,0.1720,0.1412,0.59,0.72,0.8209
