params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
batch_size=512,fp16,0.0123,0.0025,0.0029,4.95,4.18,1.1846,0.0027,4.55,0.0358,0.0417,0.86
batch_size=512,fp32,0.0073,0.0026,0.0030,2.77,2.39,1.1557,0.0031,2.39,0.0339,0.0327,1.04
batch_size=1024,fp16,0.0131,0.0027,0.0034,4.86,3.82,1.2711,0.0029,4.56,0.0512,0.0456,1.12
batch_size=1024,fp32,0.0075,0.0029,0.0033,2.53,2.23,1.1362,0.0037,2.00,0.0523,0.0376,1.39
batch_size=1536,fp16,0.0130,0.0030,0.0037,4.37,3.52,1.2431,0.0032,4.09,0.0714,0.0508,1.41
batch_size=1536,fp32,0.0078,0.0033,0.0039,2.35,2.00,1.1758,0.0033,2.34,0.0699,0.0437,1.60
batch_size=2048,fp16,0.0134,0.0033,0.0042,4.13,3.17,1.3019,0.0035,3.79,0.0756,0.0542,1.39
batch_size=2048,fp32,0.0086,0.0036,0.0043,2.40,2.02,1.1853,0.0042,2.02,0.0790,0.0469,1.69
batch_size=2560,fp16,0.0132,0.0036,0.0049,3.64,2.67,1.3624,0.0039,3.38,0.0887,0.0603,1.47
batch_size=2560,fp32,0.0086,0.0039,0.0052,2.22,1.66,1.3364,0.0042,2.06,0.0912,0.0621,1.47
batch_size=3072,fp16,0.0135,0.0039,0.0056,3.50,2.41,1.4540,0.0042,3.22,0.0912,0.0639,1.43
batch_size=3072,fp32,0.0088,0.0041,0.0058,2.13,1.52,1.3963,0.0044,2.00,0.1016,0.0676,1.50
batch_size=3584,fp16,0.0133,0.0041,0.0059,3.23,2.27,1.4201,0.0052,2.56,0.1070,0.0783,1.37
batch_size=3584,fp32,0.0090,0.0044,0.0062,2.03,1.44,1.4053,0.0051,1.78,0.1213,0.0749,1.62
batch_size=4096,fp16,0.0137,0.0044,0.0064,3.13,2.14,1.4581,0.0048,2.87,0.1226,0.0844,1.45
batch_size=4096,fp32,0.0094,0.0048,0.0065,1.97,1.44,1.3654,0.0051,1.83,0.1366,0.0761,1.79
batch_size=4608,fp16,0.0134,0.0047,0.0068,2.87,1.98,1.4475,0.0051,2.63,0.1331,0.1065,1.25
batch_size=4608,fp32,0.0096,0.0050,0.0068,1.92,1.40,1.3672,0.0061,1.56,0.1442,0.0937,1.54
batch_size=5120,fp16,0.0138,0.0050,0.0073,2.78,1.89,1.4722,0.0055,2.50,0.1494,0.0900,1.66
batch_size=5120,fp32,0.0100,0.0053,0.0077,1.91,1.31,1.4606,0.0068,1.48,0.1671,0.0942,1.77
batch_size=5632,fp16,0.0136,0.0052,0.0079,2.62,1.72,1.5190,0.0066,2.06,0.1717,0.1084,1.58
batch_size=5632,fp32,0.0102,0.0056,0.0081,1.83,1.26,1.4543,0.0058,1.77,0.1854,0.0979,1.89
batch_size=6144,fp16,0.0137,0.0055,0.0083,2.50,1.64,1.5245,0.0058,2.37,0.1876,0.1312,1.43
batch_size=6144,fp32,0.0110,0.0058,0.0083,1.91,1.32,1.4439,0.0063,1.74,0.2047,0.0953,2.15
batch_size=6656,fp16,0.0136,0.0057,0.0088,2.36,1.54,1.5318,0.0059,2.30,0.1896,0.1455,1.30
batch_size=6656,fp32,0.0114,0.0061,0.0086,1.87,1.33,1.4108,0.0067,1.70,0.2109,0.1043,2.02
batch_size=7168,fp16,0.0167,0.0060,0.0091,2.79,1.83,1.5256,0.0063,2.66,0.2121,0.1350,1.57
batch_size=7168,fp32,0.0114,0.0064,0.0094,1.78,1.21,1.4802,0.0069,1.66,0.2190,0.1135,1.93
batch_size=7680,fp16,0.0182,0.0062,0.0095,2.92,1.91,1.5251,0.0068,2.68,0.2231,0.1546,1.44
batch_size=7680,fp32,0.0123,0.0066,0.0099,1.86,1.24,1.4999,0.0075,1.65,0.2284,0.1265,1.81
batch_size=8192,fp16,0.0186,0.0065,0.0102,2.86,1.82,1.5695,0.0070,2.65,0.2325,0.1731,1.34
batch_size=8192,fp32,0.0122,0.0069,0.0104,1.76,1.18,1.4954,0.0073,1.67,0.2433,0.1443,1.69
batch_size=8704,fp16,0.0186,0.0068,0.0107,2.73,1.74,1.5670,0.0071,2.61,0.2473,0.1819,1.36
batch_size=8704,fp32,0.0129,0.0072,0.0107,1.81,1.21,1.4960,0.0096,1.35,0.2515,0.1530,1.64
batch_size=9216,fp16,0.0191,0.0071,0.0112,2.71,1.70,1.5917,0.0076,2.51,0.2590,0.1926,1.35
batch_size=9216,fp32,0.0129,0.0075,0.0108,1.72,1.19,1.4461,0.0080,1.61,0.2677,0.1443,1.86
batch_size=9728,fp16,0.0194,0.0073,0.0115,2.64,1.69,1.5619,0.0080,2.41,0.2816,0.1933,1.46
batch_size=9728,fp32,0.0129,0.0077,0.0116,1.68,1.11,1.5172,0.0078,1.66,0.2825,0.1562,1.81
batch_size=10240,fp16,0.0190,0.0076,0.0117,2.52,1.62,1.5536,0.0079,2.41,0.2889,0.2145,1.35
batch_size=10240,fp32,0.0135,0.0079,0.0121,1.70,1.12,1.5232,0.0084,1.61,0.3038,0.1582,1.92
