params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
seq_len=2048,fp32,0.0273,0.0030,0.0068,8.95,4.03
seq_len=4096,fp32,0.0291,0.0044,0.0114,6.58,2.56
seq_len=6144,fp32,0.0302,0.0047,0.0132,6.37,2.28
seq_len=8192,fp32,0.0281,0.0058,0.0173,4.89,1.63
seq_len=10240,fp32,0.0298,0.0081,0.0237,3.70,1.26
seq_len=12288,fp32,0.0295,0.0077,0.0241,3.83,1.23
seq_len=14336,fp32,0.0323,0.0082,0.0285,3.96,1.14
seq_len=16384,fp32,0.0318,0.0099,0.0319,3.22,1.00
seq_len=18432,fp32,0.0330,0.0120,0.0422,2.76,0.78
seq_len=20480,fp32,0.0346,0.0133,0.0468,2.60,0.74
seq_len=22528,fp32,0.0357,0.0144,0.0515,2.48,0.69
seq_len=24576,fp32,0.0355,0.0160,0.0572,2.21,0.62
seq_len=26624,fp32,0.0366,0.0161,0.0586,2.27,0.62
seq_len=28672,fp32,0.0376,0.0184,0.0663,2.05,0.57
seq_len=30720,fp32,0.0373,0.0187,0.0678,1.99,0.55
seq_len=32768,fp32,0.0385,0.0210,0.0773,1.83,0.50
seq_len=34816,fp32,0.0391,0.0209,0.0773,1.87,0.51
seq_len=36864,fp32,0.0411,0.0232,0.0848,1.77,0.48
seq_len=38912,fp32,0.0410,0.0225,0.0821,1.82,0.50
seq_len=40960,fp32,0.0403,0.0241,0.0895,1.67,0.45
