params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=1000000,fp16,0.0045,0.0023,0.0023,1.97,1.94,1.0124,0.0029,1.56,0.8992,0.0476,18.88
n=1000000,bf16,0.0043,0.0024,0.0023,1.81,1.85,0.9752,0.0029,1.48,0.8992,0.0476,18.89
n=1000000,fp32,0.0044,0.0026,0.0028,1.67,1.60,1.0477,0.0032,1.37,1.2350,0.0542,22.80
n=1000000,int8,0.0042,0.0021,0.0021,1.94,1.95,0.9931,0.0025,1.71,0.7584,0.0467,16.24
n=2000000,fp16,0.0062,0.0030,0.0032,2.07,1.94,1.0629,0.0067,0.93,15.7958,0.0542,291.50
n=2000000,bf16,0.0065,0.0031,0.0033,2.10,1.95,1.0760,0.0069,0.95,15.8028,0.0542,291.49
n=2000000,fp32,0.0075,0.0043,0.0042,1.75,1.78,0.9810,0.0080,0.94,5.0884,0.0755,67.39
n=2000000,int8,0.0058,0.0026,0.0026,2.26,2.27,0.9951,0.0061,0.95,17.5412,0.0506,346.65
n=3000000,fp16,0.0074,0.0038,0.0039,1.96,1.93,1.0150,0.0040,1.83,1.9542,0.0825,23.69
n=3000000,bf16,0.0081,0.0038,0.0039,2.16,2.09,1.0353,0.0043,1.87,1.9537,0.0826,23.66
n=3000000,fp32,0.0094,0.0052,0.0052,1.80,1.80,0.9984,0.0058,1.62,3.7297,0.1048,35.59
n=3000000,int8,0.0076,0.0030,0.0032,2.52,2.36,1.0663,0.0037,2.07,2.0224,0.0789,25.65
n=4000000,fp16,0.0094,0.0045,0.0045,2.08,2.10,0.9943,0.0062,1.52,40.0898,0.0849,472.48
n=4000000,bf16,0.0103,0.0047,0.0050,2.19,2.07,1.0586,0.0067,1.53,40.0975,0.0849,472.38
n=4000000,fp32,0.0122,0.0067,0.0067,1.82,1.82,1.0033,0.0086,1.42,10.1291,0.1218,83.20
n=4000000,int8,0.0083,0.0036,0.0037,2.30,2.26,1.0186,0.0054,1.54,34.9359,0.0787,444.14
n=5000000,fp16,0.0126,0.0058,0.0058,2.18,2.16,1.0058,0.0065,1.92,3.0017,0.1159,25.91
n=5000000,bf16,0.0119,0.0058,0.0058,2.05,2.06,0.9971,0.0060,1.98,3.0018,0.1159,25.91
n=5000000,fp32,0.0150,0.0083,0.0082,1.80,1.83,0.9798,0.0089,1.68,6.0899,0.1556,39.13
n=5000000,int8,0.0114,0.0044,0.0045,2.59,2.53,1.0231,0.0053,2.15,3.7381,0.1062,35.21
n=6000000,fp16,0.0143,0.0063,0.0067,2.27,2.14,1.0593,0.0136,1.05,47.3168,0.1214,389.79
n=6000000,bf16,0.0140,0.0062,0.0064,2.26,2.19,1.0315,0.0137,1.02,47.3192,0.1213,390.25
n=6000000,fp32,0.0175,0.0099,0.0098,1.76,1.79,0.9879,0.0174,1.01,15.2237,0.1724,88.30
n=6000000,int8,0.0118,0.0047,0.0048,2.51,2.46,1.0212,0.0118,1.00,53.0161,0.1063,498.67
n=7000000,fp16,0.0169,0.0073,0.0073,2.32,2.30,1.0062,0.0081,2.08,4.4245,0.1516,29.18
n=7000000,bf16,0.0166,0.0073,0.0075,2.27,2.23,1.0167,0.0080,2.07,4.4227,0.1515,29.19
n=7000000,fp32,0.0201,0.0111,0.0110,1.81,1.83,0.9896,0.0117,1.72,8.3466,0.2071,40.29
n=7000000,int8,0.0133,0.0053,0.0054,2.51,2.44,1.0286,0.0056,2.39,3.8943,0.1346,28.92
n=8000000,fp16,0.0192,0.0079,0.0084,2.45,2.29,1.0682,0.0090,2.12,75.7756,0.1547,489.78
n=8000000,bf16,0.0193,0.0081,0.0086,2.38,2.24,1.0627,0.0091,2.13,75.7806,0.1545,490.48
n=8000000,fp32,0.0225,0.0121,0.0119,1.86,1.89,0.9855,0.0128,1.76,20.2345,0.2245,90.14
n=8000000,int8,0.0155,0.0064,0.0065,2.41,2.39,1.0097,0.0068,2.27,84.4981,0.1359,621.82
n=9000000,fp16,0.0221,0.0092,0.0095,2.40,2.33,1.0301,0.0103,2.14,286.8904,0.1845,1555.11
n=9000000,bf16,0.0221,0.0092,0.0094,2.39,2.35,1.0155,0.0104,2.13,287.2370,0.1847,1555.21
n=9000000,fp32,0.0249,0.0135,0.0134,1.85,1.86,0.9911,0.0140,1.77,153.3381,0.2679,572.29
n=9000000,int8,0.0185,0.0069,0.0069,2.70,2.68,1.0092,0.0075,2.48,565.8546,0.1651,3427.68
n=10000000,fp16,0.0243,0.0098,0.0105,2.49,2.32,1.0722,0.0229,1.06,96.6230,0.1882,513.47
n=10000000,bf16,0.0244,0.0098,0.0104,2.48,2.35,1.0528,0.0232,1.05,96.6593,0.1888,512.03
n=10000000,fp32,0.0273,0.0147,0.0145,1.86,1.88,0.9890,0.0263,1.04,97.0574,0.2799,346.71
n=10000000,int8,0.0187,0.0070,0.0071,2.69,2.64,1.0185,0.0172,1.09,50.3793,0.1671,301.48
n=11000000,fp16,0.0269,0.0110,0.0112,2.45,2.40,1.0230,0.0121,2.22,89.6280,0.2229,402.16
n=11000000,bf16,0.0268,0.0111,0.0112,2.42,2.38,1.0157,0.0122,2.20,89.6311,0.2227,402.56
n=11000000,fp32,0.0299,0.0158,0.0157,1.89,1.91,0.9921,0.0167,1.79,242.0336,0.3169,763.87
n=11000000,int8,0.0209,0.0076,0.0077,2.74,2.70,1.0114,0.0082,2.55,86.9792,0.1974,440.58
n=12000000,fp16,0.0290,0.0113,0.0122,2.57,2.38,1.0820,0.0176,1.65,115.9998,0.2225,521.38
n=12000000,bf16,0.0290,0.0113,0.0120,2.57,2.41,1.0661,0.0177,1.64,116.0557,0.2227,521.05
n=12000000,fp32,0.0322,0.0169,0.0167,1.90,1.93,0.9879,0.0213,1.52,116.5064,0.3281,355.13
n=12000000,int8,0.0233,0.0080,0.0082,2.90,2.83,1.0248,0.0129,1.81,230.2392,0.1969,1169.22
n=13000000,fp16,0.0313,0.0125,0.0129,2.50,2.43,1.0275,0.0139,2.26,414.8318,0.2578,1609.02
n=13000000,bf16,0.0313,0.0126,0.0128,2.49,2.43,1.0224,0.0139,2.26,414.3893,0.2573,1610.60
n=13000000,fp32,0.0347,0.0180,0.0179,1.93,1.94,0.9933,0.0190,1.83,221.4739,0.3684,601.25
n=13000000,int8,0.0262,0.0089,0.0090,2.95,2.90,1.0183,0.0094,2.80,817.6047,0.2275,3593.97
n=14000000,fp16,0.0333,0.0128,0.0136,2.60,2.46,1.0583,0.0310,1.07,135.1976,0.2576,524.90
n=14000000,bf16,0.0333,0.0128,0.0135,2.60,2.47,1.0491,0.0312,1.07,135.2448,0.2575,525.28
n=14000000,fp32,0.0371,0.0195,0.0192,1.91,1.93,0.9855,0.0349,1.06,135.9761,0.3809,357.03
n=14000000,int8,0.0282,0.0094,0.0097,3.00,2.92,1.0286,0.0255,1.11,171.2841,0.2273,753.64
n=15000000,fp16,0.0358,0.0141,0.0143,2.54,2.51,1.0150,0.0155,2.31,477.4186,0.2906,1642.64
n=15000000,bf16,0.0357,0.0139,0.0141,2.56,2.52,1.0149,0.0154,2.31,477.8548,0.2898,1648.74
n=15000000,fp32,0.0395,0.0202,0.0201,1.96,1.97,0.9956,0.0214,1.85,255.2016,0.4234,602.76
n=15000000,int8,0.0310,0.0099,0.0103,3.12,2.99,1.0404,0.0110,2.82,1002.8741,0.2546,3939.23
n=16000000,fp16,0.0377,0.0138,0.0147,2.73,2.56,1.0657,0.0148,2.55,78.5852,0.2930,268.25
n=16000000,bf16,0.0377,0.0140,0.0151,2.69,2.50,1.0771,0.0148,2.56,78.5850,0.2929,268.25
n=16000000,fp32,0.0419,0.0215,0.0213,1.95,1.97,0.9920,0.0216,1.94,78.7208,0.4337,181.52
n=16000000,int8,0.0333,0.0105,0.0109,3.16,3.06,1.0332,0.0106,3.13,306.8678,0.2555,1201.05
n=17000000,fp16,0.0401,0.0155,0.0159,2.58,2.53,1.0233,0.0173,2.32,266.4665,0.3287,810.66
n=17000000,bf16,0.0401,0.0155,0.0157,2.60,2.56,1.0128,0.0171,2.34,266.3894,0.3225,825.89
n=17000000,fp32,0.0443,0.0228,0.0225,1.94,1.97,0.9885,0.0237,1.87,655.0060,0.4721,1387.50
n=17000000,int8,0.0361,0.0112,0.0117,3.22,3.08,1.0428,0.0124,2.92,137.6723,0.2844,484.15
n=18000000,fp16,0.0420,0.0157,0.0167,2.68,2.51,1.0650,0.0389,1.08,174.1001,0.3273,531.91
n=18000000,bf16,0.0420,0.0158,0.0165,2.66,2.55,1.0454,0.0389,1.08,174.0749,0.3273,531.83
n=18000000,fp32,0.0467,0.0241,0.0238,1.94,1.96,0.9899,0.0437,1.07,174.8998,0.4899,357.03
n=18000000,int8,0.0378,0.0119,0.0123,3.19,3.07,1.0381,0.0341,1.11,128.1316,0.2851,449.43
n=19000000,fp16,0.0444,0.0172,0.0174,2.58,2.55,1.0122,0.0189,2.35,407.5041,0.3615,1127.36
n=19000000,bf16,0.0444,0.0172,0.0175,2.58,2.54,1.0149,0.0189,2.35,407.5255,0.3629,1122.86
n=19000000,fp32,0.0491,0.0253,0.0251,1.94,1.95,0.9926,0.0262,1.87,204.1762,0.5262,387.99
n=19000000,int8,0.0403,0.0123,0.0127,3.28,3.16,1.0353,0.0135,2.99,173.9751,0.3156,551.21
n=20000000,fp16,0.0464,0.0172,0.0183,2.70,2.54,1.0604,0.0275,1.69,50.7140,0.3624,139.95
n=20000000,bf16,0.0464,0.0171,0.0182,2.71,2.55,1.0618,0.0275,1.69,50.7140,0.3618,140.18
n=20000000,fp32,0.0514,0.0264,0.0263,1.95,1.96,0.9932,0.0330,1.56,194.0495,0.5477,354.32
n=20000000,int8,0.0423,0.0127,0.0133,3.33,3.18,1.0455,0.0228,1.85,126.9022,0.3149,403.05
