params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n=1024,fp16,0.0206,0.0040,0.0056,5.11,3.70,1.3809,0.0050,4.10
n=1024,bf16,0.0204,0.0039,0.0055,5.24,3.72,1.4083,0.0052,3.93
n=1024,fp32,0.0213,0.0076,0.0076,2.81,2.81,1.0011,0.0080,2.65
n=1024,int8,0.0193,0.0035,0.0035,5.52,5.49,1.0038,0.0056,3.46
n=2048,fp16,0.0369,0.0079,0.0079,4.64,4.69,0.9897,0.0106,3.47
n=2048,bf16,0.0371,0.0079,0.0079,4.67,4.71,0.9920,0.0099,3.76
n=2048,fp32,0.0402,0.0131,0.0131,3.06,3.07,0.9970,0.0140,2.86
n=2048,int8,0.0346,0.0061,0.0054,5.64,6.41,0.8789,0.0084,4.10
n=3072,fp16,0.0558,0.0103,0.0105,5.43,5.30,1.0247,0.0129,4.32
n=3072,bf16,0.0558,0.0104,0.0107,5.38,5.23,1.0302,0.0128,4.34
n=3072,fp32,0.0608,0.0186,0.0187,3.27,3.24,1.0094,0.0189,3.21
n=3072,int8,0.0528,0.0076,0.0069,6.91,7.61,0.9076,0.0120,4.39
n=4096,fp16,0.0700,0.0132,0.0142,5.31,4.92,1.0789,0.0160,4.38
n=4096,bf16,0.0699,0.0133,0.0138,5.26,5.07,1.0377,0.0161,4.35
n=4096,fp32,0.0774,0.0238,0.0237,3.25,3.26,0.9964,0.0253,3.06
n=4096,int8,0.0664,0.0079,0.0080,8.41,8.32,1.0112,0.0150,4.42
n=5120,fp16,0.0920,0.0168,0.0166,5.48,5.54,0.9906,0.0187,4.92
n=5120,bf16,0.0919,0.0166,0.0159,5.54,5.77,0.9608,0.0187,4.92
n=5120,fp32,0.1022,0.0287,0.0283,3.56,3.61,0.9837,0.0291,3.52
n=5120,int8,0.0840,0.0104,0.0110,8.06,7.64,1.0551,0.0184,4.57
n=6144,fp16,0.1068,0.0185,0.0188,5.77,5.69,1.0133,0.0214,5.00
n=6144,bf16,0.1067,0.0183,0.0188,5.82,5.67,1.0259,0.0213,5.01
n=6144,fp32,0.1183,0.0336,0.0335,3.53,3.53,1.0000,0.0345,3.42
n=6144,int8,0.1019,0.0122,0.0116,8.34,8.76,0.9520,0.0208,4.90
n=7168,fp16,0.1230,0.0211,0.0212,5.83,5.80,1.0047,0.0240,5.12
n=7168,bf16,0.1232,0.0211,0.0213,5.83,5.79,1.0064,0.0239,5.15
n=7168,fp32,0.1339,0.0392,0.0392,3.42,3.41,1.0007,0.0395,3.39
n=7168,int8,0.1201,0.0136,0.0132,8.82,9.10,0.9694,0.0238,5.04
n=8192,fp16,0.1350,0.0239,0.0241,5.64,5.60,1.0073,0.0267,5.05
n=8192,bf16,0.1352,0.0238,0.0239,5.67,5.65,1.0051,0.0268,5.04
n=8192,fp32,0.1502,0.0436,0.0436,3.45,3.45,0.9990,0.0445,3.37
n=8192,int8,0.1291,0.0152,0.0143,8.49,9.02,0.9416,0.0265,4.87
n=9216,fp16,0.1553,0.0263,0.0265,5.90,5.86,1.0061,0.0296,5.25
n=9216,bf16,0.1554,0.0267,0.0269,5.82,5.77,1.0083,0.0295,5.27
n=9216,fp32,0.1712,0.0488,0.0494,3.51,3.47,1.0125,0.0501,3.41
n=9216,int8,0.1497,0.0161,0.0158,9.29,9.49,0.9794,0.0296,5.05
n=10240,fp16,0.1815,0.0285,0.0289,6.37,6.28,1.0146,0.0324,5.60
n=10240,bf16,0.1813,0.0286,0.0290,6.33,6.25,1.0134,0.0324,5.60
n=10240,fp32,0.1986,0.0537,0.0538,3.70,3.69,1.0010,0.0543,3.66
n=10240,int8,0.1728,0.0177,0.0171,9.78,10.10,0.9682,0.0325,5.31
n=11264,fp16,0.1866,0.0318,0.0319,5.86,5.85,1.0029,0.0350,5.33
n=11264,bf16,0.1865,0.0324,0.0321,5.75,5.80,0.9918,0.0349,5.34
n=11264,fp32,0.2097,0.0586,0.0596,3.58,3.52,1.0160,0.0604,3.47
n=11264,int8,0.1795,0.0195,0.0185,9.18,9.72,0.9445,0.0352,5.10
n=12288,fp16,0.2105,0.0352,0.0346,5.98,6.08,0.9838,0.0376,5.60
n=12288,bf16,0.2106,0.0345,0.0346,6.10,6.09,1.0010,0.0374,5.63
n=12288,fp32,0.2314,0.0639,0.0640,3.62,3.62,1.0011,0.0651,3.56
n=12288,int8,0.2002,0.0206,0.0198,9.72,10.13,0.9592,0.0382,5.25
n=13312,fp16,0.2213,0.0372,0.0367,5.94,6.04,0.9844,0.0400,5.53
n=13312,bf16,0.2218,0.0364,0.0372,6.09,5.96,1.0218,0.0403,5.51
n=13312,fp32,0.2446,0.0689,0.0689,3.55,3.55,0.9993,0.0702,3.48
n=13312,int8,0.2119,0.0220,0.0211,9.63,10.06,0.9573,0.0408,5.20
n=14336,fp16,0.2383,0.0390,0.0393,6.11,6.06,1.0076,0.0429,5.55
n=14336,bf16,0.2383,0.0391,0.0392,6.10,6.08,1.0029,0.0427,5.58
n=14336,fp32,0.2606,0.0737,0.0743,3.53,3.51,1.0080,0.0754,3.45
n=14336,int8,0.2320,0.0228,0.0220,10.16,10.52,0.9660,0.0437,5.30
n=15360,fp16,0.2614,0.0410,0.0413,6.37,6.32,1.0079,0.0457,5.72
n=15360,bf16,0.2616,0.0414,0.0416,6.32,6.29,1.0044,0.0459,5.70
n=15360,fp32,0.2898,0.0799,0.0802,3.63,3.61,1.0043,0.0812,3.57
n=15360,int8,0.2462,0.0246,0.0238,10.03,10.34,0.9697,0.0467,5.27
