params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=1048576,fp16,0.0023,0.0023,0.0026,1.04,0.89,1.1582,0.0023,1.02,0.0270,0.0211,1.28
n=1048576,bf16,0.0023,0.0022,0.0023,1.04,0.99,1.0542,0.0023,1.02,0.0270,0.0227,1.19
n=1048576,fp32,0.0027,0.0027,0.0027,0.99,0.99,0.9974,0.0029,0.94,0.0265,0.0250,1.06
n=1048576,int8,0.0020,0.0019,0.0020,1.02,0.98,1.0469,0.0019,1.03,0.0242,0.0199,1.22
n=2097152,fp16,0.0029,0.0034,0.0036,0.84,0.81,1.0374,0.0033,0.88,0.0317,0.0261,1.21
n=2097152,bf16,0.0029,0.0034,0.0030,0.85,0.98,0.8671,0.0034,0.86,0.0317,0.0335,0.95
n=2097152,fp32,0.0038,0.0037,0.0039,1.02,0.97,1.0486,0.0035,1.07,0.0389,0.0376,1.03
n=2097152,int8,0.0025,0.0023,0.0022,1.06,1.11,0.9570,0.0025,0.99,0.0314,0.0243,1.29
n=3145728,fp16,0.0033,0.0031,0.0034,1.08,0.99,1.0880,0.0028,1.18,0.0384,0.0313,1.22
n=3145728,bf16,0.0034,0.0032,0.0036,1.08,0.95,1.1333,0.0032,1.06,0.0381,0.0442,0.86
n=3145728,fp32,0.0054,0.0053,0.0054,1.02,1.00,1.0162,0.0054,1.00,0.0545,0.0494,1.10
n=3145728,int8,0.0030,0.0036,0.0032,0.83,0.92,0.9020,0.0024,1.27,0.0366,0.0281,1.30
n=4194304,fp16,0.0040,0.0037,0.0040,1.09,1.00,1.0854,0.0037,1.08,0.0427,0.0376,1.14
n=4194304,bf16,0.0040,0.0038,0.0041,1.07,0.98,1.0915,0.0035,1.13,0.0427,0.0376,1.13
n=4194304,fp32,0.0070,0.0067,0.0067,1.04,1.04,1.0057,0.0066,1.07,0.0658,0.0615,1.07
n=4194304,int8,0.0035,0.0035,0.0038,1.00,0.93,1.0779,0.0033,1.05,0.0417,0.0320,1.30
n=5242880,fp16,0.0048,0.0058,0.0049,0.82,0.99,0.8330,0.0047,1.03,0.0496,0.0433,1.15
n=5242880,bf16,0.0049,0.0059,0.0049,0.83,0.99,0.8310,0.0044,1.12,0.0497,0.0439,1.13
n=5242880,fp32,0.0087,0.0085,0.0086,1.03,1.01,1.0173,0.0082,1.06,0.0769,0.0732,1.05
n=5242880,int8,0.0043,0.0032,0.0037,1.33,1.14,1.1707,0.0032,1.34,0.0474,0.0354,1.34
n=6291456,fp16,0.0059,0.0059,0.0059,1.00,0.99,1.0081,0.0055,1.06,0.0565,0.0495,1.14
n=6291456,bf16,0.0059,0.0059,0.0060,1.01,1.00,1.0152,0.0053,1.11,0.0566,0.0502,1.13
n=6291456,fp32,0.0100,0.0093,0.0105,1.08,0.96,1.1266,0.0106,0.94,0.0931,0.0852,1.09
n=6291456,int8,0.0048,0.0035,0.0040,1.37,1.18,1.1670,0.0033,1.44,0.0538,0.0394,1.37
n=7340032,fp16,0.0067,0.0062,0.0068,1.08,0.99,1.0839,0.0061,1.10,0.0645,0.0555,1.16
n=7340032,bf16,0.0068,0.0061,0.0068,1.12,0.99,1.1229,0.0061,1.11,0.0647,0.0875,0.74
n=7340032,fp32,0.0118,0.0111,0.0115,1.06,1.02,1.0389,0.0116,1.02,0.1044,0.0973,1.07
n=7340032,int8,0.0054,0.0037,0.0044,1.46,1.22,1.1882,0.0037,1.46,0.0588,0.0433,1.36
n=8388608,fp16,0.0075,0.0067,0.0076,1.12,1.00,1.1228,0.0064,1.17,0.0664,0.0617,1.08
n=8388608,bf16,0.0075,0.0066,0.0075,1.14,1.00,1.1441,0.0070,1.08,0.0662,0.0617,1.07
n=8388608,fp32,0.0126,0.0131,0.0127,0.97,0.99,0.9729,0.0123,1.02,0.1159,0.1130,1.03
n=8388608,int8,0.0059,0.0040,0.0049,1.47,1.20,1.2286,0.0039,1.52,0.0640,0.0472,1.35
n=9437184,fp16,0.0085,0.0084,0.0084,1.01,1.01,0.9953,0.0078,1.09,0.0714,0.0673,1.06
n=9437184,bf16,0.0083,0.0083,0.0084,1.01,0.99,1.0159,0.0073,1.14,0.0715,0.0673,1.06
n=9437184,fp32,0.0143,0.0146,0.0148,0.98,0.96,1.0175,0.0144,0.99,0.1325,0.1236,1.07
n=9437184,int8,0.0067,0.0046,0.0054,1.46,1.25,1.1700,0.0042,1.61,0.0697,0.0505,1.38
n=10485760,fp16,0.0091,0.0085,0.0093,1.07,0.98,1.0950,0.0088,1.03,0.0770,0.0732,1.05
n=10485760,bf16,0.0090,0.0084,0.0091,1.08,0.99,1.0884,0.0085,1.06,0.0772,0.0745,1.04
n=10485760,fp32,0.0155,0.0152,0.0156,1.02,1.00,1.0225,0.0154,1.01,0.1428,0.1356,1.05
n=10485760,int8,0.0072,0.0047,0.0057,1.53,1.28,1.2011,0.0050,1.45,0.0763,0.0545,1.40
n=11534336,fp16,0.0099,0.0092,0.0100,1.08,0.99,1.0900,0.0093,1.07,0.0834,0.0793,1.05
n=11534336,bf16,0.0099,0.0095,0.0100,1.04,0.99,1.0448,0.0093,1.06,0.0835,0.0804,1.04
n=11534336,fp32,0.0163,0.0173,0.0163,0.94,1.00,0.9390,0.0160,1.02,0.1550,0.1477,1.05
n=11534336,int8,0.0077,0.0054,0.0060,1.42,1.29,1.1014,0.0052,1.47,0.0810,0.0585,1.39
n=12582912,fp16,0.0105,0.0105,0.0107,1.01,0.99,1.0177,0.0103,1.02,0.0949,0.0873,1.09
n=12582912,bf16,0.0104,0.0103,0.0106,1.01,0.98,1.0281,0.0097,1.07,0.0951,0.0907,1.05
n=12582912,fp32,0.0177,0.0175,0.0177,1.01,1.00,1.0137,0.0176,1.00,0.1724,0.1597,1.08
n=12582912,int8,0.0083,0.0052,0.0063,1.59,1.32,1.2056,0.0053,1.58,0.0869,0.0625,1.39
n=13631488,fp16,0.0112,0.0110,0.0111,1.01,1.00,1.0090,0.0106,1.06,0.0995,0.0934,1.06
n=13631488,bf16,0.0111,0.0110,0.0111,1.01,1.00,1.0139,0.0103,1.08,0.0995,0.0988,1.01
n=13631488,fp32,0.0189,0.0189,0.0190,1.00,1.00,1.0039,0.0187,1.01,0.1827,0.1711,1.07
n=13631488,int8,0.0089,0.0059,0.0068,1.53,1.32,1.1609,0.0059,1.50,0.0924,0.0657,1.41
n=14680064,fp16,0.0120,0.0112,0.0119,1.08,1.01,1.0652,0.0113,1.06,0.1037,0.1001,1.04
n=14680064,bf16,0.0120,0.0116,0.0121,1.04,0.99,1.0475,0.0116,1.04,0.1037,0.1045,0.99
n=14680064,fp32,0.0200,0.0209,0.0201,0.96,1.00,0.9598,0.0194,1.03,0.1969,0.1830,1.08
n=14680064,int8,0.0093,0.0060,0.0071,1.53,1.30,1.1778,0.0061,1.52,0.0989,0.0696,1.42
n=15728640,fp16,0.0125,0.0124,0.0127,1.01,0.99,1.0237,0.0126,1.00,0.1108,0.1094,1.01
n=15728640,bf16,0.0126,0.0125,0.0128,1.01,0.99,1.0246,0.0128,0.99,0.1108,0.1730,0.64
n=15728640,fp32,0.0214,0.0214,0.0214,1.00,1.00,1.0039,0.0215,1.00,0.2074,0.1986,1.04
n=15728640,int8,0.0100,0.0071,0.0077,1.40,1.29,1.0849,0.0065,1.53,0.1038,0.0746,1.39
n=16777216,fp16,0.0131,0.0130,0.0131,1.01,1.00,1.0078,0.0126,1.04,0.1155,0.1151,1.00
n=16777216,bf16,0.0132,0.0131,0.0133,1.01,0.99,1.0187,0.0129,1.03,0.1154,0.1195,0.97
n=16777216,fp32,0.0224,0.0234,0.0225,0.96,1.00,0.9603,0.0223,1.00,0.2221,0.2100,1.06
n=16777216,int8,0.0105,0.0076,0.0081,1.38,1.29,1.0688,0.0070,1.50,0.1087,0.0800,1.36
n=17825792,fp16,0.0138,0.0132,0.0139,1.04,0.99,1.0460,0.0132,1.04,0.1285,0.1204,1.07
n=17825792,bf16,0.0139,0.0133,0.0140,1.04,0.99,1.0559,0.0133,1.04,0.1285,0.1908,0.67
n=17825792,fp32,0.0238,0.0236,0.0237,1.01,1.00,1.0065,0.0235,1.01,0.2352,0.2213,1.06
n=17825792,int8,0.0110,0.0080,0.0086,1.37,1.28,1.0756,0.0073,1.51,0.1149,0.0841,1.37
n=18874368,fp16,0.0143,0.0146,0.0148,0.98,0.97,1.0106,0.0143,1.00,0.1340,0.1273,1.05
n=18874368,bf16,0.0145,0.0146,0.0147,1.00,0.99,1.0071,0.0145,1.00,0.1340,0.1272,1.05
n=18874368,fp32,0.0250,0.0249,0.0252,1.00,0.99,1.0099,0.0249,1.00,0.2453,0.2334,1.05
n=18874368,int8,0.0117,0.0084,0.0091,1.38,1.28,1.0812,0.0082,1.42,0.1210,0.0888,1.36
n=19922944,fp16,0.0152,0.0151,0.0152,1.01,1.00,1.0064,0.0147,1.04,0.1377,0.1319,1.04
n=19922944,bf16,0.0151,0.0149,0.0151,1.01,1.00,1.0082,0.0152,0.99,0.1377,0.1319,1.04
n=19922944,fp32,0.0264,0.0274,0.0264,0.96,1.00,0.9638,0.0263,1.00,0.2632,0.2455,1.07
n=19922944,int8,0.0122,0.0084,0.0095,1.45,1.28,1.1320,0.0082,1.49,0.1264,0.0936,1.35
n=20971520,fp16,0.0158,0.0152,0.0161,1.04,0.98,1.0573,0.0151,1.05,0.1416,0.1386,1.02
n=20971520,bf16,0.0158,0.0152,0.0160,1.04,0.99,1.0545,0.0149,1.06,0.1419,0.1386,1.02
n=20971520,fp32,0.0276,0.0275,0.0277,1.00,1.00,1.0073,0.0276,1.00,0.2777,0.2575,1.08
n=20971520,int8,0.0128,0.0087,0.0099,1.47,1.29,1.1451,0.0087,1.47,0.1320,0.0969,1.36
