params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
N=1024,fp16,0.0047,0.0025,0.0028,1.85,1.69,1.0916,0.0033,1.43
N=1024,bf16,0.0047,0.0034,0.0029,1.38,1.63,0.8487,0.0034,1.38
N=1024,fp32,0.0069,0.0028,0.0032,2.48,2.18,1.1377,0.0027,2.51
N=2048,fp16,0.0071,0.0029,0.0037,2.47,1.92,1.2874,0.0028,2.53
N=2048,bf16,0.0070,0.0028,0.0036,2.47,1.94,1.2731,0.0028,2.50
N=2048,fp32,0.0105,0.0042,0.0046,2.49,2.29,1.0892,0.0036,2.96
N=3072,fp16,0.0087,0.0029,0.0052,2.97,1.67,1.7731,0.0030,2.94
N=3072,bf16,0.0083,0.0030,0.0051,2.79,1.61,1.7350,0.0029,2.84
N=3072,fp32,0.0151,0.0053,0.0052,2.85,2.88,0.9895,0.0049,3.07
N=4096,fp16,0.0100,0.0034,0.0047,2.92,2.13,1.3723,0.0033,2.99
N=4096,bf16,0.0101,0.0034,0.0047,3.01,2.17,1.3908,0.0035,2.85
N=4096,fp32,0.0196,0.0075,0.0078,2.61,2.52,1.0341,0.0074,2.64
N=5120,fp16,0.0129,0.0047,0.0054,2.71,2.38,1.1401,0.0049,2.65
N=5120,bf16,0.0133,0.0051,0.0067,2.61,1.99,1.3145,0.0050,2.68
N=5120,fp32,0.0253,0.0101,0.0103,2.51,2.47,1.0189,0.0101,2.52
N=6144,fp16,0.0157,0.0057,0.0068,2.75,2.32,1.1879,0.0054,2.88
N=6144,bf16,0.0153,0.0049,0.0064,3.12,2.40,1.3022,0.0051,3.02
N=6144,fp32,0.0297,0.0122,0.0122,2.43,2.44,0.9938,0.0121,2.46
N=7168,fp16,0.0181,0.0065,0.0078,2.78,2.32,1.1987,0.0065,2.79
N=7168,bf16,0.0180,0.0066,0.0077,2.73,2.33,1.1697,0.0061,2.94
N=7168,fp32,0.0347,0.0142,0.0139,2.44,2.50,0.9785,0.0141,2.47
N=8192,fp16,0.0146,0.0076,0.0092,1.93,1.60,1.2081,0.0079,1.86
N=8192,bf16,0.0146,0.0076,0.0092,1.92,1.59,1.2043,0.0077,1.89
N=8192,fp32,0.0232,0.0153,0.0160,1.52,1.45,1.0476,0.0152,1.53
N=9216,fp16,0.0168,0.0095,0.0107,1.77,1.57,1.1243,0.0087,1.93
N=9216,bf16,0.0167,0.0099,0.0105,1.68,1.58,1.0647,0.0094,1.77
N=9216,fp32,0.0259,0.0170,0.0176,1.52,1.47,1.0354,0.0169,1.53
N=10240,fp16,0.0178,0.0103,0.0119,1.73,1.50,1.1524,0.0102,1.74
N=10240,bf16,0.0177,0.0101,0.0118,1.75,1.50,1.1711,0.0100,1.77
N=10240,fp32,0.0272,0.0186,0.0190,1.46,1.43,1.0218,0.0185,1.47
N=11264,fp16,0.0187,0.0122,0.0144,1.53,1.30,1.1762,0.0111,1.68
N=11264,bf16,0.0188,0.0113,0.0132,1.66,1.42,1.1663,0.0112,1.68
N=11264,fp32,0.0297,0.0207,0.0205,1.44,1.45,0.9907,0.0199,1.49
N=12288,fp16,0.0194,0.0123,0.0142,1.58,1.37,1.1565,0.0120,1.62
N=12288,bf16,0.0194,0.0124,0.0143,1.56,1.36,1.1506,0.0119,1.63
N=12288,fp32,0.0311,0.0224,0.0223,1.39,1.39,0.9983,0.0215,1.44
N=13312,fp16,0.0212,0.0132,0.0155,1.61,1.37,1.1784,0.0129,1.64
N=13312,bf16,0.0213,0.0132,0.0165,1.62,1.29,1.2494,0.0128,1.66
N=13312,fp32,0.0336,0.0235,0.0247,1.43,1.36,1.0516,0.0231,1.46
