params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile
M=1024,fp16,0.0331,0.0020,0.0029,16.30,11.24,1.4497
M=1024,bf16,0.0330,0.0020,0.0030,16.73,11.13,1.5037
M=1024,fp32,0.0289,0.0020,0.0029,14.38,9.80,1.4670
M=2048,fp16,0.0358,0.0026,0.0042,13.73,8.47,1.6205
M=2048,bf16,0.0354,0.0025,0.0042,14.05,8.39,1.6736
M=2048,fp32,0.0299,0.0026,0.0042,11.69,7.11,1.6429
M=3072,fp16,0.0365,0.0032,0.0056,11.58,6.46,1.7922
M=3072,bf16,0.0366,0.0031,0.0056,11.95,6.48,1.8443
M=3072,fp32,0.0304,0.0031,0.0057,9.74,5.31,1.8336
M=4096,fp16,0.0368,0.0037,0.0068,9.98,5.46,1.8297
M=4096,bf16,0.0374,0.0036,0.0068,10.34,5.53,1.8687
M=4096,fp32,0.0308,0.0037,0.0068,8.41,4.55,1.8485
M=5120,fp16,0.0394,0.0042,0.0082,9.37,4.83,1.9400
M=5120,bf16,0.0389,0.0041,0.0082,9.45,4.77,1.9801
M=5120,fp32,0.0336,0.0042,0.0082,8.03,4.10,1.9585
M=6144,fp16,0.0398,0.0048,0.0094,8.37,4.21,1.9867
M=6144,bf16,0.0407,0.0047,0.0094,8.73,4.31,2.0239
M=6144,fp32,0.0325,0.0047,0.0094,6.90,3.44,2.0065
M=7168,fp16,0.0416,0.0053,0.0106,7.88,3.94,1.9977
M=7168,bf16,0.0428,0.0052,0.0106,8.23,4.06,2.0290
M=7168,fp32,0.0355,0.0053,0.0106,6.75,3.36,2.0091
M=8192,fp16,0.0428,0.0058,0.0118,7.36,3.62,2.0328
M=8192,bf16,0.0416,0.0057,0.0118,7.27,3.52,2.0640
M=8192,fp32,0.0359,0.0058,0.0119,6.22,3.03,2.0526
M=9216,fp16,0.0433,0.0063,0.0131,6.82,3.31,2.0582
M=9216,bf16,0.0422,0.0063,0.0131,6.74,3.23,2.0853
M=9216,fp32,0.0364,0.0063,0.0131,5.76,2.77,2.0805
M=10240,fp16,0.0437,0.0069,0.0145,6.36,3.01,2.1104
M=10240,bf16,0.0442,0.0068,0.0145,6.50,3.05,2.1352
M=10240,fp32,0.0367,0.0068,0.0146,5.36,2.52,2.1279
M=11264,fp16,0.0452,0.0074,0.0158,6.11,2.87,2.1320
M=11264,bf16,0.0462,0.0073,0.0158,6.32,2.93,2.1546
M=11264,fp32,0.0373,0.0074,0.0158,5.03,2.36,2.1336
M=12288,fp16,0.0469,0.0079,0.0168,5.92,2.79,2.1206
M=12288,bf16,0.0470,0.0078,0.0168,5.98,2.79,2.1423
M=12288,fp32,0.0398,0.0079,0.0169,5.03,2.36,2.1330
M=13312,fp16,0.0475,0.0085,0.0181,5.61,2.63,2.1344
M=13312,bf16,0.0490,0.0084,0.0181,5.84,2.71,2.1554
M=13312,fp32,0.0401,0.0085,0.0181,4.74,2.21,2.1400
M=14336,fp16,0.0501,0.0090,0.0193,5.57,2.60,2.1465
M=14336,bf16,0.0500,0.0089,0.0193,5.61,2.59,2.1677
M=14336,fp32,0.0414,0.0090,0.0194,4.61,2.13,2.1591
M=15360,fp16,0.0514,0.0095,0.0206,5.40,2.50,2.1594
M=15360,bf16,0.0507,0.0094,0.0206,5.36,2.47,2.1753
M=15360,fp32,0.0428,0.0095,0.0206,4.50,2.07,2.1678
M=16384,fp16,0.0513,0.0101,0.0221,5.10,2.32,2.1962
M=16384,bf16,0.0514,0.0100,0.0221,5.15,2.33,2.2110
M=16384,fp32,0.0410,0.0100,0.0221,4.09,1.86,2.1994
M=17408,fp16,0.0547,0.0106,0.0230,5.16,2.37,2.1753
M=17408,bf16,0.0551,0.0105,0.0230,5.25,2.39,2.1938
M=17408,fp32,0.0432,0.0106,0.0231,4.08,1.87,2.1861
M=18432,fp16,0.0540,0.0111,0.0246,4.86,2.20,2.2102
M=18432,bf16,0.0543,0.0110,0.0246,4.92,2.21,2.2270
M=18432,fp32,0.0432,0.0111,0.0246,3.90,1.76,2.2161
M=19456,fp16,0.0556,0.0116,0.0255,4.78,2.18,2.1921
M=19456,bf16,0.0571,0.0116,0.0255,4.94,2.24,2.2082
M=19456,fp32,0.0463,0.0116,0.0256,3.99,1.81,2.2065
M=20480,fp16,0.0573,0.0122,0.0268,4.71,2.14,2.1988
M=20480,bf16,0.0570,0.0121,0.0267,4.72,2.13,2.2155
M=20480,fp32,0.0459,0.0121,0.0268,3.78,1.71,2.2060
