params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
L=131072,fp16,0.0716,0.2387,0.6929,0.30,0.10,2.9023,3.2025,0.02
L=131072,fp32,0.0991,0.2760,0.7292,0.36,0.14,2.6421,2.9265,0.03
L=262144,fp16,0.1348,0.4758,1.5199,0.28,0.09,3.1942,7.1152,0.02
L=262144,fp32,0.1829,0.5412,1.4556,0.34,0.13,2.6897,5.6755,0.03
L=393216,fp16,0.1993,0.7060,2.2496,0.28,0.09,3.1862,10.5754,0.02
L=393216,fp32,0.2671,0.8040,2.1630,0.33,0.12,2.6903,8.5684,0.03
L=524288,fp16,0.2677,0.9339,3.0341,0.29,0.09,3.2487,14.3335,0.02
L=524288,fp32,0.3491,1.0636,2.8900,0.33,0.12,2.7172,11.1825,0.03
L=655360,fp16,0.3332,1.1636,3.7653,0.29,0.09,3.2359,17.7664,0.02
L=655360,fp32,0.4332,1.3286,3.5950,0.33,0.12,2.7059,14.1178,0.03
L=786432,fp16,0.3956,1.3935,4.4958,0.28,0.09,3.2263,21.1999,0.02
L=786432,fp32,0.5164,1.5911,4.3162,0.32,0.12,2.7128,16.9591,0.03
L=917504,fp16,0.4611,1.6236,5.2629,0.28,0.09,3.2416,24.7948,0.02
L=917504,fp32,0.6025,1.8523,5.0390,0.33,0.12,2.7203,19.6878,0.03
L=1048576,fp16,0.5244,1.8513,6.0409,0.28,0.09,3.2631,28.8729,0.02
L=1048576,fp32,0.6933,2.1147,5.7290,0.33,0.12,2.7091,22.2460,0.03
L=1179648,fp16,0.5892,2.0813,6.7449,0.28,0.09,3.2407,31.9458,0.02
L=1179648,fp32,0.7986,2.3808,6.4707,0.34,0.12,2.7179,24.9561,0.03
L=1310720,fp16,0.6518,2.3128,7.4813,0.28,0.09,3.2347,35.4501,0.02
L=1310720,fp32,0.8567,2.6395,7.1955,0.32,0.12,2.7260,27.9927,0.03
L=1441792,fp16,0.7179,2.5396,8.2634,0.28,0.09,3.2538,39.0870,0.02
L=1441792,fp32,0.9414,2.9025,7.8638,0.32,0.12,2.7094,30.6919,0.03
L=1572864,fp16,0.7779,2.7705,9.0625,0.28,0.09,3.2711,42.3236,0.02
L=1572864,fp32,1.0245,3.1669,8.6420,0.32,0.12,2.7289,33.5545,0.03
L=1703936,fp16,0.8484,2.9994,9.7397,0.28,0.09,3.2472,45.8802,0.02
L=1703936,fp32,1.1194,3.4281,9.3257,0.33,0.12,2.7204,36.2159,0.03
L=1835008,fp16,0.9096,3.2295,10.5335,0.28,0.09,3.2616,49.7902,0.02
L=1835008,fp32,1.2047,3.6917,10.0227,0.33,0.12,2.7149,39.2404,0.03
L=1966080,fp16,0.9763,3.4615,11.2775,0.28,0.09,3.2580,53.4858,0.02
L=1966080,fp32,1.2857,3.9544,10.7887,0.33,0.12,2.7283,41.8023,0.03
L=2097152,fp16,1.0358,3.6876,11.9692,0.28,0.09,3.2458,56.7058,0.02
L=2097152,fp32,1.3779,4.2163,11.4993,0.33,0.12,2.7273,44.1971,0.03
L=2228224,fp16,1.1098,3.9192,12.7955,0.28,0.09,3.2648,60.4954,0.02
L=2228224,fp32,1.4669,4.4790,12.2137,0.33,0.12,2.7269,47.1343,0.03
L=2359296,fp16,1.1755,4.1490,13.5447,0.28,0.09,3.2646,64.3319,0.02
L=2359296,fp32,1.5449,4.7412,12.8781,0.33,0.12,2.7162,49.7773,0.03
L=2490368,fp16,1.2329,4.3774,14.2406,0.28,0.09,3.2532,67.4452,0.02
L=2490368,fp32,1.6494,5.0056,13.6310,0.33,0.12,2.7232,53.0853,0.03
L=2621440,fp16,1.3006,4.6061,15.0226,0.28,0.09,3.2615,71.2207,0.02
L=2621440,fp32,1.7207,5.2689,14.3863,0.33,0.12,2.7304,55.6162,0.03
