params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=1048576,fp16,0.0023,0.0023,0.0023,1.02,1.00,1.0185,0.0022,1.03,0.0218,0.0201,1.09
n=1048576,bf16,0.0023,0.0023,0.0024,1.00,0.95,1.0505,0.0023,0.98,0.0218,0.0227,0.96
n=1048576,fp32,0.0027,0.0026,0.0028,1.05,0.98,1.0685,0.0026,1.04,0.0267,0.0252,1.06
n=1048576,int8,0.0020,0.0020,0.0020,1.03,0.99,1.0472,0.0020,0.98,0.0207,0.0188,1.10
n=2097152,fp16,0.0031,0.0035,0.0029,0.89,1.05,0.8496,0.0029,1.06,0.0268,0.0253,1.06
n=2097152,bf16,0.0028,0.0034,0.0030,0.82,0.94,0.8676,0.0024,1.14,0.0268,0.0261,1.03
n=2097152,fp32,0.0038,0.0038,0.0039,1.00,0.98,1.0201,0.0035,1.08,0.0386,0.0378,1.02
n=2097152,int8,0.0025,0.0023,0.0028,1.06,0.87,1.2150,0.0027,0.92,0.0253,0.0213,1.19
n=3145728,fp16,0.0038,0.0032,0.0033,1.21,1.17,1.0337,0.0029,1.31,0.0321,0.0314,1.02
n=3145728,bf16,0.0036,0.0032,0.0034,1.10,1.06,1.0454,0.0032,1.11,0.0321,0.0321,1.00
n=3145728,fp32,0.0055,0.0056,0.0058,0.98,0.95,1.0354,0.0053,1.03,0.0518,0.0495,1.05
n=3145728,int8,0.0033,0.0031,0.0036,1.03,0.91,1.1392,0.0027,1.21,0.0299,0.0239,1.25
n=4194304,fp16,0.0046,0.0037,0.0038,1.23,1.19,1.0335,0.0038,1.20,0.0387,0.0376,1.03
n=4194304,bf16,0.0043,0.0038,0.0039,1.14,1.10,1.0365,0.0037,1.17,0.0387,0.0385,1.01
n=4194304,fp32,0.0070,0.0067,0.0068,1.05,1.03,1.0155,0.0065,1.08,0.0656,0.0616,1.07
n=4194304,int8,0.0039,0.0035,0.0035,1.10,1.10,1.0057,0.0033,1.19,0.0323,0.0279,1.16
n=5242880,fp16,0.0053,0.0059,0.0049,0.90,1.09,0.8271,0.0044,1.21,0.0444,0.0434,1.02
n=5242880,bf16,0.0052,0.0060,0.0050,0.86,1.04,0.8289,0.0048,1.09,0.0445,0.0434,1.02
n=5242880,fp32,0.0088,0.0081,0.0085,1.09,1.03,1.0532,0.0083,1.07,0.0762,0.0732,1.04
n=5242880,int8,0.0046,0.0035,0.0044,1.31,1.05,1.2470,0.0035,1.33,0.0372,0.0313,1.19
n=6291456,fp16,0.0064,0.0058,0.0060,1.10,1.08,1.0217,0.0057,1.12,0.0519,0.0495,1.05
n=6291456,bf16,0.0061,0.0059,0.0055,1.04,1.11,0.9424,0.0056,1.09,0.0519,0.0755,0.69
n=6291456,fp32,0.0101,0.0094,0.0105,1.08,0.96,1.1257,0.0097,1.04,0.0912,0.0852,1.07
n=6291456,int8,0.0051,0.0039,0.0048,1.32,1.07,1.2382,0.0036,1.40,0.0412,0.0354,1.16
n=7340032,fp16,0.0075,0.0062,0.0063,1.19,1.18,1.0106,0.0063,1.19,0.0601,0.0557,1.08
n=7340032,bf16,0.0070,0.0064,0.0065,1.11,1.09,1.0164,0.0062,1.13,0.0599,0.0861,0.70
n=7340032,fp32,0.0118,0.0110,0.0116,1.07,1.02,1.0544,0.0114,1.03,0.1035,0.0971,1.07
n=7340032,int8,0.0058,0.0041,0.0064,1.39,0.90,1.5418,0.0042,1.37,0.0460,0.0395,1.16
n=8388608,fp16,0.0084,0.0076,0.0072,1.10,1.17,0.9435,0.0068,1.24,0.0656,0.0618,1.06
n=8388608,bf16,0.0078,0.0075,0.0070,1.04,1.11,0.9375,0.0070,1.11,0.0656,0.0618,1.06
n=8388608,fp32,0.0127,0.0131,0.0129,0.97,0.99,0.9849,0.0124,1.02,0.1156,0.1120,1.03
n=8388608,int8,0.0062,0.0045,0.0059,1.38,1.06,1.3085,0.0044,1.43,0.0502,0.0434,1.15
n=9437184,fp16,0.0093,0.0084,0.0085,1.11,1.09,1.0159,0.0081,1.15,0.0717,0.0672,1.07
n=9437184,bf16,0.0087,0.0083,0.0084,1.05,1.03,1.0174,0.0084,1.04,0.0715,0.0672,1.06
n=9437184,fp32,0.0143,0.0146,0.0149,0.98,0.96,1.0179,0.0140,1.02,0.1302,0.1236,1.05
n=9437184,int8,0.0070,0.0050,0.0065,1.42,1.08,1.3182,0.0062,1.13,0.0532,0.0467,1.14
n=10485760,fp16,0.0103,0.0087,0.0088,1.18,1.17,1.0081,0.0088,1.17,0.0763,0.0732,1.04
n=10485760,bf16,0.0094,0.0086,0.0086,1.10,1.09,1.0011,0.0086,1.09,0.0762,0.0733,1.04
n=10485760,fp32,0.0156,0.0153,0.0156,1.02,1.00,1.0191,0.0153,1.02,0.1422,0.1357,1.05
n=10485760,int8,0.0076,0.0056,0.0085,1.35,0.89,1.5165,0.0053,1.43,0.0579,0.0507,1.14
n=11534336,fp16,0.0112,0.0094,0.0095,1.19,1.18,1.0143,0.0093,1.20,0.0834,0.0794,1.05
n=11534336,bf16,0.0103,0.0099,0.0100,1.03,1.03,1.0030,0.0094,1.10,0.0833,0.0794,1.05
n=11534336,fp32,0.0163,0.0170,0.0164,0.96,0.99,0.9646,0.0165,0.99,0.1542,0.1477,1.04
n=11534336,int8,0.0082,0.0055,0.0074,1.49,1.10,1.3489,0.0058,1.41,0.0602,0.0546,1.10
n=12582912,fp16,0.0119,0.0105,0.0107,1.13,1.11,1.0171,0.0105,1.13,0.0912,0.0851,1.07
n=12582912,bf16,0.0109,0.0103,0.0105,1.05,1.03,1.0173,0.0104,1.05,0.0913,0.0912,1.00
n=12582912,fp32,0.0177,0.0175,0.0177,1.01,1.00,1.0099,0.0174,1.02,0.1709,0.1598,1.07
n=12582912,int8,0.0086,0.0058,0.0079,1.48,1.10,1.3526,0.0060,1.44,0.0635,0.0586,1.08
n=13631488,fp16,0.0127,0.0111,0.0109,1.15,1.17,0.9779,0.0107,1.18,0.0968,0.0907,1.07
n=13631488,bf16,0.0115,0.0110,0.0106,1.04,1.08,0.9635,0.0103,1.11,0.0969,0.0969,1.00
n=13631488,fp32,0.0190,0.0189,0.0190,1.01,1.00,1.0037,0.0185,1.03,0.1802,0.1711,1.05
n=13631488,int8,0.0094,0.0063,0.0085,1.48,1.10,1.3447,0.0065,1.44,0.0720,0.0620,1.16
n=14680064,fp16,0.0136,0.0113,0.0112,1.20,1.21,0.9919,0.0116,1.17,0.1039,0.0971,1.07
n=14680064,bf16,0.0124,0.0116,0.0116,1.07,1.07,1.0068,0.0115,1.08,0.1035,0.0971,1.07
n=14680064,fp32,0.0201,0.0209,0.0214,0.96,0.94,1.0216,0.0213,0.94,0.1947,0.1830,1.06
n=14680064,int8,0.0098,0.0066,0.0089,1.49,1.10,1.3469,0.0067,1.45,0.0739,0.0660,1.12
n=15728640,fp16,0.0143,0.0125,0.0127,1.15,1.13,1.0164,0.0125,1.14,0.1122,0.1074,1.05
n=15728640,bf16,0.0132,0.0126,0.0128,1.05,1.03,1.0187,0.0127,1.04,0.1119,0.1703,0.66
n=15728640,fp32,0.0214,0.0213,0.0215,1.01,1.00,1.0075,0.0214,1.00,0.2063,0.1979,1.04
n=15728640,int8,0.0106,0.0077,0.0096,1.38,1.11,1.2468,0.0073,1.46,0.0746,0.0732,1.02
n=16777216,fp16,0.0150,0.0131,0.0126,1.15,1.20,0.9578,0.0126,1.19,0.1156,0.1121,1.03
n=16777216,bf16,0.0138,0.0126,0.0127,1.09,1.09,1.0028,0.0128,1.08,0.1157,0.1216,0.95
