params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
input_rows=512,fp16,0.1490,0.0049,0.0059,30.49,25.18,1.2108,0.0061,24.37,0.7474,0.0366,20.42
input_rows=512,fp32,0.0427,0.0054,0.0054,7.84,7.90,0.9926,0.0060,7.13,1.4673,0.0463,31.69
input_rows=1024,fp16,0.1661,0.0127,0.0175,13.09,9.47,1.3827,0.0207,8.04,2.9129,0.0474,61.47
input_rows=1024,fp32,0.1599,0.0161,0.0160,9.96,10.00,0.9965,0.0133,12.04,5.7767,0.0859,67.24
input_rows=1536,fp16,0.3689,0.0266,0.0368,13.89,10.03,1.3844,0.0427,8.63,8.6291,0.0648,133.12
input_rows=1536,fp32,0.3555,0.0326,0.0325,10.90,10.95,0.9955,0.0272,13.07,12.0731,0.1346,89.69
input_rows=2048,fp16,0.6525,0.0435,0.0628,15.00,10.40,1.4428,0.0844,7.73,11.5170,0.0890,129.36
input_rows=2048,fp32,0.6288,0.0539,0.0548,11.67,11.47,1.0169,0.0488,12.88,13.7327,0.2058,66.71
input_rows=2560,fp16,1.0174,0.0662,0.0966,15.37,10.53,1.4599,0.1347,7.56,26.2486,0.1174,223.64
input_rows=2560,fp32,0.9805,0.0819,0.0835,11.97,11.75,1.0189,0.0744,13.19,25.8277,0.3019,85.54
input_rows=3072,fp16,1.4633,0.0940,0.1376,15.57,10.64,1.4639,0.2013,7.27,20.6707,0.1565,132.07
input_rows=3072,fp32,1.4100,0.1161,0.1185,12.14,11.90,1.0201,0.1056,13.35,24.0879,0.5087,47.35
input_rows=3584,fp16,1.9901,0.1260,0.1857,15.79,10.71,1.4737,0.2760,7.21,45.4261,0.1928,235.63
input_rows=3584,fp32,1.9177,0.1567,0.1596,12.24,12.02,1.0186,0.1429,13.42,45.4739,0.6674,68.14
input_rows=4096,fp16,2.5979,0.1636,0.2413,15.88,10.77,1.4750,0.3627,7.16,27.4023,0.2410,113.71
input_rows=4096,fp32,2.5035,0.2031,0.2068,12.33,12.10,1.0182,0.1890,13.25,37.0640,0.7823,47.38
input_rows=4608,fp16,3.2869,0.2057,0.3045,15.98,10.79,1.4804,0.4576,7.18,35.9941,0.2929,122.87
input_rows=4608,fp32,3.1676,0.2562,0.2609,12.36,12.14,1.0183,0.2342,13.52,50.1571,1.0126,49.53
input_rows=5120,fp16,4.0569,0.2537,0.3749,15.99,10.82,1.4781,0.5651,7.18,85.6925,0.3517,243.62
input_rows=5120,fp32,3.9096,0.3152,0.3210,12.40,12.18,1.0185,0.2878,13.59,53.4206,1.2620,42.33
input_rows=5632,fp16,4.9080,0.3053,0.4529,16.08,10.84,1.4836,0.6834,7.18,54.0061,0.4324,124.90
input_rows=5632,fp32,4.7296,0.3806,0.3876,12.43,12.20,1.0184,0.3489,13.55,91.5089,1.4887,61.47
input_rows=6144,fp16,5.8405,0.3635,0.5385,16.07,10.85,1.4813,0.8136,7.18,54.6030,0.5056,108.00
input_rows=6144,fp32,5.6274,0.4521,0.4604,12.45,12.22,1.0184,0.4131,13.62,74.3953,1.8549,40.11
input_rows=6656,fp16,6.8552,0.4251,0.6312,16.13,10.86,1.4850,0.9545,7.18,66.7421,0.5841,114.27
input_rows=6656,fp32,6.6033,0.5301,0.5396,12.46,12.24,1.0179,0.4852,13.61,122.5345,2.1549,56.86
input_rows=7168,fp16,7.9510,0.4931,0.7314,16.12,10.87,1.4832,1.1096,7.17,160.5466,0.6691,239.94
input_rows=7168,fp32,7.6572,0.6137,0.6250,12.48,12.25,1.0185,0.5625,13.61,98.7789,2.4687,40.01
input_rows=7680,fp16,9.1268,0.5640,0.8390,16.18,10.88,1.4876,1.2744,7.16,76.4591,0.7600,100.61
input_rows=7680,fp32,8.7893,0.7040,0.7169,12.48,12.26,1.0183,0.6445,13.64,161.2823,2.8721,56.15
input_rows=8192,fp16,10.3836,0.6428,0.9538,16.15,10.89,1.4838,1.4575,7.12,72.7776,0.8782,82.88
input_rows=8192,fp32,9.9995,0.8003,0.8149,12.49,12.27,1.0182,0.7393,13.53,126.7215,3.2845,38.58
input_rows=8704,fp16,11.7216,0.7232,1.0767,16.21,10.89,1.4887,1.6435,7.13,113.6969,0.9805,115.96
input_rows=8704,fp32,11.2878,0.9033,0.9194,12.50,12.28,1.0179,0.8278,13.64,149.1716,3.8846,38.40
input_rows=9216,fp16,13.1406,0.8125,1.2067,16.17,10.89,1.4852,1.8299,7.18,105.2667,1.0713,98.26
input_rows=9216,fp32,12.6541,1.0125,1.0305,12.50,12.28,1.0178,0.9270,13.65,158.1662,4.5579,34.70
input_rows=9728,fp16,14.6409,0.9028,1.3441,16.22,10.89,1.4887,2.0527,7.13,116.9637,1.1871,98.53
input_rows=9728,fp32,14.0994,1.1279,1.1478,12.50,12.28,1.0176,1.0310,13.68,183.7689,4.7145,38.98
input_rows=10240,fp16,16.2227,1.0018,1.4889,16.19,10.90,1.4861,2.2640,7.17,105.0841,1.3068,80.42
input_rows=10240,fp32,15.6215,1.2487,1.2713,12.51,12.29,1.0181,1.1430,13.67,192.8611,5.2956,36.42
