params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
N=1024,fp16,0.0108,0.0055,0.0077,1.95,1.40
N=1024,bf16,0.0107,0.0053,0.0076,2.02,1.40
N=1024,fp32,0.0151,0.0109,0.0130,1.39,1.16
N=2048,fp16,0.0180,0.0109,0.0146,1.65,1.23
N=2048,bf16,0.0184,0.0108,0.0144,1.70,1.28
N=2048,fp32,0.0257,0.0185,0.0231,1.39,1.11
N=3072,fp16,0.0246,0.0149,0.0200,1.65,1.23
N=3072,bf16,0.0249,0.0146,0.0199,1.71,1.25
N=3072,fp32,0.0376,0.0257,0.0289,1.46,1.30
N=4096,fp16,0.0320,0.0185,0.0252,1.72,1.27
N=4096,bf16,0.0322,0.0184,0.0254,1.74,1.27
N=4096,fp32,0.0501,0.0329,0.0376,1.52,1.33
N=5120,fp16,0.0403,0.0214,0.0297,1.89,1.36
N=5120,bf16,0.0405,0.0218,0.0298,1.86,1.36
N=5120,fp32,0.0661,0.0401,0.0432,1.65,1.53
N=6144,fp16,0.0488,0.0256,0.0351,1.91,1.39
N=6144,bf16,0.0493,0.0258,0.0351,1.91,1.41
N=6144,fp32,0.0780,0.0472,0.0521,1.65,1.50
N=7168,fp16,0.0564,0.0300,0.0402,1.88,1.40
N=7168,bf16,0.0568,0.0292,0.0402,1.95,1.41
N=7168,fp32,0.0902,0.0540,0.0601,1.67,1.50
N=8192,fp16,0.0638,0.0338,0.0452,1.89,1.41
N=8192,bf16,0.0643,0.0340,0.0450,1.89,1.43
N=8192,fp32,0.1023,0.0608,0.0666,1.68,1.54
N=9216,fp16,0.0712,0.0358,0.0492,1.99,1.45
N=9216,bf16,0.0711,0.0364,0.0496,1.95,1.43
N=9216,fp32,0.1138,0.0677,0.0746,1.68,1.53
N=10240,fp16,0.0777,0.0403,0.0540,1.93,1.44
N=10240,bf16,0.0785,0.0402,0.0543,1.95,1.45
N=10240,fp32,0.1259,0.0750,0.0804,1.68,1.57
N=11264,fp16,0.0849,0.0441,0.0586,1.93,1.45
N=11264,bf16,0.0854,0.0448,0.0589,1.91,1.45
N=11264,fp32,0.1378,0.0820,0.0887,1.68,1.55
N=12288,fp16,0.0917,0.0479,0.0634,1.92,1.45
N=12288,bf16,0.0926,0.0474,0.0641,1.95,1.44
N=12288,fp32,0.1498,0.0886,0.0949,1.69,1.58
N=13312,fp16,0.0989,0.0514,0.0679,1.92,1.46
N=13312,bf16,0.1000,0.0526,0.0686,1.90,1.46
N=13312,fp32,0.1615,0.0956,0.1030,1.69,1.57
N=14336,fp16,0.1061,0.0540,0.0727,1.97,1.46
N=14336,bf16,0.1068,0.0544,0.0732,1.96,1.46
N=14336,fp32,0.1736,0.1025,0.1104,1.69,1.57
N=15360,fp16,0.1130,0.0585,0.0776,1.93,1.46
N=15360,bf16,0.1139,0.0595,0.0779,1.91,1.46
N=15360,fp32,0.1853,0.1102,0.1167,1.68,1.59
N=16384,fp16,0.1203,0.0624,0.0824,1.93,1.46
N=16384,bf16,0.1208,0.0633,0.0832,1.91,1.45
N=16384,fp32,0.1974,0.1162,0.1251,1.70,1.58
N=17408,fp16,0.1270,0.0646,0.0870,1.97,1.46
N=17408,bf16,0.1283,0.0661,0.0870,1.94,1.47
N=17408,fp32,0.2092,0.1237,0.1309,1.69,1.60
N=18432,fp16,0.1340,0.0680,0.0916,1.97,1.46
N=18432,bf16,0.1351,0.0684,0.0919,1.97,1.47
N=18432,fp32,0.2209,0.1309,0.1392,1.69,1.59
N=19456,fp16,0.1413,0.0720,0.0963,1.96,1.47
N=19456,bf16,0.1422,0.0740,0.0969,1.92,1.47
N=19456,fp32,0.2328,0.1378,0.1460,1.69,1.60
N=20480,fp16,0.1485,0.0757,0.1012,1.96,1.47
N=20480,bf16,0.1492,0.0774,0.1015,1.93,1.47
N=20480,fp32,0.2452,0.1447,0.1529,1.69,1.60
