params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=2500000,fp16,0.0032,0.0030,0.0032,1.05,0.98,1.0648,0.0030,1.06,0.0533,0.0307,1.74
n=2500000,bf16,0.0031,0.0030,0.0032,1.03,0.96,1.0750,0.0030,1.02,0.0533,0.0306,1.74
n=2500000,fp32,0.0044,0.0044,0.0045,1.01,0.98,1.0276,0.0044,1.00,0.0640,0.0448,1.43
n=5000000,fp16,0.0049,0.0045,0.0047,1.09,1.04,1.0429,0.0045,1.08,0.1077,0.0443,2.43
n=5000000,bf16,0.0048,0.0047,0.0049,1.03,0.99,1.0486,0.0043,1.13,0.1077,0.0442,2.44
n=5000000,fp32,0.0081,0.0081,0.0082,1.00,0.99,1.0085,0.0082,0.99,0.1600,0.0742,2.16
n=7500000,fp16,0.0068,0.0067,0.0069,1.01,0.98,1.0327,0.0068,1.01,0.1184,0.0606,1.95
n=7500000,bf16,0.0066,0.0066,0.0068,1.01,0.98,1.0338,0.0065,1.01,0.1183,0.0606,1.95
n=7500000,fp32,0.0114,0.0114,0.0116,1.00,0.98,1.0144,0.0115,0.99,0.1529,0.1078,1.42
n=10000000,fp16,0.0087,0.0087,0.0089,1.00,0.98,1.0256,0.0087,1.00,0.1046,0.0763,1.37
n=10000000,bf16,0.0088,0.0087,0.0089,1.01,0.99,1.0186,0.0086,1.03,0.1046,0.0762,1.37
n=10000000,fp32,0.0145,0.0145,0.0145,1.00,1.00,1.0028,0.0146,0.99,0.1485,0.1393,1.07
n=12500000,fp16,0.0105,0.0104,0.0107,1.01,0.98,1.0300,0.0109,0.96,0.1477,0.0919,1.61
n=12500000,bf16,0.0104,0.0103,0.0106,1.01,0.98,1.0262,0.0104,1.00,0.1476,0.0918,1.61
n=12500000,fp32,0.0175,0.0174,0.0175,1.00,1.00,1.0027,0.0178,0.98,0.2455,0.1647,1.49
n=15000000,fp16,0.0120,0.0120,0.0124,1.00,0.97,1.0324,0.0120,1.00,0.2174,0.1109,1.96
n=15000000,bf16,0.0121,0.0121,0.0124,1.00,0.98,1.0247,0.0120,1.01,0.2174,0.1109,1.96
n=15000000,fp32,0.0208,0.0208,0.0209,1.00,1.00,1.0041,0.0209,1.00,0.3339,0.1987,1.68
n=17500000,fp16,0.0142,0.0135,0.0139,1.05,1.02,1.0277,0.0136,1.05,0.2280,0.1230,1.85
n=17500000,bf16,0.0136,0.0136,0.0140,1.01,0.98,1.0300,0.0130,1.04,0.2280,0.1227,1.86
n=17500000,fp32,0.0235,0.0233,0.0233,1.01,1.01,1.0017,0.0236,0.99,0.3621,0.2293,1.58
n=20000000,fp16,0.0153,0.0151,0.0156,1.01,0.98,1.0334,0.0153,1.00,0.1929,0.1338,1.44
n=20000000,bf16,0.0153,0.0151,0.0156,1.01,0.98,1.0312,0.0153,1.00,0.1929,0.1337,1.44
n=20000000,fp32,0.0264,0.0264,0.0263,1.00,1.00,0.9982,0.0265,1.00,0.2814,0.2557,1.10
n=22500000,fp16,0.0171,0.0167,0.0173,1.03,0.99,1.0321,0.0169,1.01,0.2606,0.1542,1.69
n=22500000,bf16,0.0172,0.0168,0.0173,1.02,0.99,1.0293,0.0170,1.01,0.2602,0.1542,1.69
n=22500000,fp32,0.0291,0.0291,0.0291,1.00,1.00,1.0008,0.0292,1.00,0.4353,0.2909,1.50
n=25000000,fp16,0.0185,0.0183,0.0189,1.01,0.98,1.0321,0.0185,1.00,0.3193,0.1700,1.88
n=25000000,bf16,0.0184,0.0182,0.0188,1.01,0.97,1.0352,0.0184,1.00,0.3188,0.1703,1.87
n=25000000,fp32,0.0321,0.0320,0.0320,1.00,1.00,1.0006,0.0322,1.00,0.5673,0.3201,1.77
n=27500000,fp16,0.0200,0.0199,0.0205,1.01,0.98,1.0292,0.0200,1.00,0.2924,0.1850,1.58
n=27500000,bf16,0.0201,0.0200,0.0206,1.01,0.98,1.0313,0.0201,1.00,0.2924,0.1849,1.58
n=27500000,fp32,0.0350,0.0350,0.0349,1.00,1.00,0.9990,0.0352,1.00,0.5236,0.3497,1.50
n=30000000,fp16,0.0223,0.0215,0.0222,1.04,1.00,1.0325,0.0218,1.02,0.2725,0.2044,1.33
n=30000000,bf16,0.0226,0.0216,0.0223,1.05,1.01,1.0325,0.0220,1.02,0.2726,0.2042,1.33
n=30000000,fp32,0.0379,0.0378,0.0379,1.00,1.00,1.0008,0.0377,1.00,0.4239,0.3808,1.11
n=32500000,fp16,0.0233,0.0232,0.0240,1.00,0.97,1.0321,0.0234,1.00,0.3348,0.2176,1.54
n=32500000,bf16,0.0234,0.0232,0.0239,1.01,0.98,1.0328,0.0234,1.00,0.3350,0.2174,1.54
n=32500000,fp32,0.0408,0.0407,0.0408,1.00,1.00,1.0004,0.0409,1.00,0.6188,0.4154,1.49
n=35000000,fp16,0.0252,0.0248,0.0256,1.02,0.99,1.0320,0.0251,1.01,0.4282,0.2304,1.86
n=35000000,bf16,0.0250,0.0246,0.0254,1.02,0.99,1.0339,0.0247,1.01,0.4287,0.2302,1.86
n=35000000,fp32,0.0438,0.0437,0.0438,1.00,1.00,1.0036,0.0439,1.00,0.7751,0.4449,1.74
n=37500000,fp16,0.0263,0.0262,0.0270,1.01,0.97,1.0332,0.0264,1.00,0.3979,0.2486,1.60
n=37500000,bf16,0.0265,0.0264,0.0272,1.01,0.97,1.0322,0.0265,1.00,0.3977,0.2482,1.60
n=37500000,fp32,0.0470,0.0469,0.0469,1.00,1.00,1.0015,0.0471,1.00,0.7235,0.4778,1.51
n=40000000,fp16,0.0280,0.0278,0.0287,1.01,0.97,1.0341,0.0281,1.00,0.3539,0.2546,1.39
n=40000000,bf16,0.0281,0.0279,0.0288,1.01,0.98,1.0319,0.0282,1.00,0.3540,0.2545,1.39
n=40000000,fp32,0.0491,0.0490,0.0491,1.00,1.00,1.0014,0.0492,1.00,0.5367,0.5019,1.07
n=42500000,fp16,0.0302,0.0293,0.0303,1.03,1.00,1.0334,0.0297,1.02,0.5020,0.2788,1.80
n=42500000,bf16,0.0301,0.0293,0.0304,1.03,0.99,1.0356,0.0296,1.02,0.5018,0.2787,1.80
n=42500000,fp32,0.0521,0.0519,0.0519,1.00,1.00,0.9997,0.0522,1.00,0.9181,0.5410,1.70
n=45000000,fp16,0.0310,0.0308,0.0319,1.01,0.97,1.0350,0.0310,1.00,0.5080,0.2984,1.70
n=45000000,bf16,0.0311,0.0309,0.0319,1.01,0.97,1.0347,0.0311,1.00,0.5077,0.2984,1.70
n=45000000,fp32,0.0550,0.0549,0.0552,1.00,1.00,1.0051,0.0551,1.00,0.9843,0.5707,1.72
n=47500000,fp16,0.0329,0.0324,0.0336,1.02,0.98,1.0358,0.0328,1.00,0.5616,0.3088,1.82
n=47500000,bf16,0.0331,0.0325,0.0336,1.02,0.98,1.0339,0.0329,1.00,0.5619,0.3087,1.82
n=47500000,fp32,0.0577,0.0578,0.0578,1.00,1.00,1.0003,0.0579,1.00,1.0442,0.6025,1.73
n=50000000,fp16,0.0340,0.0340,0.0351,1.00,0.97,1.0334,0.0341,1.00,0.4322,0.3197,1.35
n=50000000,bf16,0.0343,0.0340,0.0351,1.01,0.98,1.0325,0.0344,1.00,0.4321,0.3198,1.35
n=50000000,fp32,0.0609,0.0609,0.0609,1.00,1.00,0.9992,0.0611,1.00,0.6793,0.6251,1.09
