params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
rows=512,fp16,0.0130,0.0021,0.0024,6.08,5.37,1.1318,0.0027,4.87
rows=512,bf16,0.0126,0.0022,0.0026,5.63,4.88,1.1544,0.0027,4.88
rows=512,fp32,0.0104,0.0023,0.0029,4.55,3.64,1.2509,0.0034,3.20
rows=1024,fp16,0.0176,0.0036,0.0035,4.82,5.07,0.9495,0.0036,4.85
rows=1024,bf16,0.0173,0.0037,0.0034,4.68,5.11,0.9170,0.0036,4.93
rows=1024,fp32,0.0188,0.0041,0.0040,4.63,4.73,0.9790,0.0060,3.06
rows=1536,fp16,0.0281,0.0071,0.0068,3.99,4.12,0.9684,0.0079,3.52
rows=1536,bf16,0.0292,0.0070,0.0068,4.19,4.27,0.9802,0.0076,3.71
rows=1536,fp32,0.0308,0.0077,0.0081,3.98,3.78,1.0516,0.0124,2.49
rows=2048,fp16,0.0416,0.0106,0.0089,3.93,4.69,0.8374,0.0087,4.75
rows=2048,bf16,0.0422,0.0106,0.0089,3.98,4.76,0.8370,0.0087,4.91
rows=2048,fp32,0.0465,0.0121,0.0110,3.85,4.25,0.9064,0.0198,2.37
rows=2560,fp16,0.0588,0.0160,0.0146,3.68,4.02,0.9156,0.0166,3.58
rows=2560,bf16,0.0596,0.0159,0.0144,3.75,4.14,0.9056,0.0160,3.72
rows=2560,fp32,0.0695,0.0176,0.0175,3.96,3.96,0.9990,0.0287,2.47
rows=3072,fp16,0.0805,0.0215,0.0173,3.75,4.66,0.8051,0.0155,5.18
rows=3072,bf16,0.0814,0.0215,0.0173,3.78,4.70,0.8049,0.0155,5.26
rows=3072,fp32,0.1169,0.0234,0.0214,4.99,5.47,0.9114,0.0397,2.95
rows=3584,fp16,0.1071,0.0291,0.0252,3.69,4.25,0.8679,0.0292,3.65
rows=3584,bf16,0.1086,0.0290,0.0252,3.74,4.30,0.8696,0.0286,3.77
rows=3584,fp32,0.1667,0.0312,0.0305,5.34,5.47,0.9759,0.0532,3.12
rows=4096,fp16,0.1504,0.0359,0.0288,4.19,5.22,0.8017,0.0245,6.10
rows=4096,bf16,0.1500,0.0360,0.0288,4.17,5.21,0.7998,0.0246,6.23
rows=4096,fp32,0.2240,0.0391,0.0352,5.74,6.36,0.9019,0.0681,3.30
rows=4608,fp16,0.2098,0.0457,0.0389,4.59,5.39,0.8529,0.0460,4.58
rows=4608,bf16,0.2111,0.0457,0.0389,4.62,5.42,0.8524,0.0451,4.69
