params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
n=1000000,int32,0.0802,0.3050,0.3478,0.26,0.23
n=2000000,int32,0.1280,0.3935,0.4562,0.33,0.28
n=3000000,int32,0.1613,0.4581,0.5731,0.35,0.28
n=4000000,int32,0.2031,0.5569,0.6898,0.36,0.29
n=5000000,int32,0.2439,0.6240,0.7943,0.39,0.31
n=6000000,int32,0.2845,0.7032,0.9094,0.40,0.31
n=7000000,int32,0.3197,0.7819,1.0163,0.41,0.31
n=8000000,int32,0.3610,0.8468,1.1159,0.43,0.32
n=9000000,int32,0.3943,0.9275,1.2276,0.43,0.32
n=10000000,int32,0.4325,1.0431,1.3599,0.41,0.32
n=11000000,int32,0.4697,1.1140,1.4682,0.42,0.32
n=12000000,int32,0.5087,1.2138,1.5924,0.42,0.32
n=13000000,int32,0.5436,1.3050,1.7181,0.42,0.32
n=14000000,int32,0.5777,1.3969,1.8352,0.41,0.31
n=15000000,int32,0.6184,1.4967,1.9606,0.41,0.32
n=16000000,int32,0.6537,1.5862,2.0775,0.41,0.31
n=17000000,int32,0.6901,1.6906,2.2093,0.41,0.31
n=18000000,int32,0.7264,1.7863,2.3329,0.41,0.31
n=19000000,int32,0.7647,1.8891,2.4673,0.40,0.31
n=20000000,int32,0.8020,2.0057,2.5968,0.40,0.31
