params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
M=512,fp16,0.0185,0.0021,0.0022,8.65,8.55,1.0118,0.0021,9.39
M=512,bf16,0.0184,0.0019,0.0021,9.46,8.72,1.0849,0.0018,11.23
M=512,fp32,0.0175,0.0021,0.0023,8.32,7.70,1.0808,0.0020,9.17
M=1024,fp16,0.0265,0.0034,0.0029,7.73,9.15,0.8452,0.0023,11.59
M=1024,bf16,0.0270,0.0022,0.0033,12.14,8.24,1.4740,0.0022,12.11
M=1024,fp32,0.0280,0.0027,0.0035,10.48,8.09,1.2953,0.0028,10.10
M=1536,fp16,0.0401,0.0039,0.0064,10.40,6.30,1.6492,0.0037,10.86
M=1536,bf16,0.0401,0.0042,0.0064,9.62,6.23,1.5437,0.0038,10.63
M=1536,fp32,0.0402,0.0055,0.0070,7.25,5.75,1.2606,0.0052,7.89
M=2048,fp16,0.0570,0.0051,0.0078,11.23,7.29,1.5414,0.0038,15.21
M=2048,bf16,0.0579,0.0058,0.0078,9.93,7.46,1.3312,0.0038,15.27
M=2048,fp32,0.0599,0.0075,0.0085,7.99,7.07,1.1300,0.0074,8.36
M=2560,fp16,0.0939,0.0083,0.0145,11.37,6.48,1.7527,0.0079,11.95
M=2560,bf16,0.0927,0.0079,0.0145,11.68,6.38,1.8303,0.0062,15.00
M=2560,fp32,0.0987,0.0112,0.0151,8.83,6.52,1.3547,0.0111,9.02
M=3072,fp16,0.1339,0.0089,0.0198,14.98,6.77,2.2118,0.0078,17.24
M=3072,bf16,0.1336,0.0090,0.0197,14.86,6.78,2.1925,0.0084,15.76
M=3072,fp32,0.1409,0.0150,0.0209,9.42,6.75,1.3954,0.0146,9.70
M=3584,fp16,0.1776,0.0146,0.0258,12.15,6.88,1.7656,0.0140,12.73
M=3584,bf16,0.1785,0.0154,0.0258,11.56,6.92,1.6702,0.0109,16.35
M=3584,fp32,0.1898,0.0193,0.0273,9.84,6.95,1.4142,0.0194,9.85
M=4096,fp16,0.2270,0.0147,0.0249,15.44,9.11,1.6940,0.0126,18.10
M=4096,bf16,0.2281,0.0148,0.0238,15.43,9.57,1.6125,0.0125,18.17
M=4096,fp32,0.2428,0.0231,0.0274,10.52,8.85,1.1884,0.0231,10.43
M=4608,fp16,0.2843,0.0207,0.0405,13.72,7.02,1.9538,0.0206,13.77
M=4608,bf16,0.2838,0.0224,0.0405,12.70,7.01,1.8109,0.0216,13.15
M=4608,fp32,0.3018,0.0278,0.0419,10.85,7.20,1.5081,0.0296,10.20
M=5120,fp16,0.3446,0.0209,0.0487,16.52,7.07,2.3367,0.0194,17.88
M=5120,bf16,0.3449,0.0209,0.0498,16.48,6.93,2.3793,0.0195,17.72
M=5120,fp32,0.3677,0.0339,0.0510,10.86,7.21,1.5057,0.0335,11.01
M=5632,fp16,0.4138,0.0294,0.0592,14.06,6.99,2.0096,0.0291,14.23
M=5632,bf16,0.4145,0.0295,0.0591,14.07,7.01,2.0063,0.0314,13.20
M=5632,fp32,0.4428,0.0402,0.0610,11.02,7.26,1.5179,0.0426,10.39
M=6144,fp16,0.4882,0.0271,0.0710,18.03,6.87,2.6232,0.0252,19.44
