params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
N=256,fp16,0.0015,0.0014,0.0014,1.06,1.05,1.0091,0.0016,0.96
N=256,bf16,0.0015,0.0014,0.0015,1.04,0.97,1.0723,0.0017,0.90
N=256,fp32,0.0016,0.0015,0.0017,1.04,0.94,1.1150,0.0018,1.04
N=256,int8,0.0014,0.0013,0.0014,1.05,1.02,1.0268,0.0014,1.05
N=512,fp16,0.0017,0.0016,0.0018,1.04,0.95,1.0906,0.0019,1.01
N=512,bf16,0.0016,0.0016,0.0017,1.03,0.95,1.0825,0.0019,1.03
N=512,fp32,0.0021,0.0020,0.0021,1.02,1.00,1.0174,0.0018,0.99
N=512,int8,0.0016,0.0015,0.0015,1.02,1.02,1.0036,0.0018,1.06
N=768,fp16,0.0021,0.0021,0.0021,1.03,1.02,1.0102,0.0021,1.00
N=768,bf16,0.0021,0.0020,0.0020,1.03,1.02,1.0164,0.0020,1.05
N=768,fp32,0.0023,0.0023,0.0023,1.02,1.02,1.0081,0.0022,1.00
N=768,int8,0.0019,0.0018,0.0019,1.05,1.00,1.0502,0.0017,1.05
N=1024,fp16,0.0023,0.0024,0.0023,0.97,1.01,0.9602,0.0022,1.02
N=1024,bf16,0.0023,0.0023,0.0022,0.99,1.02,0.9636,0.0021,1.05
N=1024,fp32,0.0026,0.0026,0.0026,1.00,0.97,1.0291,0.0029,0.92
N=1024,int8,0.0020,0.0019,0.0018,1.04,1.13,0.9216,0.0019,1.06
N=1280,fp16,0.0026,0.0028,0.0025,0.94,1.05,0.8965,0.0028,0.96
N=1280,bf16,0.0027,0.0029,0.0026,0.93,1.03,0.9012,0.0025,1.09
N=1280,fp32,0.0034,0.0033,0.0033,1.02,1.03,0.9907,0.0034,0.92
N=1280,int8,0.0023,0.0022,0.0022,1.07,1.06,1.0073,0.0020,1.16
N=1536,fp16,0.0030,0.0029,0.0027,1.04,1.09,0.9545,0.0032,0.90
N=1536,bf16,0.0029,0.0028,0.0029,1.03,1.03,1.0014,0.0033,0.89
N=1536,fp32,0.0043,0.0042,0.0042,1.02,1.01,1.0124,0.0041,0.98
N=1536,int8,0.0026,0.0025,0.0022,1.07,1.17,0.9110,0.0024,1.08
N=1792,fp16,0.0035,0.0034,0.0034,1.03,1.01,1.0194,0.0036,0.98
N=1792,bf16,0.0034,0.0030,0.0034,1.14,1.02,1.1257,0.0032,1.08
N=1792,fp32,0.0051,0.0055,0.0052,0.94,1.00,0.9401,0.0056,1.01
N=1792,int8,0.0030,0.0033,0.0029,0.89,1.01,0.8804,0.0025,1.19
N=2048,fp16,0.0041,0.0038,0.0039,1.06,1.05,1.0092,0.0038,1.05
N=2048,bf16,0.0040,0.0036,0.0035,1.12,1.14,0.9790,0.0036,1.10
N=2048,fp32,0.0070,0.0067,0.0067,1.06,1.05,1.0099,0.0071,0.98
N=2048,int8,0.0036,0.0034,0.0028,1.04,1.25,0.8326,0.0029,1.22
N=2304,fp16,0.0048,0.0058,0.0044,0.82,1.09,0.7579,0.0047,1.02
N=2304,bf16,0.0048,0.0047,0.0044,1.02,1.09,0.9379,0.0049,1.01
N=2304,fp32,0.0088,0.0082,0.0084,1.06,1.05,1.0146,0.0088,1.00
N=2304,int8,0.0041,0.0029,0.0030,1.39,1.38,1.0047,0.0030,1.35
N=2560,fp16,0.0060,0.0059,0.0054,1.01,1.10,0.9206,0.0056,1.06
N=2560,bf16,0.0056,0.0053,0.0056,1.07,1.00,1.0656,0.0057,1.09
N=2560,fp32,0.0105,0.0111,0.0104,0.95,1.01,0.9406,0.0105,0.99
N=2560,int8,0.0048,0.0035,0.0036,1.38,1.34,1.0274,0.0035,1.41
N=2816,fp16,0.0068,0.0059,0.0060,1.16,1.14,1.0119,0.0066,1.07
N=2816,bf16,0.0070,0.0063,0.0067,1.12,1.04,1.0690,0.0066,1.04
N=2816,fp32,0.0122,0.0127,0.0121,0.96,1.01,0.9562,0.0126,0.96
N=2816,int8,0.0057,0.0036,0.0038,1.58,1.50,1.0534,0.0034,1.63
N=3072,fp16,0.0082,0.0081,0.0081,1.01,1.01,1.0079,0.0079,1.07
N=3072,bf16,0.0082,0.0081,0.0074,1.01,1.11,0.9143,0.0083,1.01
N=3072,fp32,0.0140,0.0146,0.0139,0.95,1.00,0.9507,0.0139,1.01
N=3072,int8,0.0064,0.0050,0.0040,1.28,1.59,0.8044,0.0039,1.65
N=3328,fp16,0.0095,0.0089,0.0089,1.06,1.06,0.9963,0.0092,1.06
N=3328,bf16,0.0093,0.0089,0.0091,1.05,1.03,1.0153,0.0092,1.03
N=3328,fp32,0.0158,0.0167,0.0158,0.94,1.00,0.9429,0.0159,1.00
N=3328,int8,0.0074,0.0049,0.0048,1.51,1.55,0.9704,0.0047,1.58
