params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
"cols=512, rows=512",int8,0.0083,0.0019,0.0020,4.25,4.09,1.0526,0.0020,4.22,0.0191,0.0176,1.08
"cols=1024, rows=512",int8,0.0089,0.0018,0.0019,4.91,4.69,1.0556,0.0020,4.49,0.0213,0.0194,1.10
"cols=2048, rows=512",int8,0.0107,0.0022,0.0023,4.96,4.68,1.0455,0.0026,4.05,0.0237,0.0221,1.07
"cols=4096, rows=512",int8,0.0153,0.0026,0.0031,5.79,4.88,1.1923,0.0035,4.34,0.0307,0.0278,1.10
"cols=8192, rows=512",int8,0.0251,0.0038,0.0043,6.63,5.80,1.1316,0.0040,6.27,0.0448,0.0377,1.19
"cols=512, rows=1024",int8,0.0084,0.0020,0.0022,4.12,3.85,1.1000,0.0017,4.81,0.0218,0.0201,1.09
"cols=1024, rows=1024",int8,0.0105,0.0021,0.0022,5.05,4.82,1.0476,0.0025,4.16,0.0244,0.0225,1.08
"cols=2048, rows=1024",int8,0.0155,0.0026,0.0038,5.92,4.04,1.4615,0.0028,5.58,0.0294,0.0283,1.04
"cols=4096, rows=1024",int8,0.0250,0.0039,0.0043,6.49,5.78,1.1026,0.0039,6.42,0.0444,0.0401,1.11
"cols=8192, rows=1024",int8,0.0443,0.0062,0.0073,7.17,6.04,1.1774,0.0063,7.01,0.0664,0.0579,1.15
"cols=512, rows=2048",int8,0.0101,0.0024,0.0027,4.15,3.72,1.1250,0.0023,4.38,0.0245,0.0240,1.02
"cols=1024, rows=2048",int8,0.0156,0.0027,0.0038,5.80,4.08,1.4074,0.0026,6.12,0.0281,0.0290,0.97
"cols=2048, rows=2048",int8,0.0248,0.0038,0.0043,6.52,5.76,1.1316,0.0038,6.56,0.0349,0.0384,0.91
"cols=4096, rows=2048",int8,0.0437,0.0061,0.0072,7.16,6.07,1.1803,0.0063,6.95,0.0619,0.0589,1.05
"cols=8192, rows=2048",int8,0.0869,0.0109,0.0129,8.01,6.75,1.1835,0.0108,8.07,0.1080,0.1017,1.06
"cols=512, rows=4096",int8,0.0155,0.0037,0.0041,4.21,3.84,1.1081,0.0035,4.48,0.0290,0.0328,0.88
"cols=1024, rows=4096",int8,0.0251,0.0039,0.0044,6.44,5.76,1.1282,0.0039,6.39,0.0362,0.0419,0.86
"cols=2048, rows=4096",int8,0.0444,0.0063,0.0073,7.01,6.08,1.1587,0.0064,6.89,0.0569,0.0600,0.95
"cols=4096, rows=4096",int8,0.0870,0.0108,0.0128,8.08,6.82,1.1852,0.0107,8.14,0.1056,0.1000,1.06
"cols=8192, rows=4096",int8,0.1856,0.0193,0.0233,9.60,7.97,1.2073,0.0191,9.70,0.1982,0.1896,1.05
