params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
seq_len=1024,float16,0.3578,0.3728,0.3923,0.96,0.91
seq_len=2048,float16,1.0166,1.0713,1.2830,0.95,0.79
seq_len=3072,float16,2.2107,2.3942,2.5863,0.92,0.85
seq_len=4096,float16,3.7514,4.0791,4.3163,0.92,0.87
seq_len=5120,float16,5.4801,5.9954,6.5436,0.91,0.84
seq_len=6144,float16,7.6835,8.4085,9.2373,0.91,0.83
seq_len=7168,float16,10.4468,11.3272,12.4115,0.92,0.84
seq_len=8192,float16,13.3155,14.5583,16.0692,0.91,0.83
seq_len=9216,float16,16.7760,18.3181,20.1100,0.92,0.83
seq_len=10240,float16,20.4864,22.7834,24.9679,0.90,0.82
seq_len=11264,float16,24.7243,27.2498,29.8305,0.91,0.83
seq_len=12288,float16,29.5585,32.6314,35.5256,0.91,0.83
seq_len=13312,float16,34.5827,38.1643,41.7123,0.91,0.83
seq_len=14336,float16,40.1876,44.3753,48.3261,0.91,0.83
seq_len=15360,float16,46.1986,50.9112,55.6376,0.91,0.83
seq_len=16384,float16,52.6742,57.7959,63.1717,0.91,0.83
seq_len=17408,float16,59.6772,65.2760,71.2403,0.91,0.84
seq_len=18432,float16,66.4532,73.0418,79.7673,0.91,0.83
seq_len=19456,float16,74.0225,81.4807,88.9131,0.91,0.83
seq_len=20480,float16,81.8044,90.1309,98.3238,0.91,0.83
