params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
rows=512,fp16,0.0130,0.0019,0.0020,6.87,6.54,1.0504,0.0023,5.58,0.0413,0.0407,1.01
rows=512,bf16,0.0133,0.0021,0.0022,6.40,6.00,1.0668,0.0025,5.33,0.0402,0.0405,0.99
rows=512,fp32,0.0104,0.0020,0.0022,5.08,4.68,1.0845,0.0025,4.21,0.0501,0.0470,1.06
rows=1024,fp16,0.0178,0.0037,0.0038,4.82,4.66,1.0333,0.0032,5.49,0.0803,0.0991,0.81
rows=1024,bf16,0.0178,0.0037,0.0035,4.81,5.01,0.9606,0.0032,5.61,0.0803,0.0992,0.81
rows=1024,fp32,0.0181,0.0036,0.0037,5.09,4.95,1.0270,0.0041,4.41,0.1141,0.1453,0.79
rows=1536,fp16,0.0288,0.0050,0.0061,5.78,4.73,1.2215,0.0056,5.17,0.1662,0.1267,1.31
rows=1536,bf16,0.0290,0.0052,0.0051,5.58,5.65,0.9886,0.0056,5.18,0.1631,0.1333,1.22
rows=1536,fp32,0.0305,0.0077,0.0065,3.96,4.70,0.8422,0.0066,4.65,0.2711,0.1832,1.48
rows=2048,fp16,0.0420,0.0076,0.0076,5.53,5.53,0.9984,0.0078,5.41,0.2880,0.1998,1.44
rows=2048,bf16,0.0429,0.0075,0.0079,5.69,5.46,1.0427,0.0080,5.34,0.2659,0.1998,1.33
rows=2048,fp32,0.0463,0.0115,0.0107,4.03,4.31,0.9350,0.0096,4.84,0.6858,0.3238,2.12
rows=2560,fp16,0.0593,0.0119,0.0116,4.97,5.12,0.9725,0.0105,5.65,0.5730,0.2870,2.00
rows=2560,bf16,0.0595,0.0120,0.0108,4.97,5.49,0.9048,0.0106,5.62,0.6436,0.3038,2.12
rows=2560,fp32,0.0691,0.0167,0.0149,4.15,4.63,0.8963,0.0131,5.28,1.2905,0.4546,2.84
rows=3072,fp16,0.0805,0.0170,0.0149,4.75,5.39,0.8808,0.0142,5.68,1.1179,0.4198,2.66
rows=3072,bf16,0.0815,0.0171,0.0151,4.75,5.40,0.8804,0.0143,5.68,0.9301,0.4198,2.22
rows=3072,fp32,0.1178,0.0230,0.0203,5.11,5.81,0.8798,0.0186,6.34,1.8417,0.6646,2.77
rows=3584,fp16,0.1073,0.0226,0.0192,4.75,5.60,0.8493,0.0185,5.79,1.5423,0.5545,2.78
rows=3584,bf16,0.1085,0.0226,0.0192,4.80,5.66,0.8482,0.0186,5.83,1.5736,0.5545,2.84
rows=3584,fp32,0.1674,0.0307,0.0268,5.46,6.26,0.8723,0.0246,6.80,2.9740,0.8424,3.53
rows=4096,fp16,0.1506,0.0292,0.0250,5.15,6.01,0.8569,0.0231,6.52,2.1613,0.7599,2.84
rows=4096,bf16,0.1508,0.0294,0.0248,5.12,6.09,0.8419,0.0231,6.53,2.1466,0.7596,2.83
rows=4096,fp32,0.2240,0.0393,0.0339,5.71,6.61,0.8629,0.0313,7.16,3.9171,1.1164,3.51
rows=4608,fp16,0.2100,0.0359,0.0308,5.86,6.81,0.8600,0.0285,7.38,2.9779,0.8921,3.34
rows=4608,bf16,0.2109,0.0359,0.0315,5.88,6.71,0.8766,0.0286,7.37,2.6335,0.8920,2.95
rows=4608,fp32,0.2817,0.0491,0.0410,5.74,6.87,0.8356,0.0381,7.40,5.1386,1.3711,3.75
rows=5120,fp16,0.2716,0.0432,0.0364,6.28,7.45,0.8430,0.0344,7.88,3.5849,1.0601,3.38
rows=5120,bf16,0.2717,0.0433,0.0374,6.28,7.27,0.8637,0.0346,7.86,3.6095,1.2216,2.95
rows=5120,fp32,0.3457,0.0604,0.0492,5.72,7.02,0.8150,0.0458,7.55,6.1594,1.7061,3.61
rows=5632,fp16,0.3350,0.0525,0.0428,6.38,7.83,0.8153,0.0414,8.09,nan,1.2635,nan
rows=5632,bf16,0.3351,0.0525,0.0427,6.38,7.85,0.8135,0.0413,8.11,5.0278,1.3182,3.81
rows=5632,fp32,0.4174,0.0727,0.0588,5.74,7.10,0.8089,0.0554,7.53,8.2275,2.0397,4.03
rows=6144,fp16,0.3965,0.0606,0.0500,6.54,7.93,0.8252,0.0484,8.19,5.3043,1.4962,3.55
rows=6144,bf16,0.3968,0.0607,0.0506,6.54,7.84,0.8350,0.0495,8.01,4.9881,1.4962,3.33
rows=6144,fp32,0.4940,0.0834,0.0712,5.93,6.94,0.8536,0.0646,7.65,9.5580,2.4028,3.98
rows=6656,fp16,0.4631,0.0719,0.0582,6.44,7.96,0.8093,0.0567,8.17,nan,1.8530,nan
rows=6656,bf16,0.4647,0.0719,0.0582,6.46,7.99,0.8089,0.0566,8.21,7.1966,1.8462,3.90
rows=6656,fp32,0.5783,0.1000,0.0795,5.79,7.28,0.7951,0.0752,7.69,11.1224,2.8028,3.97
rows=7168,fp16,0.5348,0.0812,0.0666,6.58,8.02,0.8206,0.0664,8.05,7.6635,2.0561,3.73
rows=7168,bf16,0.5368,0.0812,0.0666,6.61,8.06,0.8208,0.0646,8.30,7.4984,2.0559,3.65
rows=7168,fp32,0.6703,0.1121,0.0908,5.98,7.38,0.8100,0.0861,7.79,12.3466,3.3707,3.66
rows=7680,fp16,0.6157,0.0940,0.0757,6.55,8.13,0.8057,0.0756,8.15,nan,2.4670,nan
rows=7680,bf16,0.6164,0.0941,0.0757,6.55,8.14,0.8050,0.0757,8.14,8.7577,2.4681,3.55
rows=7680,fp32,0.7675,0.1319,0.1036,5.82,7.41,0.7851,0.0984,7.80,14.3724,3.7229,3.86
rows=8192,fp16,0.7009,0.1049,0.0857,6.68,8.17,0.8173,0.0840,8.34,11.9720,2.6912,4.45
rows=8192,bf16,0.7011,0.1050,0.0858,6.68,8.17,0.8177,0.0837,8.38,11.1825,2.6914,4.15
rows=8192,fp32,0.8691,0.1453,0.1167,5.98,7.45,0.8032,0.1103,7.88,17.9183,4.2292,4.24
rows=8704,fp16,0.7854,0.1197,0.0960,6.56,8.18,0.8024,0.0961,8.18,13.9696,3.0767,4.54
rows=8704,bf16,0.7872,0.1197,0.0960,6.58,8.20,0.8019,0.0961,8.19,12.8708,3.0769,4.18
rows=8704,fp32,0.9830,0.1640,0.1312,5.99,7.49,0.8003,0.1250,7.87,18.9288,4.7609,3.98
rows=9216,fp16,0.8760,0.1314,0.1074,6.67,8.16,0.8170,0.1075,8.15,14.2795,3.5050,4.07
rows=9216,bf16,0.8779,0.1315,0.1074,6.68,8.18,0.8168,0.1076,8.16,14.6149,3.5048,4.17
rows=9216,fp32,1.1005,0.1829,0.1468,6.02,7.50,0.8024,0.1398,7.87,21.4614,5.4817,3.92
rows=9728,fp16,0.9752,0.1484,0.1191,6.57,8.19,0.8025,0.1191,8.19,nan,3.7731,nan
rows=9728,bf16,0.9757,0.1485,0.1190,6.57,8.20,0.8017,0.1190,8.20,17.4465,3.8846,4.49
rows=9728,fp32,1.2234,0.2032,0.1627,6.02,7.52,0.8009,0.1550,7.89,24.4246,5.9881,4.08
rows=10240,fp16,1.0780,0.1612,0.1314,6.69,8.20,0.8152,0.1314,8.20,18.1080,4.1335,4.38
rows=10240,bf16,1.0777,0.1612,0.1313,6.69,8.21,0.8145,0.1311,8.22,15.8512,4.1341,3.83
rows=10240,fp32,1.3565,0.2240,0.1800,6.06,7.54,0.8035,0.1716,7.90,27.9018,6.5919,4.23
