params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
H=32,fp16,0.0040,0.0033,0.0037,1.20,1.07,1.1233,0.0024,1.68
H=32,bf16,0.0040,0.0033,0.0040,1.20,1.00,1.1980,0.0026,1.53
H=32,fp32,0.0044,0.0036,0.0039,1.23,1.14,1.0812,0.0024,1.64
H=64,fp16,0.0102,0.0078,0.0077,1.30,1.32,0.9858,0.0039,2.52
H=64,bf16,0.0099,0.0078,0.0077,1.27,1.28,0.9899,0.0039,2.58
H=64,fp32,0.0099,0.0079,0.0078,1.25,1.27,0.9856,0.0038,2.64
H=96,fp16,0.0188,0.0109,0.0143,1.72,1.31,1.3132,0.0058,3.25
H=96,bf16,0.0191,0.0113,0.0147,1.69,1.30,1.3027,0.0057,3.36
H=96,fp32,0.0190,0.0115,0.0146,1.65,1.30,1.2668,0.0071,2.66
H=128,fp16,0.0309,0.0141,0.0202,2.19,1.53,1.4303,0.0082,3.78
H=128,bf16,0.0316,0.0144,0.0202,2.19,1.56,1.4049,0.0078,4.02
H=128,fp32,0.0307,0.0149,0.0203,2.06,1.51,1.3672,0.0115,2.67
H=160,fp16,0.0462,0.0176,0.0248,2.62,1.86,1.4081,0.0140,3.28
H=160,bf16,0.0472,0.0179,0.0249,2.64,1.90,1.3918,0.0140,3.36
H=160,fp32,0.0459,0.0209,0.0260,2.20,1.77,1.2471,0.0193,2.38
H=192,fp16,0.0649,0.0225,0.0298,2.88,2.18,1.3226,0.0189,3.45
H=192,bf16,0.0664,0.0227,0.0297,2.92,2.24,1.3064,0.0189,3.51
H=192,fp32,0.0644,0.0273,0.0332,2.36,1.94,1.2144,0.0257,2.51
H=224,fp16,0.0869,0.0296,0.0353,2.94,2.46,1.1942,0.0244,3.56
H=224,bf16,0.0890,0.0297,0.0353,3.00,2.52,1.1895,0.0244,3.64
H=224,fp32,0.0864,0.0376,0.0400,2.30,2.16,1.0643,0.0343,2.52
H=256,fp16,0.1123,0.0363,0.0423,3.10,2.65,1.1676,0.0295,3.81
H=256,bf16,0.1151,0.0358,0.0421,3.21,2.73,1.1758,0.0294,3.90
H=256,fp32,0.1114,0.0430,0.0457,2.59,2.44,1.0622,0.0381,2.92
H=288,fp16,0.1412,0.0505,0.0801,2.80,1.76,1.5868,0.0396,3.57
H=288,bf16,0.1447,0.0506,0.0801,2.86,1.81,1.5836,0.0395,3.66
H=288,fp32,0.1402,0.0571,0.0800,2.46,1.75,1.4014,0.0501,2.80
H=320,fp16,0.1736,0.0600,0.0889,2.89,1.95,1.4809,0.0455,3.81
H=320,bf16,0.1778,0.0587,0.0889,3.03,2.00,1.5141,0.0454,3.91
H=320,fp32,0.1720,0.0648,0.0906,2.65,1.90,1.3975,0.0575,2.99
H=352,fp16,0.2092,0.0665,0.0979,3.15,2.14,1.4720,0.0540,3.87
H=352,bf16,0.2144,0.0666,0.0979,3.22,2.19,1.4700,0.0541,3.96
H=352,fp32,0.2075,0.0747,0.1008,2.78,2.06,1.3493,0.0691,3.00
H=384,fp16,0.2483,0.0751,0.1071,3.31,2.32,1.4263,0.0606,4.10
H=384,bf16,0.2544,0.0751,0.1071,3.39,2.37,1.4270,0.0605,4.20
H=384,fp32,0.2459,0.0835,0.1099,2.94,2.24,1.3162,0.0782,3.14
H=416,fp16,0.2909,0.0883,0.1200,3.29,2.42,1.3588,0.0713,4.08
H=416,bf16,0.2980,0.0888,0.1199,3.36,2.48,1.3511,0.0708,4.20
H=416,fp32,0.2883,0.0965,0.1205,2.99,2.39,1.2491,0.0931,3.09
H=448,fp16,0.3370,0.0973,0.1291,3.46,2.61,1.3267,0.0762,4.42
H=448,bf16,0.3452,0.0973,0.1291,3.55,2.67,1.3270,0.0761,4.53
H=448,fp32,0.3335,0.1065,0.1300,3.13,2.56,1.2215,0.1007,3.31
H=480,fp16,0.3861,0.1118,0.1387,3.46,2.78,1.2415,0.0878,4.39
H=480,bf16,0.3955,0.1118,0.1387,3.54,2.85,1.2409,0.0879,4.49
H=480,fp32,0.3825,0.1202,0.1411,3.18,2.71,1.1741,0.1171,3.26
H=512,fp16,0.4394,0.1168,0.1474,3.76,2.98,1.2628,0.0948,4.63
H=512,bf16,0.4501,0.1163,0.1474,3.87,3.05,1.2675,0.0951,4.73
H=512,fp32,0.4347,0.1307,0.1495,3.33,2.91,1.1444,0.1223,3.55
H=544,fp16,0.4949,0.1658,0.2405,2.98,2.06,1.4505,0.1375,3.59
H=544,bf16,0.5070,0.1682,0.2405,3.01,2.11,1.4300,0.1373,3.69
H=544,fp32,0.4902,0.1807,0.2594,2.71,1.89,1.4357,0.1550,3.16
H=576,fp16,0.5546,0.1768,0.2550,3.14,2.18,1.4421,0.1510,3.67
H=576,bf16,0.5681,0.1791,0.2548,3.17,2.23,1.4228,0.1510,3.76
H=576,fp32,0.5489,0.1947,0.2721,2.82,2.02,1.3979,0.1704,3.22
H=608,fp16,0.6172,0.1895,0.2691,3.26,2.29,1.4204,0.1622,3.80
H=608,bf16,0.6324,0.1915,0.2691,3.30,2.35,1.4054,0.1619,3.90
H=608,fp32,0.6113,0.2104,0.2895,2.91,2.11,1.3762,0.1893,3.23
H=640,fp16,0.6836,0.2017,0.2805,3.39,2.44,1.3910,0.1696,4.03
H=640,bf16,0.7003,0.2034,0.2805,3.44,2.50,1.3790,0.1696,4.13
H=640,fp32,0.6765,0.2257,0.2995,3.00,2.26,1.3270,0.2063,3.28
