params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
K=512,fp16,0.0173,0.0027,0.0029,6.29,5.87,1.0741,0.0028,6.18
K=512,bf16,0.0164,0.0029,0.0031,5.61,5.38,1.0690,0.0028,6.07
K=512,fp32,0.0130,0.0028,0.0029,4.69,4.43,1.0357,0.0028,4.95
K=1024,fp16,0.0237,0.0029,0.0037,8.23,6.43,1.2759,0.0028,8.40
K=1024,bf16,0.0236,0.0031,0.0039,7.65,6.02,1.2581,0.0029,8.13
K=1024,fp32,0.0187,0.0039,0.0041,4.74,4.56,1.0513,0.0038,4.89
K=1536,fp16,0.0297,0.0033,0.0046,8.99,6.47,1.3939,0.0035,8.35
K=1536,bf16,0.0300,0.0033,0.0046,8.98,6.49,1.3939,0.0036,8.19
K=1536,fp32,0.0231,0.0055,0.0055,4.20,4.17,1.0000,0.0054,4.37
K=2048,fp16,0.0353,0.0040,0.0058,8.87,6.08,1.4500,0.0039,9.04
K=2048,bf16,0.0358,0.0039,0.0060,9.21,5.99,1.5385,0.0039,9.33
K=2048,fp32,0.0273,0.0069,0.0069,3.96,3.94,1.0000,0.0068,3.92
K=2560,fp16,0.0413,0.0046,0.0076,9.06,5.44,1.6522,0.0051,8.11
K=2560,bf16,0.0427,0.0048,0.0079,8.94,5.44,1.6458,0.0041,10.28
K=2560,fp32,0.0315,0.0084,0.0088,3.73,3.58,1.0476,0.0085,3.78
K=3072,fp16,0.0477,0.0055,0.0091,8.75,5.24,1.6545,0.0052,9.21
K=3072,bf16,0.0490,0.0057,0.0094,8.66,5.22,1.6491,0.0053,9.09
K=3072,fp32,0.0359,0.0098,0.0098,3.67,3.67,1.0000,0.0097,3.65
K=3584,fp16,0.0538,0.0064,0.0114,8.48,4.74,1.7812,0.0061,8.66
K=3584,bf16,0.0551,0.0063,0.0118,8.80,4.68,1.8730,0.0061,9.01
K=3584,fp32,0.0402,0.0116,0.0110,3.47,3.66,0.9483,0.0112,3.64
K=4096,fp16,0.0570,0.0074,0.0132,7.67,4.32,1.7838,0.0070,8.17
K=4096,bf16,0.0578,0.0073,0.0129,7.95,4.49,1.7671,0.0071,8.26
K=4096,fp32,0.0442,0.0134,0.0129,3.30,3.42,0.9627,0.0129,3.40
K=4608,fp16,0.0645,0.0080,0.0152,8.08,4.25,1.9000,0.0079,8.27
K=4608,bf16,0.0667,0.0079,0.0150,8.40,4.46,1.8987,0.0079,8.41
K=4608,fp32,0.0499,0.0153,0.0139,3.25,3.58,0.9085,0.0144,3.40
K=5120,fp16,0.0705,0.0088,0.0167,7.96,4.22,1.8977,0.0085,8.38
K=5120,bf16,0.0725,0.0089,0.0168,8.15,4.33,1.8876,0.0087,8.34
K=5120,fp32,0.0540,0.0168,0.0155,3.21,3.49,0.9226,0.0158,3.41
K=5632,fp16,0.0767,0.0105,0.0182,7.33,4.20,1.7333,0.0088,8.63
K=5632,bf16,0.0784,0.0107,0.0184,7.35,4.27,1.7196,0.0091,8.51
K=5632,fp32,0.0597,0.0199,0.0168,3.01,3.56,0.8442,0.0173,3.40
K=6144,fp16,0.0828,0.0109,0.0198,7.57,4.18,1.8165,0.0097,8.50
K=6144,bf16,0.0842,0.0113,0.0201,7.46,4.19,1.7788,0.0097,8.57
K=6144,fp32,0.0637,0.0216,0.0183,2.94,3.48,0.8472,0.0186,3.43
K=6656,fp16,0.0887,0.0119,0.0215,7.45,4.12,1.8067,0.0120,7.37
K=6656,bf16,0.0904,0.0121,0.0217,7.49,4.17,1.7934,0.0122,7.38
K=6656,fp32,0.0697,0.0245,0.0195,2.85,3.57,0.7959,0.0200,3.46
K=7168,fp16,0.0952,0.0125,0.0231,7.60,4.13,1.8480,0.0111,8.62
K=7168,bf16,0.0971,0.0125,0.0231,7.78,4.19,1.8480,0.0111,8.67
K=7168,fp32,0.0742,0.0259,0.0209,2.87,3.56,0.8069,0.0216,3.44
K=7680,fp16,0.1015,0.0148,0.0251,6.84,4.04,1.6959,0.0118,8.54
K=7680,bf16,0.1028,0.0148,0.0251,6.92,4.09,1.6959,0.0117,8.78
K=7680,fp32,0.0805,0.0279,0.0254,2.89,3.17,0.9104,0.0227,3.50
