params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n=1000000,fp16,0.0045,0.0023,0.0023,1.97,1.94,1.0124,0.0029,1.56
n=1000000,bf16,0.0043,0.0024,0.0023,1.81,1.85,0.9752,0.0029,1.48
n=1000000,fp32,0.0044,0.0026,0.0028,1.67,1.60,1.0477,0.0032,1.37
n=1000000,int8,0.0042,0.0021,0.0021,1.94,1.95,0.9931,0.0025,1.71
n=2000000,fp16,0.0062,0.0030,0.0032,2.07,1.94,1.0629,0.0067,0.93
n=2000000,bf16,0.0065,0.0031,0.0033,2.10,1.95,1.0760,0.0069,0.95
n=2000000,fp32,0.0075,0.0043,0.0042,1.75,1.78,0.9810,0.0080,0.94
n=2000000,int8,0.0058,0.0026,0.0026,2.26,2.27,0.9951,0.0061,0.95
n=3000000,fp16,0.0074,0.0038,0.0039,1.96,1.93,1.0150,0.0040,1.83
n=3000000,bf16,0.0081,0.0038,0.0039,2.16,2.09,1.0353,0.0043,1.87
n=3000000,fp32,0.0094,0.0052,0.0052,1.80,1.80,0.9984,0.0058,1.62
n=3000000,int8,0.0076,0.0030,0.0032,2.52,2.36,1.0663,0.0037,2.07
n=4000000,fp16,0.0094,0.0045,0.0045,2.08,2.10,0.9943,0.0062,1.52
n=4000000,bf16,0.0103,0.0047,0.0050,2.19,2.07,1.0586,0.0067,1.53
n=4000000,fp32,0.0122,0.0067,0.0067,1.82,1.82,1.0033,0.0086,1.42
n=4000000,int8,0.0083,0.0036,0.0037,2.30,2.26,1.0186,0.0054,1.54
n=5000000,fp16,0.0126,0.0058,0.0058,2.18,2.16,1.0058,0.0065,1.92
n=5000000,bf16,0.0119,0.0058,0.0058,2.05,2.06,0.9971,0.0060,1.98
n=5000000,fp32,0.0150,0.0083,0.0082,1.80,1.83,0.9798,0.0089,1.68
n=5000000,int8,0.0114,0.0044,0.0045,2.59,2.53,1.0231,0.0053,2.15
n=6000000,fp16,0.0143,0.0063,0.0067,2.27,2.14,1.0593,0.0136,1.05
n=6000000,bf16,0.0140,0.0062,0.0064,2.26,2.19,1.0315,0.0137,1.02
n=6000000,fp32,0.0175,0.0099,0.0098,1.76,1.79,0.9879,0.0174,1.01
n=6000000,int8,0.0118,0.0047,0.0048,2.51,2.46,1.0212,0.0118,1.00
n=7000000,fp16,0.0169,0.0073,0.0073,2.32,2.30,1.0062,0.0081,2.08
n=7000000,bf16,0.0166,0.0073,0.0075,2.27,2.23,1.0167,0.0080,2.07
n=7000000,fp32,0.0201,0.0111,0.0110,1.81,1.83,0.9896,0.0117,1.72
n=7000000,int8,0.0133,0.0053,0.0054,2.51,2.44,1.0286,0.0056,2.39
n=8000000,fp16,0.0192,0.0079,0.0084,2.45,2.29,1.0682,0.0090,2.12
n=8000000,bf16,0.0193,0.0081,0.0086,2.38,2.24,1.0627,0.0091,2.13
n=8000000,fp32,0.0225,0.0121,0.0119,1.86,1.89,0.9855,0.0128,1.76
n=8000000,int8,0.0155,0.0064,0.0065,2.41,2.39,1.0097,0.0068,2.27
n=9000000,fp16,0.0221,0.0092,0.0095,2.40,2.33,1.0301,0.0103,2.14
n=9000000,bf16,0.0221,0.0092,0.0094,2.39,2.35,1.0155,0.0104,2.13
n=9000000,fp32,0.0249,0.0135,0.0134,1.85,1.86,0.9911,0.0140,1.77
n=9000000,int8,0.0185,0.0069,0.0069,2.70,2.68,1.0092,0.0075,2.48
n=10000000,fp16,0.0243,0.0098,0.0105,2.49,2.32,1.0722,0.0229,1.06
