params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
N=1000,fp16,0.0311,0.0084,0.0127,3.71,2.45,1.5119,0.0098,3.18,0.0381,0.0645,0.59
N=1000,bf16,0.0319,0.0097,0.0133,3.29,2.39,1.3711,0.0092,3.48,0.0382,0.0647,0.59
N=1000,fp32,0.0183,0.0181,0.0105,1.01,1.74,0.5801,0.0108,1.69,0.0405,0.0704,0.58
N=2000,fp16,0.0231,0.0105,0.0144,2.20,1.60,1.3714,0.0102,2.27,0.0597,0.0807,0.74
N=2000,bf16,0.0220,0.0106,0.0141,2.07,1.56,1.3302,0.0103,2.14,0.0595,0.0794,0.75
N=2000,fp32,0.0148,0.0273,0.0122,0.54,1.21,0.4469,0.0110,1.34,0.0561,0.0945,0.59
N=3000,fp16,0.0336,0.0114,0.0150,2.95,2.24,1.3158,0.0114,2.95,0.0766,0.1011,0.76
N=3000,bf16,0.0329,0.0121,0.0154,2.72,2.13,1.2727,0.0112,2.94,0.0764,0.1012,0.75
N=3000,fp32,0.0227,0.0227,0.0129,1.00,1.77,0.5683,0.0130,1.75,0.0827,0.1200,0.69
N=4000,fp16,0.0336,0.0119,0.0161,2.83,2.09,1.3529,0.0116,2.89,0.0984,0.1189,0.83
N=4000,bf16,0.0351,0.0120,0.0160,2.92,2.20,1.3333,0.0129,2.73,0.0990,0.1189,0.83
N=4000,fp32,0.0250,0.0336,0.0147,0.74,1.69,0.4375,0.0145,1.72,0.0894,0.1418,0.63
N=5000,fp16,0.0476,0.0127,0.0183,3.74,2.59,1.4409,0.0134,3.56,0.1050,0.1355,0.77
N=5000,bf16,0.0476,0.0132,0.0179,3.61,2.66,1.3561,0.0142,3.36,0.1050,0.1339,0.78
N=5000,fp32,0.0320,0.0255,0.0160,1.26,2.00,0.6275,0.0159,2.01,0.1230,0.1659,0.74
N=6000,fp16,0.0509,0.0125,0.0192,4.08,2.65,1.5360,0.0132,3.85,0.1384,0.1565,0.88
N=6000,bf16,0.0515,0.0130,0.0192,3.97,2.69,1.4769,0.0144,3.58,0.1387,0.1535,0.90
N=6000,fp32,0.0337,0.0356,0.0179,0.95,1.88,0.5028,0.0174,1.93,0.1403,0.1902,0.74
N=7000,fp16,0.0602,0.0149,0.0203,4.04,2.96,1.3624,0.0139,4.32,0.1515,0.1714,0.88
N=7000,bf16,0.0584,0.0158,0.0205,3.70,2.85,1.2975,0.0150,3.89,0.1513,0.1705,0.89
N=7000,fp32,0.0389,0.0282,0.0194,1.38,2.00,0.6879,0.0174,2.23,0.1713,0.2152,0.80
N=8000,fp16,0.0648,0.0147,0.0211,4.40,3.07,1.4354,0.0150,4.33,0.1676,0.1908,0.88
N=8000,bf16,0.0658,0.0151,0.0214,4.35,3.08,1.4172,0.0159,4.15,0.1677,0.1890,0.89
N=8000,fp32,0.0435,0.0385,0.0218,1.13,2.00,0.5662,0.0198,2.20,0.1909,0.2418,0.79
N=9000,fp16,0.0696,0.0163,0.0231,4.28,3.02,1.4172,0.0161,4.33,0.1981,0.2101,0.94
N=9000,bf16,0.0679,0.0172,0.0227,3.95,2.99,1.3198,0.0168,4.05,0.1980,0.2089,0.95
N=9000,fp32,0.0457,0.0312,0.0234,1.47,1.95,0.7500,0.0209,2.18,0.2394,0.2664,0.90
N=10000,fp16,0.0794,0.0168,0.0255,4.73,3.12,1.5179,0.0171,4.64,0.2265,0.2305,0.98
N=10000,bf16,0.0813,0.0173,0.0259,4.70,3.14,1.4971,0.0182,4.47,0.2259,0.2264,1.00
N=10000,fp32,0.0510,0.0413,0.0270,1.24,1.89,0.6538,0.0228,2.24,0.2323,0.2932,0.79
N=11000,fp16,0.0838,0.0181,0.0262,4.63,3.20,1.4475,0.0182,4.61,0.2652,0.2424,1.09
N=11000,bf16,0.0829,0.0187,0.0261,4.43,3.18,1.3957,0.0182,4.55,0.2649,0.2389,1.11
N=11000,fp32,0.0548,0.0340,0.0285,1.61,1.92,0.8382,0.0248,2.21,0.2605,0.3211,0.81
N=12000,fp16,0.0925,0.0183,0.0270,5.06,3.42,1.4754,0.0185,5.00,0.2892,0.2635,1.10
N=12000,bf16,0.0940,0.0192,0.0276,4.88,3.41,1.4375,0.0194,4.85,0.2890,0.2597,1.11
N=12000,fp32,0.0599,0.0445,0.0308,1.35,1.95,0.6921,0.0265,2.26,0.3093,0.3469,0.89
N=13000,fp16,0.0976,0.0198,0.0279,4.93,3.50,1.4091,0.0193,5.06,0.2931,0.2806,1.04
N=13000,bf16,0.0956,0.0197,0.0281,4.85,3.41,1.4264,0.0196,4.87,0.2933,0.2806,1.05
N=13000,fp32,0.0638,0.0378,0.0330,1.69,1.93,0.8730,0.0289,2.21,0.6744,0.3858,1.75
N=14000,fp16,0.0994,0.0193,0.0286,5.16,3.48,1.4819,0.0204,4.88,0.3493,0.3036,1.15
N=14000,bf16,0.1016,0.0203,0.0295,5.00,3.45,1.4532,0.0208,4.89,0.3496,0.2964,1.18
N=14000,fp32,0.0669,0.0479,0.0353,1.39,1.90,0.7370,0.0319,2.10,0.8521,0.4151,2.05
N=15000,fp16,0.1112,0.0211,0.0301,5.28,3.69,1.4265,0.0212,5.25,0.3798,0.3238,1.17
N=15000,bf16,0.1099,0.0225,0.0305,4.88,3.61,1.3556,0.0214,5.14,0.3795,0.3216,1.18
N=15000,fp32,0.0738,0.0411,0.0375,1.80,1.97,0.9124,0.0330,2.24,0.9526,0.4503,2.12
N=16000,fp16,0.1173,0.0223,0.0307,5.27,3.82,1.3767,0.0228,5.14,0.4274,0.3380,1.26
N=16000,bf16,0.1180,0.0224,0.0313,5.27,3.77,1.3973,0.0229,5.15,0.4272,0.3317,1.29
N=16000,fp32,0.0763,0.0515,0.0393,1.48,1.94,0.7631,0.0348,2.19,0.8785,0.4735,1.86
N=17000,fp16,0.1250,0.0233,0.0327,5.35,3.83,1.4034,0.0230,5.43,0.4588,0.3604,1.27
N=17000,bf16,0.1229,0.0234,0.0325,5.25,3.79,1.3889,0.0228,5.39,0.4591,0.3516,1.31
N=17000,fp32,0.0817,0.0448,0.0410,1.82,1.99,0.9152,0.0351,2.33,1.2936,0.4982,2.60
N=18000,fp16,0.1289,0.0241,0.0331,5.34,3.89,1.3734,0.0238,5.42,0.5698,0.3781,1.51
N=18000,bf16,0.1299,0.0234,0.0338,5.56,3.85,1.4444,0.0252,5.15,0.5691,0.3713,1.53
N=18000,fp32,0.0857,0.0545,0.0435,1.57,1.97,0.7982,0.0373,2.30,1.0862,0.5225,2.08
N=19000,fp16,0.1395,0.0255,0.0384,5.48,3.63,1.5059,0.0248,5.61,0.5792,0.4004,1.45
N=19000,bf16,0.1360,0.0261,0.0371,5.21,3.67,1.4215,0.0239,5.69,0.5788,0.3828,1.51
N=19000,fp32,0.0899,0.0479,0.0454,1.88,1.98,0.9478,0.0383,2.35,1.2373,0.5548,2.23
N=20000,fp16,0.1419,0.0261,0.0419,5.43,3.39,1.6054,0.0256,5.54,0.6574,0.4125,1.59
N=20000,bf16,0.1431,0.0266,0.0416,5.38,3.44,1.5639,0.0258,5.55,0.6569,0.4038,1.63
N=20000,fp32,0.0950,0.0576,0.0482,1.65,1.97,0.8368,0.0414,2.30,1.1171,0.5827,1.92
