params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
N=1024,fp16,0.0107,0.0055,0.0077,1.96,1.40,1.3976,0.0069,1.56
N=1024,bf16,0.0106,0.0055,0.0077,1.94,1.37,1.4096,0.0062,1.72
N=1024,fp32,0.0153,0.0105,0.0110,1.45,1.39,1.0439,0.0111,1.37
N=2048,fp16,0.0181,0.0107,0.0145,1.70,1.25,1.3580,0.0113,1.58
N=2048,bf16,0.0180,0.0107,0.0144,1.68,1.25,1.3489,0.0117,1.56
N=2048,fp32,0.0252,0.0186,0.0185,1.35,1.36,0.9916,0.0190,1.35
N=3072,fp16,0.0247,0.0142,0.0206,1.73,1.20,1.4455,0.0155,1.60
N=3072,bf16,0.0249,0.0145,0.0200,1.71,1.24,1.3766,0.0157,1.58
N=3072,fp32,0.0378,0.0254,0.0260,1.49,1.45,1.0222,0.0257,1.43
N=4096,fp16,0.0317,0.0185,0.0253,1.71,1.25,1.3643,0.0195,1.64
N=4096,bf16,0.0317,0.0184,0.0264,1.72,1.20,1.4327,0.0200,1.60
N=4096,fp32,0.0502,0.0327,0.0332,1.53,1.51,1.0132,0.0328,1.53
N=5120,fp16,0.0407,0.0216,0.0298,1.88,1.37,1.3781,0.0236,1.69
N=5120,bf16,0.0409,0.0222,0.0301,1.84,1.36,1.3586,0.0244,1.66
N=5120,fp32,0.0658,0.0397,0.0405,1.65,1.62,1.0193,0.0400,1.65
N=6144,fp16,0.0491,0.0257,0.0351,1.91,1.40,1.3657,0.0276,1.76
N=6144,bf16,0.0492,0.0256,0.0351,1.92,1.40,1.3711,0.0286,1.72
N=6144,fp32,0.0781,0.0466,0.0475,1.68,1.64,1.0200,0.0472,1.66
N=7168,fp16,0.0566,0.0291,0.0399,1.94,1.42,1.3694,0.0318,1.78
N=7168,bf16,0.0572,0.0291,0.0403,1.96,1.42,1.3855,0.0329,1.74
N=7168,fp32,0.0902,0.0538,0.0550,1.68,1.64,1.0220,0.0545,1.65
N=8192,fp16,0.0640,0.0332,0.0447,1.93,1.43,1.3462,0.0358,1.78
N=8192,bf16,0.0643,0.0336,0.0453,1.91,1.42,1.3489,0.0369,1.74
N=8192,fp32,0.1019,0.0609,0.0617,1.67,1.65,1.0138,0.0617,1.66
N=9216,fp16,0.0709,0.0361,0.0493,1.96,1.44,1.3665,0.0398,1.78
N=9216,bf16,0.0716,0.0375,0.0498,1.91,1.44,1.3286,0.0410,1.74
N=9216,fp32,0.1138,0.0676,0.0697,1.68,1.63,1.0317,0.0684,1.67
N=10240,fp16,0.0780,0.0399,0.0536,1.95,1.46,1.3407,0.0442,1.76
N=10240,bf16,0.0787,0.0400,0.0542,1.97,1.45,1.3547,0.0450,1.75
N=10240,fp32,0.1261,0.0749,0.0762,1.68,1.65,1.0178,0.0754,1.67
N=11264,fp16,0.0852,0.0437,0.0588,1.95,1.45,1.3476,0.0479,1.77
N=11264,bf16,0.0857,0.0446,0.0594,1.92,1.44,1.3320,0.0491,1.75
N=11264,fp32,0.1375,0.0818,0.0831,1.68,1.66,1.0156,0.0825,1.67
N=12288,fp16,0.0922,0.0472,0.0636,1.95,1.45,1.3461,0.0511,1.80
N=12288,bf16,0.0930,0.0486,0.0641,1.91,1.45,1.3188,0.0536,1.73
