params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
"cols=1024, rows=512",fp32,0.0117,0.0032,0.0031,3.62,3.73,0.9687,0.0027,4.31,0.0296,0.0483,0.61
"cols=2048, rows=512",fp32,0.0142,0.0054,0.0046,2.63,3.06,0.8519,0.0040,3.55,0.0369,0.0698,0.53
"cols=4096, rows=512",fp32,0.0224,0.0093,0.0077,2.40,2.90,0.8280,0.0073,3.05,0.0547,0.1161,0.47
"cols=8192, rows=512",fp32,0.0240,0.0206,0.0147,1.16,1.63,0.7136,0.0142,1.69,0.0827,0.1896,0.44
"cols=16384, rows=512",fp32,0.0430,0.0416,0.0289,1.04,1.49,0.6947,0.0277,1.55,0.1433,0.3495,0.41
"cols=1024, rows=1024",fp32,0.0129,0.0039,0.0040,3.31,3.20,1.0256,0.0032,3.98,0.0393,0.0742,0.53
"cols=2048, rows=1024",fp32,0.0186,0.0061,0.0059,3.06,3.15,0.9672,0.0055,3.37,0.0635,0.1094,0.58
"cols=4096, rows=1024",fp32,0.0305,0.0129,0.0106,2.37,2.87,0.8217,0.0100,3.06,0.0877,0.2063,0.43
"cols=8192, rows=1024",fp32,0.0445,0.0261,0.0203,1.71,2.20,0.7778,0.0194,2.29,0.1433,0.3568,0.40
"cols=16384, rows=1024",fp32,0.0924,0.0491,0.0376,1.88,2.46,0.7658,0.0364,2.54,0.2632,0.6758,0.39
"cols=1024, rows=2048",fp32,0.0170,0.0055,0.0064,3.11,2.63,1.1636,0.0048,3.53,0.0551,0.1212,0.45
"cols=2048, rows=2048",fp32,0.0264,0.0097,0.0112,2.71,2.36,1.1546,0.0099,2.68,0.1042,0.1950,0.53
"cols=4096, rows=2048",fp32,0.0525,0.0191,0.0205,2.75,2.56,1.0733,0.0195,2.69,0.1555,0.3760,0.41
"cols=8192, rows=2048",fp32,0.0966,0.0349,0.0373,2.77,2.59,1.0688,0.0355,2.72,0.2643,0.6875,0.38
"cols=16384, rows=2048",fp32,0.1984,0.0618,0.0699,3.21,2.84,1.1311,0.0706,2.81,0.5036,1.3307,0.38
"cols=1024, rows=4096",fp32,0.0247,0.0099,0.0126,2.51,1.97,1.2727,0.0084,2.94,0.0846,0.2204,0.38
"cols=2048, rows=4096",fp32,0.0459,0.0193,0.0201,2.38,2.29,1.0415,0.0170,2.70,0.1694,0.3745,0.45
"cols=4096, rows=4096",fp32,0.0987,0.0352,0.0342,2.81,2.88,0.9716,0.0320,3.08,0.2800,0.7094,0.39
"cols=8192, rows=4096",fp32,0.2011,0.0603,0.0608,3.33,3.31,1.0083,0.0567,3.55,0.5070,1.3446,0.38
"cols=16384, rows=4096",fp32,0.3751,0.1083,0.1113,3.46,3.37,1.0277,0.1022,3.67,0.9866,2.6239,0.38
