params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
K=1024,int8,0.2239,0.0218,0.0236,10.26,9.48,1.0823,0.0224,9.97
K=2048,int8,0.3894,0.0393,0.0407,9.91,9.56,1.0366,0.0373,10.44
K=3072,int8,0.5571,0.0553,0.0579,10.08,9.63,1.0468,0.0523,10.64
K=4096,int8,0.7266,0.0714,0.0737,10.17,9.86,1.0322,0.0680,10.65
K=5120,int8,0.8995,0.0879,0.0899,10.23,10.01,1.0224,0.0828,10.84
K=6144,int8,1.0679,0.1042,0.1057,10.25,10.10,1.0149,0.0978,10.91
K=7168,int8,1.2369,0.1200,0.1217,10.31,10.16,1.0143,0.1127,10.95
K=8192,int8,1.4046,0.1355,0.1377,10.37,10.20,1.0162,0.1300,10.79
K=9216,int8,1.5730,0.1516,0.1536,10.38,10.24,1.0130,0.1432,10.99
K=10240,int8,1.7419,0.1676,0.1695,10.39,10.28,1.0113,0.1580,11.02
K=11264,int8,1.9113,0.1833,0.1854,10.43,10.31,1.0115,0.1739,10.98
K=12288,int8,2.0790,0.1996,0.2013,10.42,10.33,1.0087,0.1882,11.05
K=13312,int8,2.2482,0.2155,0.2173,10.43,10.35,1.0084,0.2032,11.06
K=14336,int8,2.4161,0.2315,0.2332,10.43,10.36,1.0074,0.2183,11.07
K=15360,int8,2.5848,0.2475,0.2490,10.44,10.38,1.0060,0.2348,11.00
K=16384,int8,2.7553,0.2637,0.2651,10.45,10.39,1.0052,0.2521,10.93
K=17408,int8,2.9223,0.2793,0.2812,10.46,10.39,1.0070,0.2644,11.05
K=18432,int8,3.0927,0.2956,0.2971,10.46,10.41,1.0049,0.2800,11.04
K=19456,int8,3.2631,0.3115,0.3129,10.48,10.43,1.0045,0.2946,11.07
K=20480,int8,3.4325,0.3272,0.3289,10.49,10.43,1.0054,0.3099,11.07
