params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n=500000,fp16,23.6912,0.4093,0.3943,57.88,60.08,0.9634,0.4966,49.43
n=500000,fp32,23.7795,0.4288,0.4155,55.46,57.24,0.9690,0.4292,57.32
n=1000000,fp16,27.9183,0.6067,0.6881,46.02,40.57,1.1342,0.7089,40.48
n=1000000,fp32,28.3003,0.6626,0.6296,42.71,44.95,0.9502,0.6896,41.79
n=1500000,fp16,41.3791,1.0102,0.9765,40.96,42.38,0.9666,1.2157,35.38
n=1500000,fp32,42.2459,1.1166,1.0349,37.84,40.82,0.9268,1.1247,38.65
n=2000000,fp16,41.7388,1.0106,0.9789,41.30,42.64,0.9686,1.2171,35.35
n=2000000,fp32,43.1101,1.1129,1.0316,38.74,41.79,0.9269,1.1260,39.06
n=2500000,fp16,65.4501,1.8338,1.9846,35.69,32.98,1.0822,2.1261,31.90
n=2500000,fp32,66.7175,2.0380,2.0164,32.74,33.09,0.9894,1.8617,37.02
n=3000000,fp16,66.1695,1.8339,1.9836,36.08,33.36,1.0817,2.1256,32.20
n=3000000,fp32,68.0087,2.0391,2.0185,33.35,33.69,0.9899,1.8608,37.69
n=3500000,fp16,69.7188,1.8327,1.9837,38.04,35.15,1.0824,2.1237,33.83
n=3500000,fp32,72.5481,2.0388,2.0168,35.58,35.97,0.9892,1.8620,39.89
n=4000000,fp16,70.2778,1.8325,1.9838,38.35,35.43,1.0826,2.1250,34.02
n=4000000,fp32,73.0388,2.0375,2.0167,35.85,36.22,0.9898,1.8610,40.29
n=4500000,fp16,125.9555,3.5808,3.4759,35.18,36.24,0.9707,3.6921,34.51
n=4500000,fp32,129.6016,3.9760,3.9902,32.60,32.48,1.0036,3.6334,36.08
n=5000000,fp16,126.4126,3.5802,3.4747,35.31,36.38,0.9705,3.6927,34.64
n=5000000,fp32,130.2062,3.9792,3.9906,32.72,32.63,1.0029,3.6353,36.21
n=5500000,fp16,127.1054,3.5805,3.4741,35.50,36.59,0.9703,3.6930,34.81
n=5500000,fp32,131.2009,3.9766,3.9932,32.99,32.86,1.0042,3.6342,36.54
n=6000000,fp16,127.8499,3.5807,3.4742,35.71,36.80,0.9703,3.6929,34.99
n=6000000,fp32,132.3042,3.9783,3.9941,33.26,33.13,1.0040,3.6364,36.90
n=6500000,fp16,130.0891,3.5783,3.4760,36.35,37.42,0.9714,3.6913,35.62
n=6500000,fp32,135.6490,3.9785,3.9955,34.10,33.95,1.0043,3.6361,37.65
n=7000000,fp16,131.1024,3.5818,3.4756,36.60,37.72,0.9704,3.6941,35.91
n=7000000,fp32,136.6993,3.9818,3.9917,34.33,34.25,1.0025,3.6353,38.02
n=7500000,fp16,131.7173,3.5825,3.4746,36.77,37.91,0.9699,3.6932,36.03
n=7500000,fp32,137.4551,3.9816,3.9906,34.52,34.44,1.0023,3.6358,38.27
n=8000000,fp16,132.0067,3.5830,3.4738,36.84,38.00,0.9695,3.6916,36.20
n=8000000,fp32,138.2290,3.9782,3.9909,34.75,34.64,1.0032,3.6350,38.52
n=8500000,fp16,248.5879,7.3102,7.1425,34.01,34.80,0.9771,7.1209,35.05
n=8500000,fp32,257.7921,8.0979,8.2368,31.83,31.30,1.0172,7.0355,36.76
n=9000000,fp16,249.8900,7.3107,7.1421,34.18,34.99,0.9769,7.1207,35.23
n=9000000,fp32,259.8537,8.0987,8.2552,32.09,31.48,1.0193,7.0525,36.92
n=9500000,fp16,252.0425,7.3104,7.1434,34.48,35.28,0.9772,7.1209,35.57
n=9500000,fp32,263.3006,8.1002,8.2634,32.51,31.86,1.0202,7.1370,36.95
n=10000000,fp16,253.2285,7.3101,7.1421,34.64,35.46,0.9770,7.1204,35.73
n=10000000,fp32,265.1370,8.0978,8.2327,32.74,32.21,1.0167,7.1463,37.22
