params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
K=512,fp16,0.0064,0.0049,0.0045,1.32,1.42,0.9310,0.0044,1.44
K=512,bf16,0.0064,0.0050,0.0046,1.27,1.39,0.9142,0.0045,1.40
K=512,fp32,0.0065,0.0050,0.0042,1.30,1.53,0.8472,0.0047,1.39
K=1024,fp16,0.0085,0.0050,0.0047,1.70,1.81,0.9391,0.0045,1.92
K=1024,bf16,0.0086,0.0052,0.0048,1.66,1.79,0.9230,0.0046,1.88
K=1024,fp32,0.0094,0.0058,0.0055,1.62,1.70,0.9503,0.0055,1.73
K=1536,fp16,0.0097,0.0062,0.0065,1.57,1.49,1.0556,0.0056,1.80
K=1536,bf16,0.0100,0.0065,0.0067,1.54,1.49,1.0339,0.0059,1.71
K=1536,fp32,0.0118,0.0077,0.0074,1.52,1.60,0.9542,0.0082,1.50
K=2048,fp16,0.0124,0.0066,0.0071,1.90,1.76,1.0807,0.0056,2.15
K=2048,bf16,0.0122,0.0069,0.0072,1.78,1.69,1.0550,0.0060,2.06
K=2048,fp32,0.0159,0.0096,0.0096,1.66,1.66,1.0016,0.0090,1.71
K=2560,fp16,0.0136,0.0084,0.0114,1.62,1.19,1.3570,0.0068,2.01
K=2560,bf16,0.0139,0.0084,0.0118,1.67,1.18,1.4137,0.0081,1.66
K=2560,fp32,0.0188,0.0119,0.0120,1.58,1.56,1.0110,0.0112,1.66
K=3072,fp16,0.0162,0.0091,0.0124,1.79,1.31,1.3679,0.0077,2.14
K=3072,bf16,0.0162,0.0090,0.0123,1.79,1.32,1.3584,0.0080,2.09
K=3072,fp32,0.0220,0.0133,0.0134,1.66,1.65,1.0062,0.0121,1.81
K=3584,fp16,0.0176,0.0103,0.0174,1.71,1.01,1.6912,0.0096,1.89
K=3584,bf16,0.0180,0.0106,0.0177,1.70,1.02,1.6736,0.0100,1.76
K=3584,fp32,0.0242,0.0145,0.0166,1.66,1.46,1.1376,0.0141,1.72
K=4096,fp16,0.0200,0.0111,0.0194,1.80,1.03,1.7517,0.0102,2.00
K=4096,bf16,0.0206,0.0114,0.0192,1.81,1.07,1.6923,0.0103,1.97
K=4096,fp32,0.0279,0.0161,0.0181,1.73,1.55,1.1216,0.0144,1.92
K=4608,fp16,0.0226,0.0130,0.0281,1.73,0.80,2.1525,0.0114,1.98
K=4608,bf16,0.0227,0.0134,0.0236,1.70,0.96,1.7630,0.0116,1.92
K=4608,fp32,0.0299,0.0178,0.0196,1.68,1.53,1.1001,0.0179,1.69
K=5120,fp16,0.0253,0.0137,0.0292,1.85,0.87,2.1306,0.0126,2.01
K=5120,bf16,0.0256,0.0139,0.0241,1.84,1.06,1.7289,0.0131,1.94
K=5120,fp32,0.0337,0.0193,0.0223,1.74,1.51,1.1513,0.0182,1.82
K=5632,fp16,0.0271,0.0151,0.0332,1.80,0.82,2.1981,0.0142,1.92
K=5632,bf16,0.0278,0.0155,0.0340,1.79,0.82,2.1935,0.0143,1.92
K=5632,fp32,0.0370,0.0209,0.0225,1.76,1.64,1.0746,0.0237,1.54
K=6144,fp16,0.0303,0.0160,0.0339,1.89,0.89,2.1229,0.0136,2.19
K=6144,bf16,0.0300,0.0162,0.0347,1.85,0.87,2.1429,0.0145,2.06
K=6144,fp32,0.0397,0.0227,0.0256,1.75,1.55,1.1280,0.0202,1.97
K=6656,fp16,0.0321,0.0175,0.0190,1.83,1.69,1.0812,0.0172,1.85
K=6656,bf16,0.0326,0.0178,0.0241,1.83,1.35,1.3519,0.0180,1.78
K=6656,fp32,0.0436,0.0249,0.0262,1.75,1.66,1.0526,0.0258,1.66
K=7168,fp16,0.0345,0.0179,0.0194,1.93,1.78,1.0834,0.0163,2.09
K=7168,bf16,0.0347,0.0182,0.0244,1.90,1.42,1.3359,0.0155,2.19
K=7168,fp32,0.0468,0.0260,0.0286,1.80,1.64,1.0982,0.0257,1.83
K=7680,fp16,0.0367,0.0196,0.0241,1.88,1.52,1.2304,0.0181,2.00
K=7680,bf16,0.0362,0.0196,0.0268,1.85,1.35,1.3681,0.0166,2.16
K=7680,fp32,0.0495,0.0280,0.0286,1.77,1.73,1.0188,0.0277,1.82
K=8192,fp16,0.0397,0.0201,0.0247,1.97,1.60,1.2283,0.0160,2.43
K=8192,bf16,0.0394,0.0204,0.0273,1.94,1.44,1.3407,0.0177,2.27
K=8192,fp32,0.0541,0.0296,0.0313,1.83,1.73,1.0569,0.0292,1.84
K=8704,fp16,0.0431,0.0220,0.0315,1.95,1.37,1.4305,0.0241,1.81
K=8704,bf16,0.0434,0.0226,0.0338,1.92,1.29,1.4957,0.0248,1.75
K=8704,fp32,0.0568,0.0322,0.0370,1.76,1.53,1.1490,0.0309,1.81
K=9216,fp16,0.0470,0.0225,0.0323,2.09,1.45,1.4368,0.0190,2.42
K=9216,bf16,0.0452,0.0225,0.0342,2.01,1.32,1.5210,0.0202,2.28
K=9216,fp32,0.0593,0.0335,0.0383,1.77,1.55,1.1436,0.0304,1.96
K=9728,fp16,0.0486,0.0240,0.0353,2.02,1.37,1.4705,0.0237,2.04
K=9728,bf16,0.0486,0.0244,0.0376,1.99,1.29,1.5426,0.0224,2.15
K=9728,fp32,0.0613,0.0354,0.0433,1.73,1.41,1.2242,0.0321,1.92
K=10240,fp16,0.0509,0.0244,0.0354,2.09,1.44,1.4531,0.0207,2.48
K=10240,bf16,0.0503,0.0245,0.0375,2.05,1.34,1.5295,0.0210,2.43
K=10240,fp32,0.0652,0.0374,0.0448,1.74,1.46,1.1965,0.0326,1.99
