params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile
K=512,fp16,0.0267,0.0028,0.0035,9.52,7.61
K=512,bf16,0.0263,0.0029,0.0035,9.23,7.49
K=512,fp32,0.0164,0.0030,0.0035,5.48,4.72
K=1024,fp16,0.0377,0.0034,0.0035,11.24,10.71
K=1024,bf16,0.0356,0.0037,0.0037,9.71,9.63
K=1024,fp32,0.0248,0.0042,0.0039,5.88,6.29
K=1536,fp16,0.0471,0.0053,0.0049,8.89,9.61
K=1536,bf16,0.0478,0.0047,0.0048,10.18,9.85
K=1536,fp32,0.0316,0.0056,0.0056,5.65,5.60
K=2048,fp16,0.0552,0.0044,0.0053,12.66,10.38
K=2048,bf16,0.0558,0.0043,0.0054,12.96,10.28
K=2048,fp32,0.0377,0.0078,0.0077,4.82,4.93
K=2560,fp16,0.0671,0.0059,0.0073,11.41,9.23
K=2560,bf16,0.0665,0.0058,0.0071,11.45,9.34
K=2560,fp32,0.0459,0.0095,0.0108,4.82,4.27
K=3072,fp16,0.0747,0.0075,0.0080,9.96,9.40
K=3072,bf16,0.0754,0.0075,0.0078,10.02,9.62
K=3072,fp32,0.0522,0.0108,0.0120,4.83,4.35
K=3584,fp16,0.0850,0.0075,0.0083,11.35,10.28
K=3584,bf16,0.0847,0.0074,0.0082,11.43,10.33
K=3584,fp32,0.0589,0.0124,0.0128,4.77,4.62
K=4096,fp16,0.0932,0.0078,0.0087,11.88,10.73
K=4096,bf16,0.0942,0.0080,0.0088,11.76,10.67
K=4096,fp32,0.0662,0.0145,0.0150,4.56,4.40
K=4608,fp16,0.1046,0.0097,0.0106,10.80,9.91
K=4608,bf16,0.1052,0.0095,0.0106,11.07,9.95
K=4608,fp32,0.0755,0.0165,0.0171,4.57,4.41
K=5120,fp16,0.1186,0.0103,0.0112,11.51,10.62
K=5120,bf16,0.1190,0.0101,0.0113,11.78,10.55
K=5120,fp32,0.0839,0.0181,0.0193,4.63,4.35
K=5632,fp16,0.1356,0.0108,0.0123,12.51,11.00
K=5632,bf16,0.1343,0.0109,0.0127,12.28,10.59
K=5632,fp32,0.0956,0.0189,0.0218,5.05,4.37
K=6144,fp16,0.1550,0.0113,0.0130,13.77,11.97
K=6144,bf16,0.1540,0.0111,0.0129,13.85,11.97
K=6144,fp32,0.1083,0.0204,0.0247,5.31,4.39
K=6656,fp16,0.1694,0.0129,0.0140,13.09,12.10
K=6656,bf16,0.1714,0.0125,0.0142,13.68,12.11
K=6656,fp32,0.1212,0.0226,0.0272,5.37,4.46
K=7168,fp16,0.1865,0.0151,0.0146,12.32,12.80
K=7168,bf16,0.1868,0.0132,0.0149,14.11,12.56
K=7168,fp32,0.1340,0.0247,0.0296,5.42,4.53
K=7680,fp16,0.2011,0.0143,0.0166,14.11,12.11
K=7680,bf16,0.2012,0.0140,0.0307,14.41,6.55
K=7680,fp32,0.1445,0.0249,0.0264,5.81,5.46
K=8192,fp16,0.1969,0.0166,0.0173,11.89,11.37
K=8192,bf16,0.1965,0.0169,0.0240,11.63,8.20
K=8192,fp32,0.1371,0.0259,0.0273,5.30,5.02
K=8704,fp16,0.2101,0.0166,0.0193,12.66,10.90
K=8704,bf16,0.2102,0.0162,0.0189,12.97,11.11
K=8704,fp32,0.1468,0.0282,0.0371,5.20,3.95
K=9216,fp16,0.2230,0.0171,0.0199,13.00,11.20
K=9216,bf16,0.2241,0.0172,0.0199,13.01,11.24
K=9216,fp32,0.1551,0.0299,0.0388,5.19,3.99
K=9728,fp16,0.2363,0.0180,0.0213,13.13,11.08
K=9728,bf16,0.2375,0.0181,0.0218,13.15,10.89
K=9728,fp32,0.1636,0.0313,0.0412,5.23,3.97
K=10240,fp16,0.2507,0.0189,0.0222,13.26,11.32
K=10240,bf16,0.2499,0.0190,0.0225,13.16,11.09
K=10240,fp32,0.1725,0.0331,0.0428,5.22,4.03
