params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang,torch_nki_ms,nki_ms,speedup_nki
n=1000000,fp16,0.0045,0.0022,0.0023,2.01,1.93,1.0415,0.0033,1.38,0.8992,0.0476,18.88
n=1000000,bf16,0.0043,0.0024,0.0023,1.82,1.85,0.9792,0.0027,1.57,0.8991,0.0729,12.33
n=1000000,fp32,0.0044,0.0027,0.0028,1.68,1.60,1.0493,0.0031,1.41,1.2347,0.0542,22.79
n=1000000,int8,0.0041,0.0021,0.0021,1.92,1.94,0.9918,0.0024,1.68,0.7581,0.0466,16.26
n=2000000,fp16,0.0061,0.0028,0.0029,2.18,2.14,1.0176,0.0035,1.75,15.7955,0.0542,291.34
n=2000000,bf16,0.0063,0.0029,0.0030,2.19,2.10,1.0440,0.0036,1.74,15.7927,0.0542,291.12
n=2000000,fp32,0.0065,0.0035,0.0036,1.86,1.81,1.0244,0.0041,1.59,5.0885,0.0755,67.37
n=2000000,int8,0.0058,0.0026,0.0036,2.21,1.61,1.3720,0.0036,1.60,17.5379,0.0506,346.29
n=3000000,fp16,0.0077,0.0035,0.0038,2.19,2.02,1.0803,0.0043,1.78,1.9544,0.0825,23.68
n=3000000,bf16,0.0079,0.0035,0.0037,2.28,2.18,1.0479,0.0049,1.63,1.9539,0.1059,18.44
n=3000000,fp32,0.0095,0.0055,0.0055,1.72,1.72,1.0040,0.0058,1.64,3.7316,0.1047,35.64
n=3000000,int8,0.0067,0.0031,0.0031,2.13,2.16,0.9881,0.0032,2.08,2.0219,0.0789,25.62
n=4000000,fp16,0.0092,0.0048,0.0045,1.91,2.06,0.9253,0.0070,1.32,40.0917,0.0848,472.91
n=4000000,bf16,0.0100,0.0045,0.0049,2.20,2.04,1.0785,0.0065,1.53,40.0745,0.1364,293.79
n=4000000,fp32,0.0120,0.0066,0.0067,1.82,1.79,1.0202,0.0097,1.24,10.1293,0.1217,83.20
n=4000000,int8,0.0086,0.0036,0.0036,2.41,2.42,0.9934,0.0056,1.55,34.9702,0.0787,444.28
n=5000000,fp16,0.0123,0.0056,0.0053,2.21,2.30,0.9601,0.0064,1.92,3.0017,0.1158,25.92
n=5000000,bf16,0.0116,0.0054,0.0055,2.14,2.11,1.0139,0.0057,2.03,3.0018,0.1676,17.91
n=5000000,fp32,0.0150,0.0082,0.0084,1.84,1.80,1.0236,0.0091,1.65,6.0902,0.1557,39.11
n=5000000,int8,0.0104,0.0043,0.0045,2.43,2.33,1.0433,0.0046,2.26,3.7373,0.1061,35.22
n=6000000,fp16,0.0143,0.0062,0.0061,2.30,2.34,0.9860,0.0071,2.01,47.2992,0.1213,390.04
n=6000000,bf16,0.0140,0.0061,0.0061,2.29,2.29,0.9988,0.0070,2.00,47.3283,0.1215,389.38
n=6000000,fp32,0.0176,0.0104,0.0105,1.69,1.67,1.0077,0.0106,1.67,15.2237,0.1716,88.70
n=6000000,int8,0.0118,0.0053,0.0050,2.25,2.36,0.9543,0.0055,2.13,52.9829,0.1064,498.16
n=7000000,fp16,0.0173,0.0085,0.0076,2.04,2.29,0.8925,0.0085,2.02,4.4242,0.1515,29.20
n=7000000,bf16,0.0169,0.0084,0.0077,2.01,2.21,0.9111,0.0082,2.05,4.4239,0.1515,29.20
n=7000000,fp32,0.0200,0.0111,0.0111,1.80,1.81,0.9971,0.0116,1.73,8.3466,0.2071,40.30
n=7000000,int8,0.0135,0.0054,0.0049,2.49,2.74,0.9089,0.0057,2.37,3.8939,0.1347,28.91
n=8000000,fp16,0.0192,0.0079,0.0080,2.42,2.39,1.0130,0.0089,2.17,75.7846,0.1546,490.09
n=8000000,bf16,0.0192,0.0078,0.0079,2.47,2.44,1.0137,0.0089,2.15,75.7414,0.1547,489.66
n=8000000,fp32,0.0225,0.0129,0.0126,1.74,1.79,0.9729,0.0127,1.77,20.2344,0.2236,90.49
n=8000000,int8,0.0154,0.0060,0.0056,2.55,2.76,0.9244,0.0067,2.29,84.4460,0.1359,621.37
n=9000000,fp16,0.0219,0.0088,0.0094,2.47,2.33,1.0597,0.0104,2.11,287.3308,0.1847,1555.61
n=9000000,bf16,0.0222,0.0088,0.0090,2.50,2.46,1.0175,0.0102,2.17,287.4658,0.1846,1557.52
n=9000000,fp32,0.0249,0.0135,0.0139,1.84,1.80,1.0244,0.0143,1.74,153.2843,0.2680,572.03
n=9000000,int8,0.0183,0.0066,0.0062,2.80,2.94,0.9529,0.0073,2.52,566.1753,0.1650,3432.16
n=10000000,fp16,0.0243,0.0093,0.0098,2.60,2.47,1.0520,0.0113,2.16,96.6151,0.1883,513.04
n=10000000,bf16,0.0243,0.0105,0.0098,2.31,2.48,0.9291,0.0114,2.14,96.6219,0.1883,513.08
n=10000000,fp32,0.0273,0.0149,0.0147,1.83,1.85,0.9876,0.0157,1.74,97.0436,0.2805,345.94
n=10000000,int8,0.0191,0.0076,0.0073,2.50,2.63,0.9508,0.0084,2.27,50.3794,0.1669,301.80
n=11000000,fp16,0.0269,0.0104,0.0108,2.59,2.49,1.0370,0.0122,2.21,89.4421,0.2225,401.99
n=11000000,bf16,0.0268,0.0107,0.0108,2.49,2.48,1.0050,0.0124,2.16,89.6192,0.2223,403.11
n=11000000,fp32,0.0297,0.0170,0.0154,1.74,1.93,0.9045,0.0167,1.78,242.0361,0.3171,763.30
n=11000000,int8,0.0222,0.0076,0.0078,2.91,2.85,1.0192,0.0087,2.55,87.0332,0.1974,440.99
n=12000000,fp16,0.0289,0.0110,0.0122,2.64,2.36,1.1168,0.0176,1.64,116.0227,0.2225,521.38
n=12000000,bf16,0.0289,0.0110,0.0120,2.63,2.40,1.0956,0.0176,1.64,116.0042,0.2231,520.03
n=12000000,fp32,0.0323,0.0169,0.0167,1.92,1.93,0.9909,0.0227,1.42,116.5120,0.3287,354.41
