params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n=1048576,fp16,0.0043,0.0025,0.0029,1.70,1.48,1.1446,0.0025,1.76
n=1048576,bf16,0.0043,0.0024,0.0027,1.82,1.64,1.1118,0.0024,1.76
n=1048576,fp32,0.0052,0.0029,0.0030,1.75,1.71,1.0244,0.0030,1.79
n=2097152,fp16,0.0064,0.0037,0.0039,1.76,1.65,1.0678,0.0034,1.80
n=2097152,bf16,0.0060,0.0033,0.0037,1.80,1.62,1.1077,0.0030,1.96
n=2097152,fp32,0.0086,0.0048,0.0049,1.79,1.74,1.0246,0.0060,1.51
n=3145728,fp16,0.0077,0.0040,0.0046,1.91,1.69,1.1338,0.0042,1.87
n=3145728,bf16,0.0076,0.0042,0.0047,1.79,1.60,1.1205,0.0044,1.83
n=3145728,fp32,0.0120,0.0080,0.0081,1.49,1.47,1.0149,0.0078,1.53
n=4194304,fp16,0.0096,0.0055,0.0061,1.74,1.57,1.1057,0.0052,1.97
n=4194304,bf16,0.0098,0.0054,0.0060,1.79,1.63,1.0971,0.0052,1.91
n=4194304,fp32,0.0146,0.0103,0.0103,1.42,1.42,1.0006,0.0105,1.42
n=5242880,fp16,0.0118,0.0066,0.0073,1.78,1.61,1.1071,0.0068,1.75
n=5242880,bf16,0.0113,0.0066,0.0074,1.72,1.52,1.1301,0.0068,1.73
n=5242880,fp32,0.0173,0.0123,0.0123,1.41,1.40,1.0045,0.0127,1.36
n=6291456,fp16,0.0131,0.0080,0.0088,1.63,1.49,1.0992,0.0084,1.62
n=6291456,bf16,0.0131,0.0080,0.0088,1.63,1.48,1.1007,0.0080,1.65
n=6291456,fp32,0.0199,0.0146,0.0146,1.36,1.36,1.0037,0.0143,1.39
n=7340032,fp16,0.0148,0.0098,0.0105,1.51,1.41,1.0690,0.0098,1.55
n=7340032,bf16,0.0149,0.0095,0.0103,1.56,1.44,1.0825,0.0097,1.59
n=7340032,fp32,0.0223,0.0160,0.0160,1.39,1.39,0.9999,0.0161,1.38
n=8388608,fp16,0.0168,0.0111,0.0118,1.52,1.43,1.0648,0.0107,1.57
n=8388608,bf16,0.0168,0.0109,0.0116,1.54,1.45,1.0591,0.0107,1.56
n=8388608,fp32,0.0255,0.0181,0.0180,1.41,1.42,0.9916,0.0180,1.40
n=9437184,fp16,0.0180,0.0120,0.0127,1.50,1.41,1.0653,0.0120,1.54
n=9437184,bf16,0.0180,0.0118,0.0128,1.52,1.41,1.0818,0.0118,1.55
n=9437184,fp32,0.0282,0.0199,0.0200,1.42,1.41,1.0018,0.0197,1.42
n=10485760,fp16,0.0197,0.0129,0.0139,1.53,1.41,1.0850,0.0129,1.57
n=10485760,bf16,0.0195,0.0125,0.0138,1.56,1.41,1.1053,0.0125,1.58
n=10485760,fp32,0.0310,0.0216,0.0216,1.44,1.44,1.0002,0.0216,1.44
n=11534336,fp16,0.0211,0.0136,0.0148,1.55,1.43,1.0837,0.0132,1.60
n=11534336,bf16,0.0213,0.0139,0.0151,1.53,1.41,1.0857,0.0137,1.57
n=11534336,fp32,0.0344,0.0236,0.0237,1.46,1.45,1.0052,0.0236,1.46
n=12582912,fp16,0.0224,0.0146,0.0161,1.53,1.39,1.0997,0.0144,1.57
n=12582912,bf16,0.0228,0.0146,0.0160,1.56,1.42,1.0981,0.0147,1.55
n=12582912,fp32,0.0371,0.0253,0.0253,1.47,1.47,1.0015,0.0257,1.47
n=13631488,fp16,0.0242,0.0156,0.0170,1.55,1.43,1.0889,0.0155,1.59
n=13631488,bf16,0.0246,0.0157,0.0172,1.56,1.43,1.0966,0.0155,1.56
n=13631488,fp32,0.0403,0.0272,0.0272,1.48,1.48,1.0019,0.0274,1.49
n=14680064,fp16,0.0259,0.0164,0.0184,1.58,1.41,1.1174,0.0168,1.55
n=14680064,bf16,0.0259,0.0165,0.0184,1.57,1.41,1.1162,0.0168,1.56
n=14680064,fp32,0.0435,0.0291,0.0291,1.49,1.49,0.9992,0.0292,1.49
n=15728640,fp16,0.0275,0.0171,0.0195,1.61,1.41,1.1444,0.0180,1.57
n=15728640,bf16,0.0275,0.0172,0.0194,1.60,1.42,1.1238,0.0171,1.59
n=15728640,fp32,0.0463,0.0308,0.0308,1.51,1.50,1.0003,0.0310,1.50
n=16777216,fp16,0.0290,0.0182,0.0206,1.59,1.41,1.1279,0.0182,1.60
n=16777216,bf16,0.0291,0.0179,0.0205,1.63,1.42,1.1438,0.0180,1.62
n=16777216,fp32,0.0502,0.0328,0.0328,1.53,1.53,1.0009,0.0326,1.54
