params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
seq_len=1024,fp16,0.0396,0.0037,0.0044,10.60,8.95,1.1840,0.0041,9.61
seq_len=1024,fp32,0.0433,0.0049,0.0054,8.82,8.09,1.0912,0.0050,8.74
seq_len=2048,fp16,0.0650,0.0053,0.0067,12.33,9.70,1.2706,0.0060,10.75
seq_len=2048,fp32,0.0757,0.0074,0.0085,10.27,8.89,1.1557,0.0080,9.47
seq_len=3072,fp16,0.0878,0.0067,0.0089,13.16,9.91,1.3272,0.0073,12.02
seq_len=3072,fp32,0.1172,0.0108,0.0118,10.85,9.92,1.0939,0.0117,10.04
seq_len=4096,fp16,0.1146,0.0081,0.0112,14.16,10.27,1.3782,0.0090,12.76
seq_len=4096,fp32,0.1561,0.0151,0.0164,10.33,9.53,1.0843,0.0162,9.62
seq_len=5120,fp16,0.1462,0.0097,0.0134,15.09,10.88,1.3875,0.0109,13.37
seq_len=5120,fp32,0.1935,0.0206,0.0225,9.39,8.60,1.0916,0.0224,8.64
seq_len=6144,fp16,0.1770,0.0110,0.0159,16.02,11.16,1.4352,0.0130,13.63
seq_len=6144,fp32,0.2317,0.0273,0.0287,8.49,8.07,1.0519,0.0291,7.98
seq_len=7168,fp16,0.2049,0.0132,0.0181,15.58,11.32,1.3760,0.0159,12.90
seq_len=7168,fp32,0.2711,0.0330,0.0344,8.20,7.88,1.0408,0.0356,7.62
seq_len=8192,fp16,0.2336,0.0150,0.0205,15.55,11.40,1.3637,0.0200,11.66
seq_len=8192,fp32,0.3103,0.0392,0.0397,7.91,7.81,1.0124,0.0414,7.49
seq_len=9216,fp16,0.2636,0.0176,0.0234,14.97,11.26,1.3288,0.0248,10.62
seq_len=9216,fp32,0.3498,0.0453,0.0457,7.72,7.66,1.0083,0.0475,7.37
seq_len=10240,fp16,0.2924,0.0211,0.0262,13.89,11.16,1.2443,0.0292,10.03
seq_len=10240,fp32,0.3884,0.0509,0.0511,7.63,7.60,1.0040,0.0529,7.34
seq_len=11264,fp16,0.3201,0.0246,0.0291,13.01,10.99,1.1844,0.0329,9.71
seq_len=11264,fp32,0.4267,0.0565,0.0568,7.55,7.51,1.0057,0.0591,7.22
seq_len=12288,fp16,0.3489,0.0280,0.0319,12.48,10.94,1.1409,0.0368,9.49
seq_len=12288,fp32,0.4626,0.0622,0.0625,7.43,7.41,1.0038,0.0646,7.16
seq_len=13312,fp16,0.3763,0.0308,0.0344,12.21,10.95,1.1147,0.0398,9.45
seq_len=13312,fp32,0.5010,0.0675,0.0674,7.42,7.43,0.9988,0.0698,7.17
seq_len=14336,fp16,0.4044,0.0338,0.0370,11.97,10.94,1.0937,0.0436,9.28
seq_len=14336,fp32,0.5381,0.0726,0.0728,7.42,7.40,1.0027,0.0757,7.11
seq_len=15360,fp16,0.4321,0.0370,0.0395,11.69,10.94,1.0682,0.0472,9.15
seq_len=15360,fp32,0.5749,0.0773,0.0779,7.43,7.38,1.0073,0.0812,7.08
seq_len=16384,fp16,0.4587,0.0396,0.0418,11.58,10.99,1.0543,0.0510,8.99
seq_len=16384,fp32,0.6129,0.0830,0.0831,7.38,7.37,1.0011,0.0866,7.08
seq_len=17408,fp16,0.4867,0.0421,0.0447,11.55,10.89,1.0605,0.0543,8.96
seq_len=17408,fp32,0.6502,0.0879,0.0881,7.39,7.38,1.0019,0.0914,7.11
seq_len=18432,fp16,0.5139,0.0453,0.0472,11.35,10.89,1.0426,0.0584,8.81
seq_len=18432,fp32,0.6881,0.0939,0.0932,7.33,7.39,0.9926,0.0978,7.04
seq_len=19456,fp16,0.5418,0.0482,0.0505,11.23,10.73,1.0468,0.0618,8.77
seq_len=19456,fp32,0.7252,0.0984,0.0985,7.37,7.36,1.0010,0.1032,7.03
seq_len=20480,fp16,0.5691,0.0515,0.0532,11.05,10.71,1.0326,0.0652,8.73
seq_len=20480,fp32,0.7620,0.1037,0.1040,7.35,7.32,1.0031,0.1083,7.04
