params,dtype,torch_ms,triton_ms,cutile_ms,speedup_triton,speedup_cutile,triton_vs_cutile,tilelang_ms,speedup_tilelang
n_cols=512,fp16,0.0050,0.0032,0.0060,1.53,0.83,1.8464,0.0030,1.68
n_cols=512,fp32,0.0038,0.0033,0.0052,1.14,0.72,1.5750,0.0037,1.02
n_cols=1024,fp16,0.0085,0.0041,0.0062,2.08,1.37,1.5152,0.0033,2.56
n_cols=1024,fp32,0.0055,0.0054,0.0067,1.02,0.82,1.2421,0.0043,1.27
n_cols=1536,fp16,0.0173,0.0054,0.0100,3.17,1.73,1.8336,0.0061,2.82
n_cols=1536,fp32,0.0117,0.0064,0.0096,1.84,1.22,1.5097,0.0079,1.48
n_cols=2048,fp16,0.0221,0.0054,0.0090,4.06,2.46,1.6514,0.0061,3.62
n_cols=2048,fp32,0.0141,0.0082,0.0104,1.73,1.36,1.2685,0.0082,1.72
n_cols=2560,fp16,0.0218,0.0101,0.0138,2.15,1.58,1.3604,0.0099,2.21
n_cols=2560,fp32,0.0239,0.0107,0.0154,2.23,1.55,1.4402,0.0122,1.95
n_cols=3072,fp16,0.0240,0.0089,0.0141,2.71,1.71,1.5844,0.0099,2.42
n_cols=3072,fp32,0.0255,0.0120,0.0162,2.13,1.57,1.3530,0.0132,1.94
n_cols=3584,fp16,0.0271,0.0100,0.0170,2.70,1.59,1.6974,0.0121,2.24
n_cols=3584,fp32,0.0281,0.0127,0.0188,2.22,1.49,1.4854,0.0167,1.68
n_cols=4096,fp16,0.0286,0.0102,0.0172,2.80,1.66,1.6869,0.0121,2.36
n_cols=4096,fp32,0.0295,0.0136,0.0199,2.17,1.48,1.4641,0.0151,1.95
n_cols=4608,fp16,0.0454,0.0139,0.0228,3.28,1.99,1.6486,0.0166,2.74
n_cols=4608,fp32,0.0477,0.0171,0.0255,2.78,1.87,1.4867,0.0205,2.33
n_cols=5120,fp16,0.0470,0.0140,0.0218,3.36,2.16,1.5542,0.0172,2.74
n_cols=5120,fp32,0.0493,0.0181,0.0270,2.72,1.82,1.4894,0.0190,2.60
n_cols=5632,fp16,0.0510,0.0142,0.0236,3.60,2.16,1.6646,0.0181,2.82
n_cols=5632,fp32,0.0527,0.0194,0.0279,2.71,1.89,1.4354,0.0230,2.29
n_cols=6144,fp16,0.0525,0.0143,0.0239,3.67,2.20,1.6654,0.0166,3.16
n_cols=6144,fp32,0.0543,0.0211,0.0290,2.57,1.87,1.3739,0.0210,2.58
n_cols=6656,fp16,0.0556,0.0178,0.0293,3.13,1.90,1.6487,0.0218,2.55
n_cols=6656,fp32,0.0582,0.0243,0.0344,2.40,1.69,1.4167,0.0288,2.02
n_cols=7168,fp16,0.0571,0.0180,0.0297,3.17,1.92,1.6455,0.0224,2.54
n_cols=7168,fp32,0.0593,0.0259,0.0347,2.29,1.71,1.3382,0.0272,2.18
n_cols=7680,fp16,0.0651,0.0182,0.0320,3.58,2.03,1.7593,0.0232,2.81
n_cols=7680,fp32,0.0641,0.0266,0.0349,2.41,1.84,1.3096,0.0313,2.05
n_cols=8192,fp16,0.0663,0.0184,0.0323,3.59,2.05,1.7540,0.0213,3.12
n_cols=8192,fp32,0.0656,0.0276,0.0352,2.38,1.86,1.2766,0.0285,2.30
n_cols=8704,fp16,0.0653,0.0220,0.0383,2.96,1.71,1.7374,0.0268,2.44
n_cols=8704,fp32,0.0679,0.0323,0.0431,2.11,1.58,1.3348,0.0361,1.88
n_cols=9216,fp16,0.0667,0.0222,0.0383,3.00,1.74,1.7249,0.0273,2.44
n_cols=9216,fp32,0.0709,0.0332,0.0433,2.14,1.64,1.3039,0.0357,1.99
n_cols=9728,fp16,0.0446,0.0223,0.0413,1.99,1.08,1.8468,0.0283,1.57
n_cols=9728,fp32,0.0497,0.0343,0.0436,1.45,1.14,1.2708,0.0387,1.28
n_cols=10240,fp16,0.0450,0.0226,0.0412,1.99,1.09,1.8273,0.0259,1.74
n_cols=10240,fp32,0.0501,0.0357,0.0442,1.40,1.13,1.2384,0.0378,1.32
